ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SVH,2024,3,0.4341050884,88923972000.0,14820662.0,3.7073180457,1.6940600152,2.8494426827,95.83207484254078,13821.5380571394,6.700678768,0.4376993428101614,0.1742853669576376,0.0,0.0,0.0,0.3464376360355014,0.0,2823206435,0.0,0.0,0.0,-1.7294658935526595,2.2369958367232603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8946421627794553,1.3912996642187778
SVH,2024,2,0.4341050884,88923972000.0,14820662.0,3.7073180457,1.6940600152,2.8494426827,217.81352330955258,13821.5380571394,6.700678768,0.5598200437784987,0.30549625830678045,0.1253885227,0.0739663592,0.0561710258,0.49873748518951244,40343987385.0,5270096392,0.4204408351,0.0339156041,0.4204408351,-3.171018358083056,2.2669884503378985,0.1229258991,0.2738980023,63.29871881700698,926.8411897702,990.139908587207,1.5890134623,1.2669884503,0.9145660665420492,1.3821538057139418
SVH,2024,1,0.4410556819,88923972000.0,14820662.0,3.3366227784,1.6238250168,7.6234036313,703.459490203609,13603.7245338299,6.1339092501,0.7387013373350046,0.6226301682747603,0.1446944875,0.0812461101,0.0655646343,0.7117086664034225,41979629336.0,11917325195,0.4817064437,0.0469314777,0.4817064437,-6.561975178996611,2.2363174693616585,0.1347216865,0.2815308118,55.78292479059022,778.3170665146,834.0999913051902,1.5412276402,1.2363174694,0.9434376556458437,1.3603724533829866
SVH,2023,4,0.465106723,88923972000.0,14820662.0,2.9979515643,1.5786652314,17.6175717851,997.5876317130774,12900.2650436263,5.4230726729,0.7390192922120364,0.7157023630014735,0.1681879809,0.0978217901,0.0801053086,0.6870131903131379,47482165966.0,14192250994,1.0754185612,0.0376255356,1.0754185612,-6.5982983223558325,2.1541694492344194,0.1521233396,0.2835823018,80.08375489953977,504.5650445697,584.6487994692397,1.6412485128999998,1.1310711981,1.0339002132150454,1.2600657300868208
SVH,2023,3,0.5171045397,88923972000.0,14820662.0,4.8334155608,1.6161011612,29.1758525249,-300.43996253338753,11603.0696691551,6.623730405,-0.2822459398550431,-0.9846385966963873,0.1083846852,0.080930085,0.049707705,-0.5550886951601888,39789279611.0,-2510214472,1.1178429563,0.0543606514,1.1178429563,1.0796365462327,2.270953933669317,0.1486651903,0.2748995542,44.706219810618535,544.1070305029,588.8132503135186,1.916695501,1.2709539337,1.1394724788159551,1.160306966915513
SVH,2023,2,0.5040530218,88923972000.0,14820662.0,3.6877912747,1.4794745488,-5.2870083628,397.6183521356873,11903.5096316885,5.3686104292,0.6171989064555695,0.45905089481101574,0.1463338739,0.1020543042,0.0704734922,0.537943833220216,45872432912.0,6905738343,1.1725203617,0.0522469187,1.1725203617,-5.696360980950165,2.1666556864076054,0.1756647459,0.2961901657,42.762326844408584,500.1503370816,542.9126639260086,1.6578248785,1.1666556864,1.1269730743816408,1.1903509631688518
SVH,2023,1,0.5214719881,88923972000.0,14820662.0,2.9293680251,1.3302176705,-19.547278364,606.9928603729037,11505.8912795528,5.1827180212,0.7423163880266341,0.49128578421064895,0.1916553261,0.1261971804,0.095564453,0.6868747529747173,47929117155.0,12577506245,1.4347866729,0.0647925372,1.4347866729,-3.1866216563305763,2.2057877227365017,0.2104493496,0.3250035794,39.509845629639976,433.0446915708,472.55453720044,1.7330286271,1.2057877227,1.182741154308337,1.150589127955283
SVH,2022,4,0.5505143519,88923972000.0,14820662.0,2.5887505751,1.318497905,1.9001758008,537.1869835503974,10898.8984191799,4.3880102553,0.6662942854525733,0.4113796807209192,0.2379580477,0.1477546414,0.1148655291,0.5876437320768483,56609507446.0,11372720219,1.2907983163,0.112156108,1.2907983163,-3.7559418928462858,2.07139119343185,0.2255279991,0.3213751846,47.825434487364305,425.0602365782,472.8856710655643,1.5689909011999998,1.0623190721,1.2755749133222978,1.0800578769490863
SVH,2022,3,0.5846020619,88923972000.0,14820662.0,2.1797756202,1.2618877315,2.846976786,85.19198737546272,10263.3917859405,3.2617870672,0.4462887638037161,0.1314727355686625,0.2869762279,0.1967662453,0.1471083429,0.3752725150254257,55228742736.0,3603938829,1.0944509093,0.1458143504,1.0944509093,-1.527443936585768,1.8321075371462512,0.2541138649,0.3335375709,31.37628852843457,414.3732505287,445.7495390571346,1.104124259,0.8321075371,1.3609937370003244,1.0263391785940466
SVH,2022,2,0.5894952073,88923972000.0,14820662.0,2.2760417988,1.3352141385,1.2091921006,818.8515913121829,10178.199798565,2.726119291,0.7795898628340631,0.6197688410390957,0.2967612585,0.1851358356,0.1429989023,0.750697608038612,58900983038.0,14699687224,1.0221567613,0.5272937001,1.0221567613,-6.207879876296214,1.884045103451216,0.2437597525,0.3110430103,36.57686433524287,461.466674996,498.04353933124287,1.1548923159,0.8840451035,1.3911965607477563,1.0178199798565004
SVH,2022,1,0.6410702826,88923972000.0,14820662.0,3.0315215416,1.5743520807,5.6050985525,778.1702591287758,9359.3482072528,3.5397190516,0.7860267669315616,0.6100368800150903,0.2412598389,0.1479657909,0.1084709469,0.7530636327876901,49123174005.0,14236978039,0.431342134,0.221444551,0.431342134,-6.782516792450335,2.029059555758865,0.2088681465,0.2603464624,38.69851317676847,480.747394902,519.4459080787685,0.8403603424,1.0290595558,1.5333697229650538,0.935934820725282
SVH,2021,4,0.6992047055,88923972000.0,14820662.0,3.4337711632,1.721596185,5.1325341719,1070.363146126671,8581.177948124,4.5656588376,0.7832554216189741,0.7088656381531937,0.2267076722,0.1413585786,0.0822722709,0.7602262478452859,44751156072.0,17012874006,0.3066112176,0.0930478513,0.3066112176,-33.08818869275156,2.086745087798456,0.1640943121,0.2334985736,82.11662480041404,530.873768857,612.990393657414,0.8578811836,1.0834393807,1.697799256269467,0.8565680381416161
SVH,2021,3,0.807633493,88923972000.0,14820662.0,4.4090463663,1.6826804992,118.1662677965,-31.229454257846243,7429.1124030087,4.4171496695,0.332882269855061,-0.08072500093568048,0.187630313,0.1421976613,0.0661684637,0.27921850486609345,46255736504.0,1600914493,0.252493846,0.0135250389,0.252493846,-0.7584703744409594,2.382239998216216,0.1733780208,0.2373762319,48.29162091088122,460.8114158931,509.10303680398124,1.0667417676,1.3822399982,1.983315044252753,0.7429112403008719
