ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TVP,2023,2,1.2072515178,494279471625.0,29493375.0,4.6351639919,0.4806706961,5.0108968638,489.1503844507453,13881.9456860058,4.1336353561,0.21256870940559933,0.06438841764335997,0.07902578903113626,17706305794,-15.69124406154693,1.7202599756887549,0.0887090393230517,1.4769150767546333
TVP,2023,1,1.8831654144,771015809250.0,29493375.0,7.230291609,0.7497877759,7.8163891529,837.8696509639876,13881.9456860058,5.8179772606,0.3048136132888634,0.07148797848528236,0.08830261136282554,30524001297,-39.150566666334726,1.5663328542268224,0.08738898022931592,1.471349426730182
TVP,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384106593368979,0.10839684948270534,0.13925061227362784,12040017289,0.0,1.3847748325967721,0.23728324244861618,0.696118111230433
