ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DKC,2016,2,0.21045031545685883,0.09160335132223638,0.042559218565781216,183007022,1.1674055643633947,0.05721936971285143,1.1147883108444685
DKC,2016,1,0.4296156309708732,0.06033149904542675,0.05085684643812806,209675984,1.239512192788399,0.06059707793950682,1.1016839063769914
