ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
ABR,2024,2,1.0545540795,302000000000.0,20000000.0,18.8714022615,8.5632067,32.6988911949,273.48182565,14318.8484061,65.4413366331,-1.013831770813092,-1.3522554734971084,0.0517104648,0.0096546549,0.0424975065,-0.8734258864670913,4524019078.0,3532854711,2.3835109002,0.1328450358,2.3835109002,1.207397358064415,0.0936550486,523.5046213465,304.7982627942679,0.0,543.32126959,848.1195323842679,0.0,0.2073973581,0.00017986880487559322,1.43188484061
ABR,2024,1,0.8413643859,270000000000.0,20000000.0,10.4306728845,5.1561683353,3.7722189989,238.45076765,16045.36658045,59.4998071745,0.3473498368628002,0.2894127120065811,0.0821057099,0.0054601955,0.0664899725,0.07652628018008036,3621222902.0,1261019264,2.8202183912,0.9305328445,2.8202183912,1.2326407790799947,0.1345059175,671.8658961234,217.75685883050284,0.0,323.9379629023,541.6948217328029,0.0,0.2326407791,0.00019345683281440769,1.604536658045
ABR,2023,4,0.816098482,258000000000.0,20000000.0,8.3273070057,4.8066134921,18.6344615875,0.55610445,15806.9158128,15.9313727219,0.31853764755012826,0.0006747365242463583,0.1030523953,0.0256822243,0.0819353969,-0.22767200498618512,15989343643.0,-3752854946,3.4410766304,0.0665077188,3.4410766304,1.2209455600666101,0.1419505033,9.7696245822,313.4322660355128,3.7531947445,780.3070383686,1097.4924991486128,97.2504825482,0.2149160846,0.00023041695752658688,1.576558205175
ABR,2023,3,0.8658406301,273000000000.0,20000000.0,6.9527958654,3.5841754763,16.9904484132,287.66381825,15765.0259473,10.9357800478,0.924548919182167,0.906008809467884,0.1304605695,0.0666268241,0.1041203638,0.2714670367156557,24665107745.0,1723851766,3.8818218413,0.0711789523,3.8818218413,1.2050256388860285,0.2019788483,14.459170469,205.0694421575807,4.3705669213,293.8945650489,503.3345741277807,83.5131932695,0.2050256389,0.00026395320336993633,1.57650259473
ABR,2023,2,0.9239300522,286000000000.0,20000000.0,6.79452535,2.9313834007,5.3665674456,767.589052,15477.36212905,8.5099129612,0.6242669098711098,1.1761582961416501,0.1446112355,0.0900182276,0.11251605,0.19308215352220914,32460544373.0,2520200685,3.0330355115,0.1457744414,3.0330355115,1.281717109330027,0.2607960303,11.8792126528,183.07059460317623,3.2583627921,289.9327457353,476.2617031305762,112.0194475838,0.2817171093,0.00030301033928756824,1.547736212905
ABR,2023,1,0.8837661827,260000000000.0,20000000.0,8.0419020595,2.3919726683,8.0790259085,451.977525,14709.77307705,6.8724958854,0.4992071652839546,0.3222675681559949,0.1152721228,0.1039662753,0.0895173878,0.27502612215831984,36010213457.0,7714435971,3.2508162566,0.218400669,3.2447416802,1.2177236298564496,0.300960824,9.5408046676,179.20531109914427,2.8198273839,273.1651852579,455.1903237409443,129.4405473482,0.2177236299,0.03391797485159152,1.470977307705
ABR,2022,4,0.6634966791,189200000000.0,20000000.0,6.4374002982,1.8161120995,3.9125374121,456.00860445,14257.79555205,4.2259230931,0.5598006234356884,0.31760224418447863,0.1086692598,0.0990666907,0.0858502953,0.31512317239962384,38911247218.0,9048983797,2.377356973,0.2596165308,2.3722638318,1.3112407334141607,0.3043053988,8.1307754799,178.64913638338504,2.9568462242,330.1112808122,511.717263419785,123.4423342722,0.3051902399,0.038322393714182036,1.42419344932
ABR,2022,3,0.5948095229,164000000000.0,20000000.0,6.3635954669,1.6628666781,4.1539215353,429.06042785,13785.92588875,3.8702309708,0.5295922040249385,0.30926792041437995,0.0972620054,0.0918122469,0.0758795659,0.30927026716781264,35976131464.0,8581273672,2.164637518,0.2824872169,2.1597601254,1.3344168007904489,0.2903821864,7.4225659415,190.5504859242037,3.166301956,305.169841096,498.8866289762037,115.2764344882,0.3344168008,0.04303043053017515,1.378592588875
ABR,2022,2,0.7486786499,200000000000.0,20000000.0,9.2701426204,2.1478690517,6.630798296,279.486435,13356.8654609,2.2731215041,0.46757813603196474,0.23112840299005016,0.0834749036,0.0789186309,0.0661257446,0.21673837780641472,31746838577.0,5241712897,3.7284958806,1.7397280717,3.7226393046,1.2914734633770635,0.2853968599,6.5409643841,185.74649534666497,5.6991832243,294.3868100264,485.83248859736494,64.0442648765,0.2914734634,0.04796362109623531,1.33568654609
ABR,2022,1,0.8640875192,226000000000.0,20000000.0,10.8602983377,2.4438581917,12.8639805794,289.12079665,13077.3790259,5.5705789222,0.46888127503818877,0.24543245236991326,0.0822546598,0.0790808433,0.0662117393,0.22951541209256004,30998705701.0,5407408690,3.9758341532,0.8253367599,3.9689060027,1.2629190099017853,0.2942393485,6.2227489153,163.79249434290656,8.0177127866,280.8185044203,452.62871154980655,45.5242049344,0.2629190099,0.052615508075988186,1.30773790259
ABR,2021,4,1.5482952913,396000000000.0,20000000.0,20.4918641823,4.344294408,29.8683021231,290.9120503,12788.25822925,10.4260646422,0.5297495512213253,0.25150833342663026,0.0785230525,0.0658231246,0.064961724,0.26299391101583075,26698289779.0,6083941381,4.4839715783,0.9340445475,4.4762408424,1.2342064780772637,0.3064218723,8.0990851189,131.20819594024815,7.7272484714,286.811227001,425.7466714126482,47.2354423893,0.2218822249,0.05757808947579314,1.27739953895
