ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
HDB,2024,2,1.5524745025,78638866470000.0,2912550610.0,6.4929769161,2.5878290536,3.65206626,1069.4718880781954,17391.5899782425,0.4034896665465439,0.2510837418,0.0206179607,0.0555555556,11.820825484409012,10.8208254844,0.02920710388937508,1.8167948214158751
HDB,2024,1,1.4694981414,70338097231500.0,2912550610.0,6.3097531791,2.4672811475,1.5743617517,1067.7143220525875,16434.1820655951,0.4343044683569937,0.2470485708,0.0201954106,0.0621118012,12.123713059793461,11.1237130598,0.030044376034325783,1.709303231761094
HDB,2023,4,1.5844367062,70774979823000.0,2912550610.0,6.9824984116,2.6794814818,0.8718398906,1148.0985046299334,15336.6807933339,0.4474932964228987,0.2358656472,0.0197742349,0.0,12.980833602835773,11.9808336028,0.030662696694216906,1.5958112957048585
HDB,2023,3,1.4674145704,60454307749000.0,2892550610.0,7.1431238089,2.5163217414,2.6918745409,857.5269146284704,14242.7371391784,0.5045494968825186,0.2072747391,0.0181297088,0.0,11.813047986499008,10.8130479865,0.030825057307186626,1.4797463725373359
HDB,2023,2,1.3085512911,50619635675000.0,2892550610.0,6.3283783107,2.1693588785,1.0823851797,746.2455427875815,13373.5682502025,0.4356739257021121,0.2031938481,0.0181981466,0.0,11.955896827482286,10.9558968275,0.032314107842853386,1.392086280603808
HDB,2023,1,1.1946540757,46658098970000.0,2515261400.0,5.8447689373,2.0735019724,30.7108784571,830.136382643967,15527.5073994297,0.43133501679884845,0.2079234586,0.0191002226,0.0,11.23750922502763,10.237509225,0.03164947131232253,1.404159437869357
HDB,2022,4,1.3272774396,49047597300000.0,2515261400.0,6.3288903526,2.2327748482,-3.1202591196,690.2996245241151,14691.7286608859,0.35203732607314286,0.2221048681,0.0195977872,0.0,10.6750670587933,9.6750670588,0.03372383240202318,1.341121717938148
HDB,2022,3,1.1902718235,41879102310000.0,2515261400.0,5.55719648,2.0204030496,-14.8793150012,801.5011879083422,13988.4013645659,0.44951001705742666,0.220983759,0.0195459992,0.0,10.740687542187839,9.7406875422,0.03508314056594165,1.2781075223033063
HDB,2022,2,1.2730776406,42256391520000.0,2515261400.0,6.0677622347,2.2193768523,-20.6089131932,826.6047417576559,13196.3671847387,0.4568279968579888,0.2163396271,0.0186661518,0.0,10.865123923038858,9.865123923,0.03659556449119463,1.2163502600885414
HDB,2022,1,1.5407135297,47689356144000.0,2012209120.0,7.3850422794,2.6924559597,14.7685981424,953.3795374111016,15382.4832083059,0.4744530024427516,0.2125510815,0.0178886507,0.0,11.61319041183293,10.6131904118,0.04019373094512486,1.1284606686964485
