ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
CQN,2024,3,2.0996040683,2003157841776.0,75049936.0,16.78142221,3.1620896959,15.0047473034,284.3949935546914,12712.3967812977,13.723235467,0.2885468092560856,0.15276777378810283,0.1252720914,0.127415538,0.1094458787,0.15956604571024405,144249751868.0,22293641133,0.0374658124,3.2010428682,1.3207530196,2.8861449508,0.0,1.1306139742413621,0.5808366226,4.4861773956,28.690474790782464,33.9507933066,12.9179285539,75.55919665128246,10.7508533513,0.1306139742,0.1366978788259069,1.2712396781297721
CQN,2024,2,2.7945763602,2606559327216.0,75049936.0,21.7823218897,4.2329519951,20.3175231161,570.5142416244032,12428.001787743,16.7244692645,0.35634728689651557,0.2616894458174189,0.1266465706,0.1264184059,0.1110086254,0.2571196112105484,147992187605.0,42069350933,0.0287927212,2.2815190286,1.4451037565,2.069919075,0.0,1.202146253759751,0.5712386094,4.1679812463,49.04159290404934,35.3126467474,14.1439569102,98.49819656164935,10.3362402317,0.2021462538,0.14796067577183708,1.242800178774303
CQN,2024,1,2.1481808159,2099747109408.0,75049936.0,19.1055032719,3.7845621144,30.2536498993,400.26635004725387,13024.0433177318,15.3927394455,0.3439499083005286,0.1844234831802655,0.1173183823,0.1070880937,0.1032595319,0.2093337168221099,134419566567.0,34097486932,0.035742369,3.2690196917,1.3842255541,2.9397178234,0.0,1.1268733800184187,0.5212823212,3.6227302486,75.32937506367712,40.3704278224,19.8507144528,135.5505173388771,9.0412715368,0.12687338,0.1489637661087335,1.302404331773181
CQN,2023,4,2.2429103487,2124963887904.0,75049936.0,23.0745178359,3.2785409905,-74.0580957886,335.33323255598776,12623.7769676846,18.7784593302,0.28034423171741263,0.15045219289987175,0.0974622237,0.087339412,0.0862654263,0.13810976680923723,112090595846.0,23102170863,0.0353182171,3.1967774734,1.6971866136,2.8343335976,0.0,1.1203267630158953,0.6071399212,4.0974831462,37.81335663457484,31.7918774755,11.8309470664,81.43618117647483,11.4809199388,0.1186414716,0.15921105555375747,1.2621293406565997
CQN,2023,3,2.1650729469,1996328297600.0,75049936.0,21.9545436359,3.0689279773,19.9908775013,288.3442953369074,12285.96017401,18.6356928523,0.2977606057924272,0.1773780557202954,0.0978020359,0.0836215065,0.0854214369,0.1528194730898758,106046666510.0,18644060246,0.037593985,3.0281129959,0.1895985126,2.6467907313,-152.03488830609217,1.114832643645372,0.6110891743,4.0310744635,87.76980514057162,31.3383040986,21.5140382516,140.62214749077162,11.6470884593,0.1148326436,0.16977232215866186,1.2285960174010009
CQN,2023,2,2.5004967906,2251498080000.0,75049936.0,24.983012124,3.389693014,-154.4067762061,440.45094075763103,11997.6158786731,21.1898965496,0.4153125808154871,0.32199716206120654,0.0970416772,0.0834344088,0.084225594,0.2808327237481742,103769352436.0,28829926571,0.0333333333,2.142734301,0.3165020499,1.8839295628,0.0,1.184698354384575,0.6207668447,4.0167938683,91.2907784290491,31.3145955494,26.9193827348,149.5247567132491,11.6559065699,0.1846983544,0.1772984234950422,1.19976158786731
CQN,2023,1,2.0759517654,1981318310400.0,75049936.0,21.0024183846,2.9217523284,45.1314882903,160.4558639730219,12717.0584786641,17.4796482227,0.12741892751075712,0.047001315575819526,0.1016748436,0.0878003714,0.0871635546,0.040715513206134944,112061588429.0,10431717531,0.0378787879,2.8171294746,0.1676760651,2.5015789449,0.0,1.1407287375277984,0.6265573656,4.0013358481,93.54983924856452,31.0875815224,27.7430349174,152.38045568836452,11.741022689,0.1407287375,0.17156744939565072,1.2717058478664125
CQN,2022,4,1.7679941527,1666108579200.0,75049936.0,17.5124056834,2.4349014562,15.3045415098,322.3432031974018,12556.6026146911,14.5830726167,0.25586339868446656,0.14261718209145927,0.1014458731,0.0893314799,0.0897182605,0.11317948752519705,112095743727.0,19198385831,0.045045045,2.737332101,0.3919376319,2.4034419776,0.0,1.1406558737059793,0.6452756317,3.9224624483,35.76712779906772,29.9481895594,11.2520116773,76.96732903576773,12.1877150295,0.1410076466,0.17573669475855114,1.2552293170123423
CQN,2022,3,1.5126799415,1388423816000.0,75049936.0,14.6606857598,2.1529069696,408.7554467124,277.5659645865654,12229.949966926,13.7895898078,0.26637884054499195,0.15348458569027268,0.1025472209,0.0771653344,0.0881875963,0.12279473804898679,98408700078.0,16666005792,0.0540540541,3.2219532096,0.2377167582,2.8812505499,0.0,1.1439489026043597,0.600532515,3.6410716954,95.90154686116516,31.5118275428,28.1170208932,155.53039529716514,11.5829524487,0.1439489026,0.18793749905383494,1.2229949966926021
CQN,2022,2,1.5059757113,1350898848000.0,75049936.0,14.3660464792,2.1471251952,4.0043944539,496.63306801487477,11952.3840023395,12.260857536,0.4203194201686478,0.31975106158473265,0.1020586182,0.0825576498,0.0877577336,0.32172033841012493,94184770820.0,37501831787,0.0555555556,2.2717600926,0.8957584337,2.0692108538,0.0,1.244067611275652,0.5871719461,3.4929958707,88.49863820749242,31.9871259135,21.1666728924,141.65243701339244,11.4108407547,0.2440676113,0.19631722797412637,1.1952384002339456
