ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TPB,2024,2,1.2946798123,46102135620200.0,2641956196.0,9.7550014762,2.6226067686,-19.2306590133,576.2994868367606,13478.2359578531,0.4703939604025245,0.140584694,0.0133725637,0.0,10.153470384613646,9.1534703846,0.02976662617971908,1.347827305157939
TPB,2024,1,1.1558724836,39519348411550.0,2201635009.0,8.7932737692,2.2896804285,7.8415909074,664.4139441916005,15529.3946817867,0.42679668995555214,0.1385288717,0.0128904412,0.0,10.408548434606125,9.4085484346,0.029210201176576467,1.2941249007748499
TPB,2023,4,1.2573887253,41170574668300.0,2201635009.0,9.2619683776,2.5356402555,-5.2465043241,224.34781332094997,14872.09136217,0.12360372994322204,0.1373711837,0.0130265097,0.0,10.892098369860138,9.8919425841,0.032340204439998736,1.2393359151667025
TPB,2023,3,1.2611292264,40840329416950.0,2201635009.0,7.4715236957,2.6427359977,2.0162909486,573.5923506110998,14709.0398125114,0.4262465230207166,0.1698294781,0.0161431026,0.0,10.634980916619249,9.6349809166,0.034048639607963664,1.2257560155247933
TPB,2023,2,1.2221066515,37868122154800.0,2201635009.0,6.4041260533,2.5237668488,2.630419173,587.3384983041938,14074.0580856198,0.47383371436046623,0.1862322356,0.0178178052,0.0,11.082666011832012,10.0826660118,0.03446159885617796,1.1728407551538376
TPB,2023,1,1.1870752659,39959675413350.0,2201635009.0,6.2941922868,2.5516610461,4.6918324219,641.9056720223148,15289.6791985924,0.5163708669087433,0.2031006698,0.019610509,0.0,10.204955913134022,9.2049559131,0.03371636032043331,1.2741427375278103
TPB,2022,4,1.1382694343,36696727484000.0,1581755495.0,5.8948106007,2.349765216,-21.6343454512,960.5327781712558,20381.8176082897,0.54658417269914,0.215049321,0.0201484667,0.0,10.193662239199838,9.1936622392,0.037389002629481784,1.2202720108990028
TPB,2022,3,1.1564767588,35431323088000.0,1581755495.0,5.8833610578,2.2763505256,8.7851722146,1082.1027683548525,19369.1743741974,0.624526393526843,0.2143673408,0.0198002098,0.0,10.357562602289535,9.3575626023,0.03546347331282282,1.1596444349223418
TPB,2022,2,1.1232780137,32584163197000.0,1581755495.0,5.932968923,2.1057998323,3.4532804174,1094.0154818302053,18339.1820617636,0.5701944862181815,0.2036623669,0.0187043626,0.0,10.713189370335225,9.7131893703,0.027941986690477025,1.0979781589081274
TPB,2022,1,1.5395562861,42153783941750.0,1581755495.0,8.2275374606,2.94053625,1.8471362678,821.4923255253177,17310.1823174005,0.45892831726165945,0.20289037,0.018183431,0.0,11.052493462860179,10.0524934629,0.02707834589873456,1.0363713085574564
