ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
PMC,2024,3,2.7788961364,886594435000,9332573,10.5116544066,1.7157522009,9.3846341451,2302.1522837271136,34186.2363096437,8.5514868272,0.39656535875666094,0.17506244585292782,0.0,0.0,0.0,0.21142211344018266,0.0,25947341148,0.0252631579,0.0,0.0,0.0,1.2072235094245791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10808597362501096,3.4928950161975694
PMC,2024,2,2.8959022895,923924727000,9332573,10.9542503816,1.7879943988,9.7797766354,2590.897339672564,34186.2363096437,8.9141598902,0.365559480699709,0.1762703068033659,0.2337476955,0.2854967046,0.1949301227,0.19417013130229893,102930975033.0,26635132688,0.0242424242,4.9068272253,0.0901148892,4.0259580109,1.2219614098013087,1.1942505932,12.7263358772,27.59354551627352,80.3266708886,17.1736255202,125.09384192507353,4.5439453168,0.2219614098,0.11785483065262245,3.4186236309643654
PMC,2024,1,2.3399887032,793268705000,9332573,9.5453557744,1.6415724009,8.976474492,1575.1780936511293,36324.9616903077,8.263831313,0.353580711983127,0.14522831327056518,0.2130913879,0.2462268508,0.1811341845,0.1686368134598478,95356192599.0,17069946223,0.0282352941,5.7257026785,0.0844562712,4.4515367642,1.183758552888233,1.0532524994,11.36220596,26.95124566016219,100.0720661642,18.3481961136,145.37150793796218,3.6473714793,0.1837585529,0.11612971599203166,3.63249616903077
PMC,2023,4,2.1754446339,746605840000,9332573,8.9344921517,1.5388021239,7.8847382303,2647.2848982804635,36774.0914912747,7.6048706826,0.3565377471608831,0.1868245680691447,0.216774902,0.2459452316,0.1815634014,0.17220700232245553,96345296678.0,22772929301,0.03,4.557363334,0.1593248058,3.7489263163,1.2423614331320043,1.0541815349,10.6907074074,28.978782744292026,99.4869533628,16.4457850098,144.91152111689203,3.6688227719,0.2423614331,0.12280678384490741,3.67740914912747
PMC,2023,3,1.6656060578,736340009700,9332573,8.9945685259,1.5347019801,12.4067025728,2224.2275042477568,47370.1447163606,7.5461709714,0.3234679654375797,0.14208002507340736,0.1893366444,0.1895365918,0.1655808184,0.16843664113307136,95734339250.0,24608443764,0.030418251,6.5437670339,0.1955880253,5.3188686684,1.1608981768859399,0.970434675,10.3856286198,27.148487824311335,118.5627211367,18.3634082717,164.07461723271135,3.0785393292,0.1608981769,0.09794212970328493,4.737014471636065
PMC,2023,2,1.7521166303,763404471400,9332573,9.3754129024,1.6770562256,37.134829774,2458.163551037854,46686.3898127558,7.9707837939,0.37633483273263746,0.22128163718462682,0.1919686189,0.1899647474,0.1674638635,0.18346968523658927,94858614608.0,19020902105,0.0293398533,7.5800042278,0.1246428588,5.6927506144,1.1345481841918628,0.9355642182,9.5169646967,27.56031425142182,133.048882824,21.4258269654,182.03502404082184,2.7433526104,0.1345481842,0.10398477176847515,4.668638981275582
PMC,2023,1,1.5211616259,644880794300,9332573,8.0566730984,1.405944746,24.8823586839,1624.38641969369,45425.8106577897,6.5217929193,0.35503067959549156,0.14693565489795765,0.1922668399,0.2016025213,0.1665484978,0.17451724904757573,97749381257.0,18005364234,0.0347322721,8.143022352,0.1418156635,6.1922191027,1.1227447361867187,0.9537574109,9.2506352866,28.687236888226572,129.1803518082,22.6672545845,180.53484328092657,2.8255070906,0.1227447362,0.11219749290948566,4.542581065778966
PMC,2022,4,1.483500739,634614964000,9332573,7.6128778527,1.3437444553,17.1663767229,2465.1830445901683,45837.5235101831,5.9642500594,0.36337113893842027,0.18136962532615683,0.2042871372,0.2121826606,0.1764273794,0.17466980563256965,103310748815.0,22156637321,0.0352941176,6.6494914969,0.5645510705,5.073627721,1.155083926111738,0.9988674851,8.9519985591,30.05140941290867,112.2920331811,15.348066124,157.69150871800866,3.2504532126,0.1550839261,0.11365827039414618,4.58375235101831
PMC,2022,3,1.6146889268,662612683000,9332573,7.81300531,1.3677088017,8.9177856707,2183.0497726618373,43971.3178322848,5.9730103603,0.39768119940580954,0.16766814877467354,0.2133006315,0.2314294008,0.183118503,0.19410246692961441,107846599940.0,23585523434,0.0338028169,5.9822473371,0.2581947021,4.5954466055,1.1740735437635637,1.0453613131,9.0351569023,29.995637333835877,104.4749278154,19.8297151166,154.30028026583588,3.4936611839,0.1740735438,0.12143099752496939,4.397131783228484
PMC,2022,2,1.4358669928,580486040600,9332573,8.6018251479,1.4193712852,9.2677416639,2309.8565822094292,43318.7755627521,6.3595159266,0.42557584361614653,0.20118497325381846,0.1730728538,0.1858959538,0.1503557574,0.202705099338266,88378144319.0,21719786194,0.038585209,6.1360707545,0.2015513197,4.7414212018,1.166981924505378,0.9105931408,7.28915093,34.298359438056075,113.2055329398,21.2029688337,168.70686121155606,3.2242240332,0.1669819245,0.1294119209455289,4.331877556275209
