ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
CDO,2024,3,0.2688410971,53558457500.0,31504975.0,-10.4591959808,2.379268488,-14.6898412432,-57.644377118217044,6323.4379641311,-32.647958203,0.08898808591011079,-0.33650075548457764,-0.0254745852,-0.0118276282,-0.021624523,-0.08484946371750875,-1808029343.0,-457930055,0.0,2.7607772409,0.0884010825,2.7607772409,1.1303056776007585,0.0950607824,1.5130475293,603.8354657019876,1.634317553,112.6067069688,718.0764902237876,223.3348098893,0.0,0.1303056776,0.07098142775559933,0.6572774479776606
CDO,2024,2,0.2525406569,50407960000.0,31504975.0,-9.1324002983,2.2226906833,-11.5614331054,-38.31399577368336,6335.6135181824,-45.4402125445,0.09058590419727923,-0.2162709766321793,-0.0273888025,-0.0098881485,-0.0232021866,-0.0641069934418768,-1262339322.0,-357802816,0.0,2.486913555,0.0331605203,2.486913555,1.1310441391482775,0.0953311487,1.5086024579,575.260507800556,2.0008417519,122.3703111675,699.631660719956,182.4232224526,0.0,0.1310441391,0.07107416378927756,0.6584923778831756
CDO,2024,1,0.2267520098,45965758525.0,31504975.0,-3.6224973999,2.0748402392,-4.9661232201,-30.33887552680172,6434.3420875274,-31.0869568747,0.09624994352843062,-0.16631645774757614,-0.0624105949,-0.0116602244,-0.0529357182,-0.18263249044945015,-1661171638.0,-1049594229,0.0,2.3054745973,0.0721955146,2.3051297355,1.143237712804722,0.0924213334,1.4550636738,554.8129386904576,2.0013305731,121.6972981418,678.5115674053576,182.3786659235,0.0,0.1432377128,0.07094107102583366,0.6683588560663831
CDO,2023,4,0.2022418528,40956467500.0,31504975.0,-4.1636046818,1.883519327,-3.2824602867,-36.23914569048222,6427.9474386506,-52.6179306399,0.17972488259300606,-0.19735295367351088,-0.0465546326,-0.0080727081,-0.0397515599,-0.10092767056829477,-903277533.0,-583880148,0.0,2.3592467399,0.0434655205,2.3531146953,1.1303078735102197,0.0878726215,1.4013611439,471.9521569783752,3.114959179,108.6218302698,583.6889464271752,117.1764954295,0.0,0.1303078735,0.07191938277219535,0.6677104891592518
CDO,2023,3,0.1408615737,28354477500.0,31504975.0,-2.8755247887,1.3327304381,9.4969432718,-70.30836272683918,6389.2513514453,-154.6302090488,0.11922861639749913,-0.39801331102600485,-0.046634682,-0.0048787164,-0.0398079601,-0.010798507415842457,-225871806.0,-60096926,0.0,2.167412619,0.0421814826,2.1623313284,1.1402762176952848,0.0858904192,1.3627181107,499.64458104416406,2.7974389356,114.642484457,617.0845044367641,130.4764852455,0.0,0.1402762177,0.073266180762047,0.663712964647647
CDO,2023,2,0.198108005,40956467500.0,31504975.0,-3.0963376253,1.9891778092,6.436844916,-265.8744296416677,6562.0770855714,-596.574719654,-0.0028612062589958623,-1.6565820336177337,-0.0616248258,-0.0040455799,-0.0526758543,-0.150636132251813,-77431361.0,-761678891,0.0,2.2477855501,0.0929786934,2.2477855501,1.1275663256527924,0.0819947965,1.3033935328,456.4588702727024,0.0,117.602500488,574.0613707607024,0.0,0.0,0.1275663257,0.07232165977818858,0.6809070817894635
CDO,2023,1,0.2750053833,59859452500.0,31504975.0,-3.0627750372,3.3705934144,-3.9615088203,28.98374796361527,6908.9556607488,-62.7178169801,0.06736476849048598,0.17106902666870347,-0.0899121686,-0.0082497248,-0.0767456526,-0.055933018012241285,-1077126654.0,-298559265,0.0,2.1546079326,0.0036396005,2.1546079326,1.1237322728549668,0.0697368802,1.1113181821,473.8669339440275,0.0,138.9805597695,612.8474937135275,0.0,0.0,0.1237322729,0.06968333011113989,0.7156444009176328
CDO,2022,4,0.1229687113,27062773525.0,31504975.0,-1.0684490239,2.02300458,4.662606399,-5.787302830743399,6985.5168136778,-9.6743529409,0.1542430324304901,-0.03429836132233002,-0.1033803219,-0.0187797039,-0.0919589686,0.018845649004447008,-3498168846.0,100182779,0.0,2.0458519697,0.0102168244,2.0458519697,1.1284494090021266,0.0485680909,0.8223821795,599.5146843548338,0.0,173.3216358003,772.8363201551338,0.0,0.0,0.128449409,0.06979658001184795,0.7232807334873301
CDO,2022,3,0.1871824198,40074328200.0,31504975.0,-1.1207712966,4.2207100327,-1.3704664692,-177.17287069740573,6795.5099691398,-8.6972752974,0.2191770027762926,-1.143941847030994,-0.1488614954,-0.0280529787,-0.1318308285,0.01889533547348648,-5387213022.0,92199172,0.0,2.3135269414,0.0321514031,2.3135269414,1.1361702418308006,0.0350064817,0.5809475753,765.6184288438561,0.0,206.5278124755,972.1462413193561,0.0,0.0,0.1361702418,0.07238367661577223,0.7041534320881068
CDO,2022,2,0.4071989685,88623494675.0,31504975.0,-2.5143740156,16.4697215274,-3.1155294654,-466.37602505636016,6908.1707411607,-13.5669065671,-0.46277442113344314,-6.600433396309616,-0.1405165647,-0.0341242441,-0.1248516685,-0.7878542692638527,-7048278796.0,-1753835254,0.0,2.3245026674,0.0223068611,2.3245026674,1.1365465773514325,0.0190606617,0.3251825942,1323.838912021277,0.0,255.3081809742,1579.1470929954771,0.0,0.0,0.1365465774,0.07210933781909758,0.7152137837944642
