ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DFC,2016,3,0.09931916034110343,0.029178133267079985,0.041744076798547705,13436275411,-5.75704782546182,2.8613044864576955,0.6076894500546273,1.264419580263158
