ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
PSG,2014,1,0.0,0,35000000,0.0,0.0,0.0,-905.0055969714285,0.0,-2.2098379367,-0.376988716700013,-3.507516678302822,0.0,-0.2223464658,-0.8987170391586903,-138197332205.0,-8116009382,0.5075383655,0.0019893083,0.2106336247,0.40048464776201,-3.708138317204692,-0.0054296552,-0.0215569765,-3847.237336023828,1280.9275648715,977.6378504057,-1588.6719207466278,0.2849497582,-1.5072141799,-4.4592775212,-1.008344383070121,-0.68287145676
PSG,2013,4,0.0,31500000000,35000000,-0.1415465603,-5.7963859147,-6.9823002103,-2815.846334457143,0.0,-2.8681645161,1.4116039983772002,1.9123675431314306,0.0,0.0,1.4657809892542584,0.0,-75539606086,0.0,0.0,0.0,3.450867372435505,-4.607383228794882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2621150245280002,-0.5516426813885714
PSG,2013,3,-0.9627559777,91000000000,35000000,-0.5082424801,1.454094613,-61.8275271681,-1275.0062490285713,-2700.5804794285,-3.7917813072,-0.6433729291957127,-1.9623253087515466,5.2353346762,-0.1686120715,-0.906964556712297,-104918357608.0,-20625271218,0.6243147501,0.0019039257,0.2764807658,1.008737988047855,-10.583279465739853,0.0589341413,0.2478295814,337.7264024418306,1041.7295940726,796.5668970605,2176.022893574931,0.3503788335,-3.8250487495,-10.9539617223,-2.605375823000918,-0.27005804794285715
PSG,2013,2,-0.4208830288,21000000000,35000000,-0.083268251,0.3749438453,-4.6221191964,-1140.1380278857143,-1425.5742304,-1.851127908,-0.500264324307193,-2.315883829531248,-23.2369145046,-0.2274090933,-0.8969043758244232,-176429071161.0,-15454496060,0.6646131737,0.0034195813,0.2921504908,1.2860309273854942,-20.94085054687708,0.0505034492,0.2170832865,435.8137060793053,683.1100431482,530.0393514704,1648.9631006979052,0.5343209394,-7.2505683634,-20.7480196946,-4.989068757149242,-0.14255742304
PSG,2013,1,-3.1959510879,28000000000,35000000,-0.1145108853,0.3972035207,2.2578188665,-720.0594846857143,-250.316722,-2.1630625952,-0.3953473345191697,-3.4047895493562472,-3.2952843741,-0.2071102222,-1.099277397873713,-159300070266.0,-8136796322,0.696561969,0.0168822312,0.3145155825,0.5898924931356085,-124.89879808748854,0.0597083703,0.267148177,430.0021006274126,684.0912392508,505.4964746366,1619.5898145148126,0.5335545597,-44.7976298052,-119.0995806351,-29.043161652163672,-0.0250316722
