ticker,yearReport,lengthReport,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
JOS,2021,4,36254018010.0,15043161.0,-0.9110767284,0.232272454,21.4694485283,-157.952040731333,-29.7892633028,0.03677123407941577,-0.04464142067676599,0.1332693828,-0.1591513265,-0.058994767819341834,-8902070769.0,-3140073646,0.1031702424,0.0032543485,0.0613279555,0.0,-0.8775308671498842,0.6242628747,44.7748114533,71.6395778293818,45.1336590982,152.4021630557,269.1753999832818,8.0870908163,-0.7458664676,-1.8297540817,-0.009788452465694148,-1.8944943175504771
JOS,2021,3,43625166900.0,15043161.0,-3.4239412904,0.2100485149,-17.2449531557,-71.68240125861846,133.5740682165,0.08605293044246244,-0.03188561496085246,-0.0340882804,-0.052054825,-0.031424655785098156,2040495454.0,-1062740865,0.0937690254,0.0017939196,0.0335209261,0.0,-0.8597239180899765,0.8485309447,58.5855074402,37.33415913318398,39.5331109519,110.2419144271,187.109184512184,9.2327669442,-0.7984822722,-1.8597239181,-0.010478604221504807,-1.878987295861186
JOS,2021,2,28582005900.0,15043161.0,-5.1934759076,0.1027523229,-25.2444271146,-68.52669382452265,30.9255299471,0.05933111195959139,-0.023668028119170653,-0.2138165875,-0.0221480804,-0.03583288897505431,8328884312.0,-1560697124,0.1005585434,0.0018189883,0.0641916553,0.0,-0.9217329509705842,1.1194444906,70.2145172462,29.399634889148135,31.3504418667,88.2886874522,149.03876420804812,11.6425791238,-0.845497076,-1.921732951,-0.012172928767598436,-1.7748992378573965
JOS,2021,1,39112218600.0,15043161.0,-1.6757657909,0.1230075818,235.7034507029,-250.49630971841623,41.4662692804,0.023245954993335274,-0.14786674117865503,-0.15484490990638733,-0.09386792033910751,-0.14451999981607538,6466574848.0,-3682967501,0.07057783752679825,0.0029990533366799355,0.03939969465136528,0.0,-0.866399350567419,1.2787882089614868,70.14756774902344,20.917633882774535,32.981990814208984,78.35562133789062,132.25524603487415,11.066645622253418,-0.8509478569030762,-1.8663994073867798,-0.013739145782297919,-1.768171594944319
JOS,2020,4,24069057600.0,15043161.0,-1.0630500804,0.0680935391,-1530.994015684,-456.27173471054385,36.8046821048,0.15714491591736454,-0.06547324069857434,-0.1798223837,-0.092277772,0.0790225467252279,6959352910.0,8284186238,0.0905713594,0.0020083325,0.0648542104,-0.5254270221261915,-0.9247733297912721,1.4143212649,63.5185611123,20.56352054401564,27.3988490526,64.9861178386,112.94848743521564,13.3217274674,-0.8669262093,-1.9247733298,-0.015519682727911651,-1.7369297979673717
JOS,2020,3,19556109300.0,15043161.0,-0.5573614405,0.0611023904,3.697086555,409.45112333770805,-42.4112876618,0.11550864223583955,0.059059628025445385,0.2646576053,-0.1365581888,0.056992465285535,-5932944673.0,5943850898,0.1180981897,0.004884976,0.0477868783,0.0,-1.009203003208082,1.245651248,54.0387903897,11.688082479362567,42.5421285058,85.6130280638,139.84323904896257,8.5797305593,-0.9023588239,-2.0092030032,-0.018011371572731798,-1.6968723762871651
JOS,2020,2,21060425400.0,15043161.0,-0.4607912494,0.0661440507,32.202192547,-1254.212543294591,-15.0783959836,0.014176736680626053,-0.22634435823023943,0.5050542238,-0.1778092738,-0.05148917691525953,-16708189387.0,-4291968431,0.0950937105,0.0012195255,0.0209787645,0.3219436290149217,-0.9442439000535627,1.2387048652,47.7762020504,11.265416369323518,41.2481098155,80.2905933317,132.8041195165235,8.8488903281,-0.8721579666,-1.9442439001,-0.02102185866388097,-1.7370704479353964
JOS,2020,1,33094954200.0,15043161.0,-0.7519197164,0.1124897519,7.713968807,-280.2940477071275,-17.7478848187,-0.022124555622844645,-0.06913586970726807,1.0381605852,-0.1717176587,-0.07039327120334347,-14909440734.0,-4293195800,0.111848134,0.0014188827,0.0476107195,0.0,-1.0525121448512755,1.1478191662,39.8267932558,11.353666898125857,43.3148736984,79.1548822649,133.82342286142585,8.4266666121,-0.9390904299,-2.0525121449,-0.025932763738808255,-1.613937495541752
JOS,2019,4,33094954200.0,15043161.0,-0.7259942993,0.1299361946,7.6567825317,-1207.3627903071701,-22.2160296558,0.015176577144168629,-0.254315418631454,1.4606052747,-0.191119228,-0.057096060183488846,-12071331419.0,-4077653709,0.10039372,0.0018931843,0.0287389489,0.27025727007750905,-1.058117622986683,1.0483603869,29.8896670094,9.729966057254925,40.6199942118,63.3970533913,113.74701366035492,8.9857226,-0.9612563412999999,-2.0437641545,-0.029187305941408895,-1.5650127653877186
JOS,2019,3,33094954200.0,15043161.0,-0.7797922991,0.1455533743,8.3976746999,-296.38275938148905,-19.8977858553,0.021076595484942773,-0.043438747471357904,-1.0640766767,-0.1736379292,-0.04719752720683802,-13477733590.0,-4844333034,0.1226407365,0.0014542479,0.0481092171,0.0,-1.1858312490329674,0.9302533909,25.6507777693,12.195082445467918,45.2345288743,67.1876725445,124.61728386426792,8.0690571801,-1.0638260299,-2.185831249,-0.03451619031645557,-1.4464793112490515
JOS,2019,2,33094954200.0,15043161.0,-0.8534606142,0.1887143074,2.1129965933,-1141.8046810108594,-61.524815769,0.022675258440569133,-0.2903447669848732,-0.4134002696,-0.1620981362,-0.04094954323881432,-4324166191.0,-2422512249,0.0973160327,0.0086047395,0.0242178418,0.15194946681129248,-1.143535576023342,0.7330889576,18.1891859026,9.188581588538876,54.1311383149,67.3024993641,130.62221926753887,6.7428842504,-1.1002416914,-2.143535576,-0.03906383556811964,-1.4177014917518251
JOS,2019,1,33094954200.0,15043161.0,-1.5763827247,0.1659087265,1.798860547,-226.30324132009224,63.6042640247,-0.05485352000993062,-0.16208496699230646,0.0066176852,-0.0867862433,-0.16613214168562998,4240502218.0,-3489320041,0.0689649007,0.0016097752,0.0193627785,0.0,-1.1693527365015686,0.8245999925,18.838881725,12.953123752981373,47.0515156763,56.9267287279,116.93136815718137,7.7574546697,-1.1862662412,-2.1693527365,-0.04637312386877019,-1.3056042382349404
JOS,2018,4,33094954200.0,15043161.0,-1.5858350386,0.1244445627,4.4828479907,-1156.7733940360008,34.8839351978,-0.011130816626487973,-0.3904137176511633,0.0975057075,-0.0846246163,-0.09639884975516717,7813841281.0,-4296691552,0.0637304013,0.0014696,0.0163974544,0.39533056658094173,-1.1826351015177452,1.0587220273,22.4895699926,10.328518010413081,43.8920722491,54.0797538179,108.30034407741309,8.3158525286,-1.2146981293,-2.1806960908,-0.05108532652855306,-1.2830896883798004
JOS,2018,3,34599270300.0,15043161.0,-2.1430608607,0.1000955943,2.0962548925,-52.859194952443836,22.8009930199,0.110881560749028,-0.015703358758527883,0.1191897855,-0.0627683898,0.04071408167390222,12020610188.0,2061634812,0.0861498608,0.0025043107,0.0262748355,-0.21864513529681573,-1.3536919057796009,1.3438801222,28.0834660002,12.691747132965821,33.2688510307,41.5841123144,87.54471047806582,10.9712234926,-1.3453339076,-2.3536919058,-0.060177662391270995,-1.166847719214137
JOS,2018,2,15043161000.0,15043161.0,-0.9756450334,0.0387912157,7.2668247681,40.335659373718066,26.7588039274,0.14007508829136625,0.007287313900207789,0.0,0.0,0.0717107682982821,0.0,5970973762,0.0,0.0,0.0,-1.1859494250282876,-1.4559425346820816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06895723967042945,-1.1616582409471214
JOS,2018,1,36103586400.0,15043161.0,-1.4617617046,0.0909661649,26.787015782,-213.49099321611993,37.0241990422,0.06357973577492552,-0.03671729725670584,0.0412208501,-0.0905615583,0.015002864948504353,7816024835.0,1312266843,0.1112792869,0.03364895,0.0536301501,-0.27571205466173565,-1.4372971411315356,1.4552599641,28.1313834239,16.73063070303692,35.1446172946,44.9814767215,96.85672471913692,10.3856586897,-1.4252958379,-2.4372971411,-0.07050999477843162,-1.1656182147585648
JOS,2017,4,36103586400.0,15043161.0,-0.9546714074,0.1021795036,2.9999714025,-847.2167742537622,70.6806603304,0.02713496621272983,-0.10253854821086882,-0.0090059489,-0.1461452678,-0.015976070711330972,4142304086.0,-1985712910,0.13632227,0.0409952598,0.0501342948,0.1794642223808013,-1.6972038038640394,1.3405346292,22.4902019706,15.55026247242484,28.5495761235,41.5686357309,85.66847432682484,12.7847782545,-1.4542228045,-2.5405309907,-0.08522848453051826,-1.0419068648633798
JOS,2017,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05069774806073947,-0.0007444059562804707,0.0,0.0,0.001491877564551836,0.0,138405601,0.0,0.0,0.0,-2.442813146264719,-1.963120043755233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0992859481162099,-0.9587257074607431
JOS,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0901381484658862,-0.09390993572552717,0.0,0.0,0.03969566214250209,0.0,3666165081,0.0,0.0,0.0,-0.2852357355075595,-1.8719165811390615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1065722954878305,-0.9582750003899437
JOS,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028137571427928974,-0.028814342620134163,0.0,0.0,-0.03883941227217976,0.0,-1736593050,0.0,0.0,0.0,37.692885147522134,-1.8606122836867633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12150799255066454,-0.901671334514107
JOS,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09919520976384612,0.03131627704618214,0.0,0.0,0.050998388427924105,0.0,2585456927,0.0,0.0,0.0,-2.1615336329514374,-2.2310071667577085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1476531975488358,-0.7602821864038135
JOS,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08679873367827656,-0.4203767094332133,0.0,0.0,-0.05709066026070903,0.0,-1735555928,0.0,0.0,0.0,0.14155134662221117,-2.063960353305511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15624420829219862,-0.770643505054552
JOS,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05976067519966718,-0.17752359963650927,0.0,0.0,-0.1469790132705049,0.0,-2541329169,0.0,0.0,0.0,2.7577013212852317,-3.8784276835179514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27997546387648203,-0.4605738715762205
