ticker,yearReport,lengthReport,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
CPI,2024,3,149670500000.0,36505000.0,91.6050633344,4.1399369722,-77.2618586637,3.380040761539515,128.1412219815,0.10963789367491325,0.01448637168795651,0.0006886086,0.0368699515,0.02161842885584731,1159817057.0,184136038,0.736111361,0.0657046212,0.6515466677,0.0,-1.8252075935769931,0.8158274547,17.6509728374,83.9047976905314,14.0740793323,121.4870958062,219.4659728290314,25.934200837,0.0,-2.8252075936,-0.07865292219974522,-0.06609434982057252
CPI,2024,2,149670500000.0,36505000.0,202.1846235637,4.1953993169,-97.3766229459,21.329119271332694,21226.3642870184,0.07265974681326236,0.07857483027814134,0.0480272919,0.0168636205,-0.0040982229614059855,6933994.0,-40610413,0.7257232301,0.1634212661,0.6446049012,0.0,-1.7964489029090756,0.8126913551,16.6043096188,78.64407028926384,13.1539106278,114.8998588275,206.69783974456385,27.7484020021,0.0,-2.7964489029,-0.08238971589827461,-0.06643235389672647
CPI,2024,1,141967945000.0,36505000.0,-131.306777332,4.4890575183,-20.6868771326,10.242231557320915,-141.4799962035,0.14327812215669686,0.03735132244737871,0.0878999804,-0.0246625069,0.04332758557860206,-999807235.0,433716005,0.7285430124,0.0288198309,0.6545626409,0.0,-1.832275798738393,0.7213884626,15.536025973,80.88067714079712,19.6273252812,128.5231384806,229.03114090259714,18.5965226932,0.0,-2.8322757987,-0.08383503957377415,-0.06856526582385974
CPI,2023,4,122510780000.0,36505000.0,-72.7300026661,3.9662533866,-23.0503721562,9.805959704150116,-102.0483511147,0.09977071002365631,0.046393585243691596,0.0967407844,-0.0374632536,-0.07696562036563966,-1195444558.0,-593856201,0.6668554945,0.0444062263,0.5971918797,0.0,-1.7494536147991706,0.6869713732,15.3056856702,78.68800427291885,15.001436306,131.9988738206,225.68831439951884,24.3310035488,0.0,-2.7092011087,-0.08783637919314254,-0.06857068607314067
CPI,2023,3,101228365000.0,36505000.0,-101.6559006445,2.5585907422,-16.4461081544,-21.098814929461717,-3749.239705534,0.031395431874554035,-0.0958021168105823,0.053201985,-0.0220492138,-0.11990193538696889,-26861641.0,-963965528,0.658833981,0.0383804116,0.5805931522,0.0,-1.6687797194854976,0.8760418963,21.5074377847,50.36634549578683,18.9834135839,98.4755636812,167.82532276088682,19.2273111675,0.0,-2.6687797195,-0.09054944219770204,-0.06955128204355568
CPI,2023,2,91262500000.0,36505000.0,39.0391199898,1.9636288671,-22.7385866174,-28.56704024106287,21.2564516964,0.038108298376936134,-0.1779682311032631,-0.11392113,0.0488095435,-0.18362876873311323,4170136619.0,-1076008836,0.7818659997,0.1975007242,0.5726374745,0.0,-1.760194314924783,0.9703878658,27.9228909698,49.364072998352476,21.5097191847,105.0136489081,175.88744109115248,16.9690732299,0.0,-2.7601943149,-0.06281050422457504,-0.0674414005506095
CPI,2023,1,98563500000.0,36505000.0,21.9341514912,1.784202658,36.3742529499,3.9046565949869882,14.4551931015,0.14561665394348702,0.015371266167449682,-0.2232605612,0.0917831004,0.01900787976125718,6637289930.0,176262218,0.9039709743,0.4063457752,0.7733363194,0.0,-2.0464309556842655,1.1283384318,32.2715819115,49.788180306347044,14.0431387243,98.9858423722,162.81716140284703,25.9913404807,0.0,-3.0464309557,-0.07105955028522042,-0.06458469652650321
CPI,2022,4,102652060000.0,36505000.0,16.9981660056,1.6650196674,28.5794446077,18.482900095877277,11.6668102737,0.170761963507941,0.04116222947978001,-0.2897182547,0.1313119274,0.03129208314884868,8216240644.0,512929946,0.8683921338,0.3696313035,0.783181237,0.0,-1.979342559043897,1.3405619072,33.8300630736,45.18566703096143,6.5742651318,78.1800125788,129.93994474156142,55.519513236,0.0,-2.9606936137,-0.07788626752194787,-0.06462661055471854
CPI,2022,3,88269090000.0,36505000.0,14.4467216032,1.4303690491,81.6164066014,70.21781229968498,9.4855180885,0.17902852473347003,0.17143583664099096,-0.2959866934,0.1237052574,0.21345005550422305,8527168402.0,3191496027,0.9056938197,0.3482561976,0.7604185482,0.0,-2.196399059476084,1.2494225984,35.1905399427,56.965430439827585,8.0721352144,98.571103262,163.6086689162276,45.2172802244,0.0,-3.1963990595,-0.065877686279603,-0.06647490056430626
CPI,2022,2,109515000000.0,36505000.0,15.887538772,1.8051855702,21.3642288482,30.490343240651967,17.621795952,0.22060260503963783,0.07610302021773882,-0.1666957975,0.1407265124,0.09456359972582286,5842241771.0,1383046461,0.7492401123,0.3720116038,0.7245011538,0.0,-1.7738458688824952,1.2385418758,32.8573743695,58.84873960388124,3.5488067894,95.7980320738,158.19557846708125,102.8514713995,0.0,-2.7738458689,-0.06469308472122993,-0.07349668179427475
CPI,2022,1,138719000000.0,36505000.0,24.3831820395,2.520483761,34.7264037601,49.72407226407341,32.6280203452,0.21844113952223976,0.11574207711118806,-0.0975083405,0.1173040768,0.12458731395735209,4119716821.0,1953896669,0.7322105636,0.2440222747,0.7115348744,0.0,-1.6923399678418558,1.1348006696,28.2901544701,64.12958563957595,3.6148750536,106.6345323354,174.37899302857596,100.9716780217,0.0,-2.6923399678,-0.06702192806346009,-0.07654571611833995
CPI,2021,4,195046215000.0,36505000.0,-229.1487152587,3.4033231486,130.4830955511,16.9413858375565,-486.0497238693,0.15226500109686464,0.03759492382969333,0.060755977,-0.0182435557,0.03976660912263377,-392440135.0,654170021,0.6229990656,0.1341153026,0.5928797562,-131.52223374473948,-1.9112047758431918,1.2283545107,35.9185234515,73.93430431241818,2.4210859768,108.2522548663,184.60764515551818,150.7587931608,0.0,-2.5281012757,-0.06994378760731794,-0.07078400349815094
CPI,2021,3,237282500000.0,36505000.0,91.6541091727,5.5505331523,42.3003266639,91.6714325708807,394.0745178272,0.108373264931244,0.24061202441962504,0.0321071878,0.0533956969,0.03460772280349617,584776578.0,481329043,0.925245519,0.3331185578,0.8977368618,-38.46594035717542,-1.952661118808931,0.881705397,21.9799538036,93.6424173342419,3.0495860369,149.7471452025,246.4391485736419,119.6883759261,-0.039307365299999994,-2.9526611188,-0.07444393504916924,-0.07247814208190659
CPI,2021,2,273787500000.0,36505000.0,-540.7958685323,6.5622773389,-1114.0310709395,-2.491767840021915,631.3054732784,0.07759336985623139,-0.010112131031810004,0.035549948,-0.0103942084,-0.04054534122220409,430915063.0,-364718842,0.6846427963,0.1233352863,0.6664054748,19.165052338330877,-1.5319114666626772,0.8565844847,22.6865364404,109.49403619818486,1.7268731332,169.6324179632,280.85332729458486,211.3646874107,-0.0370747998,-2.5319114667,-0.07153156088691999,-0.08164528533899466
CPI,2021,1,109515000000.0,36505000.0,2248.0556058704,2.5040529863,-186.4195314437,-22.09658767292152,81.6171058246,0.04854035063683936,-0.07861881818798992,0.0064504011534154415,0.0009683251264505088,-0.10856705322071591,1339994368.0,-1113907437,0.740216851234436,0.07937397062778473,0.7305831909179688,94.28137126298614,-1.6416391841802542,0.869330108165741,25.04296875,113.96816855831831,1.7851239442825317,175.6446533203125,291.39794582291336,204.4676055908203,-0.07467142306268215,-2.641639232635498,-0.07721341239349834,-0.08139610855499246
CPI,2020,4,116816000000.0,36505000.0,181.9485078091,2.546395126,389.3301579898,3.8357290782084648,60.5287742079,0.12279073567562862,0.014607157169779601,-0.0104645929,0.0124158284,0.017377882211311747,1898113518.0,166583286,0.857710132,0.0816233218,0.8512196003,0.0,-1.6518946865163524,0.8871527572,25.5705631407,121.76010883623334,0.7642968833,174.0464745869,296.5708803064333,477.563114489,0.0,-2.6549319123,-0.04778334636797401,-0.07933204449527462
