ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
HC1,2019,3,0.053514793205769746,0.01824197478515416,0.032406975793882214,6846412264,-1.5719902395488226,6.250029648283027,0.03566075317775966,2.4076053766875
