ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TSG,2016,2,0.19294189378844137,0.027359350677508054,0.03353336956339836,667924780,2.0500475037245898,0.4101459429733653,1.0418735191438144
