ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TCB,2024,2,1.2506132202,171546276495700,7045021622,7.9891802171,3.6408256841,3.0935978458,879.1117092756028,19470.448262593,0.6534510820194207,0.1604403781,0.0250720698,6.555725999004111,5.555725999,0.06948224372372537,1.966660493522613
TCB,2024,1,1.1767518385,160626492981600,7045021622,8.1382371231,3.7335128265,3.4181033266,883.0344793510983,19375.3680717944,0.7319212654231804,0.1520175167,0.0242888353,6.423703126026536,5.423703126,0.06715358627202309,1.95702346135397
TCB,2023,4,1.2814120995,166967012441400,3522510811,9.2616863103,4.1678098151,13.8340327013,1260.154826534044,36990.4420429613,0.5842820048378331,0.1469452028,0.0232529968,6.453654180816226,5.4542425881,0.06755927772698019,1.868384116649912
TCB,2023,3,0.9693953468,122054999601150,3522510811,7.1247900953,3.1726528166,7.2031376179,1309.561062408901,35743.9306010976,0.6343291401729335,0.1422843547,0.0233071141,6.145520185175172,5.1455201852,0.06743187627170237,1.8045336525725144
TCB,2023,2,0.9427913607,114310251705000,3517238514,6.4222572428,2.9775401266,10.6547251461,1266.6343161736459,34472.1020531848,0.7077270929995931,0.1534793772,0.0251830618,5.981058657018411,4.981058657,0.07138711584218736,1.738319292272571
TCB,2023,1,0.9531244902,111320598968100,3517238514,5.8110753933,2.7767660012,12.1096845279,1278.5300121389494,33206.5751398741,0.6889807994018582,0.1717736593,0.0281753894,6.133304357609352,5.1333043576,0.07014723705123882,1.6744507303089153
TCB,2022,4,0.9051804774,101648193054600,3517238514,5.0385353485,2.4851595091,1.8303791335,1007.6859973790222,31927.3346271563,0.5197328625595378,0.1951927606,0.0317889084,6.162951320611373,5.1629513206,0.0741581178873794,1.6100016733206273
TCB,2022,3,0.8981549631,97779230689200,3517238514,4.6050342182,2.3485558247,3.6141723143,1506.2856780715895,30952.3424603328,0.7002833006475084,0.2088422915,0.0342022573,6.108814582358595,5.1088145824,0.06625966685146943,1.5599547438833965
TCB,2022,2,0.8591419325,88986134404200,3517238514,4.3885697734,2.2205148755,3.0589838413,1650.0231579120027,29447.9864665783,0.7446297332252138,0.2105372576,0.0344555893,5.9702087076986405,4.9702087077,0.06911079216447998,1.4829643485230457
TCB,2022,1,1.297252187,126744024207800,3510914798,6.614888531,3.3130357966,2.8614591858,1567.8574721140242,27828.050984221,0.678655066543066,0.2104329206,0.0343415089,6.2409509505356695,5.2409509505,0.07369449756501913,1.3993710067849667
