ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BHK,2020,2,0.2923650382145816,0.03162802990874123,0.03889664048462587,2555710715,-7.0908697994218395,2.223006617945047,1.2626193280790823,1.2223774542147516
