ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
IVS,2024,3,0.8907712388,686565000000,69350000,37.8907792432,9.0906596451,-11.1487558498,65.13013450612833,11113.9645838645,28.4310461179,0.6999034434330423,0.24271866232482375,0.0237367519,0.0284755152,0.0225473487,0.3424921400232473,25822203493.0,6373469028.0,0.0,10.8766621282,0.7307512782,10.8766621282,-9.162259970533391,1.0981281287530593,0.0939796061,8.7896462512,0.0,9.8936423592,0.0,0.0895617146,0.0981281288,0.009905771762052262,1.1113964583864455
IVS,2024,2,0.9050728424,693500000000,69350000,32.0375594136,8.7553317069,-7.9888588913,71.32312386445565,11048.8344493583,24.3990230613,0.6952610521735488,0.26691560753053606,0.0285262754,0.0342578152,0.0275443527,0.3494502954287718,30338585039.0,6475723016.0,0.0,14.6730441729,0.6267966519,14.6730441729,-24.739602033644065,1.0707804000496626,0.1007904516,8.8592212159,0.0,11.2875451731,0.0,0.0612082427,0.0707804,0.010796213335908411,1.1048834449358327
IVS,2024,1,1.0567058103,804460000000,69350000,32.1943667253,9.2909987195,20.9350162472,88.66587749098774,10977.5113254939,19.4501221264,0.7571422751683016,0.3206437444217148,0.0331658319,0.0489416868,0.0319795784,0.40639313309987823,40380105728.0,7793392897.0,0.0,36.6957348237,3.2697589141,36.6957348237,-100.30000579659247,1.0270718897622113,0.1108128745,9.4362974066,0.0,13.2675793961,0.0,0.019046608,0.0270718898,0.01170381403471152,1.0977511325493872
IVS,2023,4,1.2122497342,915420000000,69350000,33.8870891567,11.3684792307,21.5378426713,36.15815105984139,10888.8454480029,25.2163487985,0.7123192754357844,0.13055505163810233,0.0364247179,0.0457155924,0.0342618141,0.17028610956762577,36857949467.0,3270681262.0,0.0,67.0019773915,3.8514430724,67.0019773915,-35.389638090050966,1.0140310712954492,0.1021273932,8.0935457171,0.0,14.4137471374,0.0,0.0,0.0140310713,0.012649638776924618,1.0888845448002884
IVS,2023,3,0.9306450765,700435000000,69350000,27.9361094515,9.2453718511,-25.7861677565,115.98648644556597,10852.687296943,22.3674613114,0.7600730824299775,0.3608034699257419,0.0338355377,0.03866683,0.0316074908,0.46275247321686475,31940947603.0,10316488562.0,0.0,31.7400442906,1.4989298049,31.7400442906,-37.316313798234965,1.0302474894455445,0.0955061989,7.8988842894,0.0,12.0398448893,0.0,0.0189999423,0.0302474894,0.011996054743670383,1.0852687296943042
IVS,2023,2,0.9220709581,686565000000,69350000,33.2347760587,9.9915133787,43.6542786148,119.50096741167988,10736.7008066042,31.1103738929,0.8846992800766232,0.3198879522767419,0.0280926157,0.0244215067,0.0262586899,0.6402832682354418,21695501894.0,16587928538.0,0.0,12.9596557187,1.6506323264,12.9596557187,-40.399376242439,1.0776514867159988,0.0873442936,6.8268906263,0.0,9.5755463561,0.0,0.0671510314,0.0776514867,0.012371904754313384,1.0736700806604182
IVS,2023,1,0.9418679267,693500000000,69350000,36.6237645863,11.3265319527,-45.1027101506,117.88327456380678,10617.1998391925,76.2012490162,0.8247193190441706,0.6234754585036159,0.0259112426,0.0094543243,0.0245961002,0.33149295969928916,9648160306.0,4346639302.0,0.0,15.2975123509,0.7149130271,15.2975123509,-7.060456230126728,1.0648287024881553,0.0795302382,5.7624965232,0.0,10.4894299325,0.0,0.057041749,0.0648287025,0.013281031854679121,1.0617199839192502
IVS,2022,4,0.5524169087,402230000000,69350000,23.324570671,5.5550612237,33.1450198655,8.168519466474406,10499.3165646287,33.8217191624,0.46004424012094763,0.03921036822114287,0.0239677294,0.0107518762,0.0208598054,-0.11048064075519883,10868855818.0,-1596155054.0,0.0,9.492097738,1.2372373827,9.492097738,2.244995720449582,1.1103604774861768,0.0875860744,6.7350151589,0.0,17.7191218745,0.0,0.1001198136,0.1140478698,0.014161638234736014,1.053418370925739
IVS,2022,3,0.5890168205,429970000000,69350000,16.9107398451,4.9456339357,0.0591206233,52.32798800288392,10526.0151897909,20.4112715526,0.5498766343121531,0.2379955351067228,0.0352085792,0.025390507,0.0330672762,0.0043728582005718745,19368876068.0,66677159.0,0.0,36.7436702935,4.2304983056,36.7436702935,-0.44096132394768756,1.0263778435356665,0.1130678318,7.6712758854,0.0,15.9316054731,0.0,0.0178087277,0.0263778435,0.014965746951727144,1.0526015189790916
IVS,2022,2,0.5919596299,429970000000,69350000,13.3524940442,4.6036123878,0.0591123179,94.66697088680606,10473.687201788,14.0243004333,0.5720807671310398,0.35640911083112164,0.0449620053,0.0396048334,0.0423508941,0.24653081292547957,29777677957.0,4541165783.0,0.0,75.1229508386,5.3162728778,75.1229508386,-136.59521742286148,1.0119622688270105,0.1228361584,8.1208318915,0.0,18.3213889293,0.0,0.0,0.0119622688,0.015766087596089662,1.0473687201788031
