ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
PVI,2024,2,1.3243863783,11079640309100,234241867,10.5238719999,1.5807273332,101.305094671,1180.2966302518414,35714.6530449999,-18.9247674964,0.1795501719333095,0.1319908454,-0.0732588071,0.0359005495,-0.10231440413221705,-620993223093.0,-157545731887.0,0.0602536998,1.1772754985,0.095630537,1.1771632695,3.583035410243657,0.2390119911,0.0,681.8702206164515,0.0,0.0,681.8702206164515,0.0,0.107156859,2.5830354102,0.039396454792609344,3.7216752130104904
PVI,2024,1,1.6431983451,13304938045600,234241867,12.2465101197,1.9637332884,9.8544058645,1542.1073681503742,34566.7339359535,-21.4044789674,0.22119539419436515,0.1372312725,-0.0774427719,0.0379676485,-0.09859555985310438,-635467912726.0,-161012803106.0,0.0501760563,1.171649828,0.0931673265,1.1715664112,3.6393240063290637,0.2367791973,0.0,683.7394016213041,0.0,0.0,683.7394016213041,0.0,0.1046172575,2.6393240063,0.0413660951436053,3.6025228380740324
PVI,2023,4,1.4984794233,11641820789900,234241867,12.1632638076,1.7870186256,10.8590139044,527.5162195279122,33166.9552671897,-18.2557285189,0.08750469295662124,0.1245280143,-0.0898652434,0.0360729947,-0.1554220529561939,-641817287306.0,-219473269944.0,0.0643863179,1.1480771222,0.0888272271,1.1479980486,3.320597525860596,0.2455292545,0.0,668.3561561576262,0.0,0.0,668.3561561576262,0.0,0.0,2.3265128238,0.04363747984125164,3.4642597025915096
PVI,2023,3,1.4101223057,10798550068700,234241867,10.5417882462,1.6720759781,8.4112150063,1244.623235307461,32692.1996862286,-18.0710985103,0.19454973508164672,0.1311136621,-0.0787069797,0.0371374331,-0.11281143548512441,-601710594870.0,-169053788204.0,0.0618221258,1.0960482385,0.0790412526,1.0959705127,3.5496820474738255,0.2341370613,0.0,687.6941081621511,0.0,0.0,687.6941081621511,0.0,0.0911381937,2.5496820475,0.043854888758452434,3.4168294093950338
PVI,2023,2,1.2912003099,10494035641600,234241867,10.5066945036,1.6758578455,18.3423155216,1323.809198254896,34696.3981167167,-16.5332063912,0.23492364271708838,0.1288325844,-0.0744588635,0.0370793701,-0.13056264004645177,-601523598262.0,-172338422003.0,0.0636160714,1.1147524394,0.1202586593,1.1146636547,3.380061329162575,0.2323052292,0.0,697.7253278809163,0.0,0.0,697.7253278809163,0.0,0.0975295451,2.3800613292,0.04117070900814371,3.5858592660777417
PVI,2023,1,1.4486451946,11384154736200,234241867,12.9738463709,1.8500864064,-12.5480584769,1090.5610551293976,33548.5874541036,-18.8800755471,0.18459851496536042,0.1138502508,-0.0779421052,0.033154999,-0.1163192730552956,-598412036303.0,-160967419524.0,0.0586419753,1.1064478015,0.1262543899,1.1063582463,3.3754589468126865,0.2323397241,0.0,693.2529971045003,0.0,0.0,693.2529971045003,0.0,0.0752144515,2.3754589468,0.04334550685943952,3.465662910036915
PVI,2022,4,1.5096420034,11477851483000,234241867,13.7734707847,1.9293828588,-21.8885990228,714.0786052819499,32458.0263989742,-19.3859872023,0.1324729169550471,0.1062374743,-0.0837159797,0.0330879522,-0.14651308019252454,-584640722614.0,-184994936567.0,0.0510204082,1.2434846308,0.1701553053,1.2433512575,3.3227503075287173,0.2360437887,0.0,686.143186144809,0.0,0.0,686.143186144809,0.0,0.0036897691,2.3240233329,0.04572830127110459,3.3569226396389675
PVI,2022,3,1.5271515221,11360730549500,234241867,15.3185791739,2.0233026422,-25.4885743985,1138.4681745770067,31758.4727502193,-15.5679257896,0.2049833686901675,0.0930744308,-0.0980665444,0.0288181589,-0.12922675616022533,-720501676629.0,-168119942301.0,0.0515463918,1.1792407632,0.1299917774,1.1790265006,3.3607395946509513,0.2185047026,0.0,720.0255242854167,0.0,0.0,720.0255242854167,0.0,0.0505756819,2.3607395947,0.04658020461693643,3.2901237352740194
PVI,2022,2,1.1645045696,9252553746500,234241867,11.3024539352,1.7589598349,-23.0822885586,805.4982643687689,33920.0042939164,-14.5726584176,0.1556761441036316,0.102913579,-0.0811761557,0.0321322719,-0.13716465328182784,-654163082763.0,-166245260860.0,0.0632911392,1.270574381,0.1362781069,1.2703956066,3.2304340189404432,0.2092249595,0.0,738.2441421313333,0.0,0.0,738.2441421313333,0.0,0.0881549875,2.2304340189,0.03854859890423861,3.5027992161034134
PVI,2022,1,1.3303575815,10376914708100,234241867,11.4889246908,2.0657950374,12.6394756739,966.2692397597737,33299.3178793439,-15.1647752981,0.18345269199296582,0.1144689281,-0.0797648069,0.0359074492,-0.11408518790882705,-608698718302.0,-140756302000.0,0.0564334086,1.2662450024,0.1732882912,1.2661402925,3.2356054989335417,0.2047645025,0.0,748.437927153966,0.0,0.0,748.437927153966,0.0,0.0562457956,2.2356054989,0.040027337280056696,3.442629252225436
