ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TMP,2024,2,3.3738883695,4690000000000,70000000,14.6631170818,6.4920075488,11.9580400484,1061.4518228142856,19858.3926500714,11.5992659194,0.5339079700009536,0.45679871413848405,0.2212319781,0.1886409048,0.1555219104,0.4478452289053068,427384850943.0,72845278214,0.0298507463,5.9053995506,0.814452287,5.8977073961,-11.777542965109722,1.3073869819826978,0.3512682269,0.9068688962,251.23734002782874,1.4518090589,16.7940995576,269.48324864432874,251.4104714753,0.4391529866,0.307386982,0.5407675421759436,2.03556618571
TMP,2024,1,3.7559235239,4935000000000,70000000,13.1170476753,6.4144444166,14.4073370834,547.1035895857143,18770.3502351714,10.9698565991,0.53142330056669,0.34174511399460067,0.2468867077,0.2234848002,0.1729496864,0.4231608512245396,475354025690.0,47421007013,0.0283687943,5.1677524045,0.8037159907,5.1611681193,-7.103231816687712,1.3496489392335727,0.3536688658,0.9483687261,242.4215346129345,2.0202310789,19.32380513,263.7655708218345,180.6724011988,0.4957548953,0.3496489392,0.5879303738795338,1.9267526662057144
TMP,2023,4,3.1574779913,4886000000000,70000000,10.7388316068,5.721042115,91.4180342617,1318.7826335142856,22106.2506827286,8.7166976679,0.5355625318953713,0.42107293159012793,0.2850233929,0.2479867417,0.2049677714,0.37434361710101854,577975353099.0,82069987623,0.0429799427,4.4964152446,0.3455564968,4.4931922251,-11.043282166903621,1.6522254292141805,0.3847401117,1.0134356653,196.98971247045768,1.9561470006,39.4845673937,238.43042686475766,186.5912939521,0.4295228451,0.3518250651,0.6276388456763278,1.8585427793957143
TMP,2023,3,2.6998508522,4907000000000,70000000,9.98118387,5.4319706888,19.4391037515,1641.9496182428572,25964.3972342286,7.9606972634,0.6383563615823842,0.5030732285999835,0.2843627409,0.2430330937,0.2108282334,0.5714471606923033,635501670907.0,130557774853,0.0427960057,6.5390024309,1.3908689337,6.5269177206,-15.586677381900467,1.290477881926315,0.387394462,1.0782919185,171.6704739395549,3.174912235,25.585152853,200.43053902755491,114.9638078119,0.381578549,0.2904778819,0.4347398111934405,2.649944418505714
TMP,2023,2,2.396962712,4081000000000,70000000,7.4007671025,4.0458288166,11.6652097045,1866.8492055571428,24322.4476159857,5.9765592547,0.6419493392690422,0.6235067622760911,0.3312350337,0.2943800012,0.2409715917,0.5778128827369583,717552848352.0,121102562226,0.051457976,4.8113390977,0.8819672871,4.7993434209,-12.799171882098902,1.3442490694081728,0.4407933971,1.1770573967,136.93517053265506,3.0305938174,24.237890268,164.20365461805505,120.4384427591,0.4139721915,0.3442490694,0.47669721463933745,2.484485006544286
TMP,2023,1,2.3833506027,4165000000000,70000000,7.4636167039,4.0393223052,9.6699993144,1471.1237113285715,24964.8540727143,6.1256468392,0.7113311666850243,0.5235844235300017,0.3519165628,0.2979941911,0.2499560021,0.6532194387387761,744169968688.0,128475293246,0.0504201681,8.0397420776,0.3669792263,8.0209901375,-12.963120929477068,1.2850345862548722,0.4618536604,1.1784315205,120.13544288905697,2.7914646304,22.6633313814,145.59023890085697,130.7557316081,0.41835024470000004,0.2850345863,0.4726800659124162,2.5589712374285716
TMP,2022,4,2.395493008,3941000000000,70000000,6.8735886736,3.6821235911,7.357543719,2043.2924374857143,23502.4689328143,5.6956665488,0.665626926753724,0.5324665071266511,0.3711255368,0.3176740434,0.2676618678,0.6081407986425023,758701476363.0,163358001811,0.0355239787,4.9501786964,0.1346203257,4.9384401179,-18.828869174301257,1.3569160640587388,0.4996566621,1.1795106004,80.14876451619435,2.4881434635,38.2839707166,120.92087869629435,146.6957212694,0.45902463179999997,0.3592750366,0.513949664979193,2.41516124388
TMP,2022,3,2.27786021,3556000000000,70000000,6.4504571995,3.4239133065,8.0170374384,2496.2964162142857,22301.6319335143,5.5242199193,0.7149222963086032,0.5234792004561869,0.3702618129,0.3059989806,0.2615373013,0.6383226015485604,712555017168.0,213076220578,0.0393700787,4.5525230998,0.3987818687,4.5425723767,-24.23333978834763,1.3854512399423216,0.4927213446,1.1370605364,100.65581254739035,2.4311015192,17.8130708656,120.89998493219035,150.1377038819,0.5019688373,0.3854512399,0.5512619305271879,2.288805505465714
TMP,2022,2,2.7366362944,3794000000000,70000000,8.230660827,4.1840687889,10.222819798,1961.2938174285714,19805.3355173,6.7281757496,0.6842301427498213,0.591748726229289,0.3270585266,0.2796277977,0.2275238372,0.6409702102859999,613850487185.0,148710356002,0.036900369,3.199497317,0.5108984377,3.1922321779,-16.66323670509096,1.4839009708821171,0.44757188,0.971824565,100.80358622196621,2.4558274674,24.0288723477,127.28828603706621,148.6260760761,0.5822023337,0.4839009709,0.6323657075175138,2.035775579562857
TMP,2022,1,2.633818991,3892000000000,70000000,9.5138722417,4.670233505,10.6215497056,1728.0593950714285,21110.0307921571,7.6636810784,0.6920107798301847,0.5126246917101736,0.302384563,0.2350848142,0.2086487073,0.624437315064675,555792105238.0,147348606196,0.035971223,5.4013545696,0.8215525275,5.3905816409,-16.651423340878456,1.383283777326043,0.425044517,0.8729774654,93.8085153110627,2.9312510432,29.2966814031,126.03644775736271,124.5202115497,0.5629695344000001,0.3832837773,0.6060701125163812,2.1762014424528573
TMP,2021,4,3.1716218797,4305000000000,70000000,12.1879724376,5.7528554637,12.3481527505,1689.761125742857,19390.7099685143,9.6115299866,0.6028983049017129,0.49952230357360494,0.238285795,0.2173661911,0.1758793741,0.4753763821984413,492806034904.0,112565698767,0.0325203252,4.8411553926,0.5869449579,4.8288865824,-12.507853958150823,1.4162222783501421,0.372617212,0.7959608814,66.96628183286317,2.8097770181,60.0408293267,129.81688817766317,129.9035466703,0.6210884381,0.4193825926,0.6732637588039233,2.007154808401429
TMP,2021,3,3.0086718219,3738000000000,70000000,12.7114583239,5.8689138764,8.3546316334,1206.0191205857143,17748.6954911286,9.5229610461,0.6069933935342292,0.4179240322794108,0.21114243,0.2072553657,0.1502216634,0.5619991863248988,437849106160.0,113524755333,0.0374531835,3.7807346911,0.3971378202,3.7696386743,-12.903139176551296,1.4734655760663558,0.3253645315,0.6709152971,93.2042741348728,3.8973160931,69.3737078124,166.47529804037282,93.6541946509,0.6908879187,0.4734655761,0.7490067451812422,1.83463582688
TMP,2021,2,2.7777894863,3220000000000,70000000,13.9001727373,5.8790096289,10.3957053556,1220.2581756857144,16559.9301988714,11.0408155284,0.6475872870872532,0.5385809046418013,0.1600252262,0.1649250858,0.1222301695,0.5807276810616814,334224795235.0,92102483803,0.0434782609,2.87996504,0.1359948804,2.8646155524,-11.420070554844385,1.545844490538047,0.2889977354,0.6759635844,91.05054871291013,6.0227597422,75.0012611405,172.07456959561011,60.6034468623,0.7509961087999999,0.5458444905,0.8235871555257177,1.71269067909
TMP,2021,1,1.8431621268,2730000000000,70000000,12.8356894585,5.4009245966,8.1247775328,974.8093275428571,21159.2889374714,10.8359148087,0.6385021260549444,0.45205152047524655,0.14009015262126923,0.1248241513967514,0.11543957144021988,0.5824113759056528,289864056832.0,87914321972,0.0512820513,6.912717342376709,0.3361874520778656,6.88896369934082,-12.266335735235547,1.3485885882670061,0.27435052394866943,0.7605692148208618,90.89838484646286,6.859769821166992,71.58392333984375,169.34207800747362,53.20878219604492,0.5315722227096558,0.34858858585357666,0.5987568644453014,2.17983834119
TMP,2020,4,1.9500445004,2961000000000,70000000,16.5861332647,6.680789314,12.2623447392,799.8475758285714,21691.8126695286,12.0084092105,0.5595372130010151,0.44660612028070884,0.116532313,0.1038718169,0.0938806726,0.5395864869527003,236132909230.0,67645929323,0.0472813239,7.0324623431,0.5133934979,7.0125486191,43.11923137563804,1.297631313209531,0.2330738591,0.6528078425,130.83765330689369,4.4560577798,71.3916917276,206.6854028142937,81.9109666072,0.4272689259,0.2969151862,0.5982126060050524,2.231319290615714
TMP,2020,3,1.9871659207,2905000000000,70000000,11.4850547078,5.4550198638,12.7944280683,314.39631364285714,20884.0135424714,9.3490515043,0.3383437220803851,0.19510787825226755,0.168392402,0.1695572515,0.1493188418,0.22763543066874517,297311508107.0,25676778728,0.0481927711,7.5966484179,1.5381948061,7.5354178198,-6.669300176270653,1.092618005332321,0.3143774194,1.2932266283,113.89452927006636,7.0446050387,28.5605860674,149.49972037616635,51.8126989366,0.019950944800000002,0.0926180053,0.2697948136798122,2.14812597878
