ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
CHS,2024,2,0.9667506728,323760000000.0,28400000.0,7.575068785,0.4289809007,7.9059715148,422.70802,11792.0786824648,0.3115281447,0.11847776568735911,0.03911925582884941,0.1303507209,0.1345167884,0.0792374559,0.04472483182818114,44448239850.0,13725145575,0.0745614035,2.3159272683,1.3444451603,2.0271202715,1.6876027788776222,1.3991979075,50.5414865499,53.86066366603331,42.9086378364,70.9562599185,167.7255614209333,8.5064457509,0.6876027789,0.04317578801745078,1.1804318260070423
CHS,2024,1,0.95994214,320920000000.0,28400000.0,8.6485347013,0.5561843934,4.6679458558,255.65967654929577,11771.5428139789,1.3987231266,0.28957656812758176,0.0873366067513323,0.1159409986,0.1072853795,0.070908666,0.0891345959765348,35256539645.0,7410210772,0.0752212389,2.9547771061,1.7679130249,2.517451637,1.4590660655249632,1.1026128482,37.8428091788,62.42289635433928,62.7208427723,88.9574813664,214.10122049303928,5.81943711,0.4590660655,0.044155238049143404,1.1783782391584507
CHS,2023,4,0.92411497,302232800000.0,28400000.0,7.6341906732,0.4754889378,5.6619781118,461.20113158450704,11515.8831374296,4.550919657,0.19828682564341574,0.061991707370964176,0.1244375229,0.1172838115,0.0735538665,0.0671129391247887,39699674808.0,14180167635,0.0798722045,2.3507821186,0.8931192777,2.1464726915,1.6574575758046195,1.180940706,40.5991532085,83.58704777499365,55.5282235137,95.9032454175,235.01851670619362,6.5732338783,0.6570281098,0.046062698283125175,1.152712954609155
CHS,2023,3,0.9046753665,284000000000.0,28400000.0,8.0229291493,0.4034731072,11.6059945279,365.3680013028169,11053.6888369014,5.1080097424,0.16825458783402958,0.06763606335566909,0.1139307837,0.1032480743,0.0692839611,0.06374981731385082,31800493471.0,9780239090,0.085,2.1148330528,0.4928469002,1.6929557411,1.7848422246075983,1.377688628,44.4972184809,51.32342934126153,58.9205902693,71.5157092715,181.75972888206155,6.1947784014,0.7848422246,0.049001277055873114,1.1065928414507042
CHS,2023,2,0.9168886442,278320000000.0,28400000.0,9.042091459,0.4174286973,6.4697166777,224.35090496478873,10688.3208355986,3.8091540138,0.17429789905267798,0.04932937261469214,0.0996003298,0.0973756194,0.0629410492,0.03509843990935893,30869774343.0,4533445370,0.0867346939,2.3271275992,0.8138142748,1.8722185068,1.6499095601048683,1.363391465,41.4612312146,42.13766864934586,60.1621046459,63.2292526784,165.52902597364587,6.0669420086,0.6499095601,0.051771520104006444,1.0700560413204225
CHS,2023,1,0.928040799,295360000000.0,28400000.0,9.2285388071,0.4609876732,15.0275476972,342.0786982394366,11206.4038688732,4.6941495172,0.21591753013099693,0.06850516173911206,0.1038015757,0.1115977868,0.0675647314,0.06959405535504377,36823449983.0,9869456089,0.0817307692,3.0808741357,0.9287391577,2.5606045968,1.4140017267618357,1.3525822523,39.2358658266,39.90785744900226,61.2226417469,60.4592253682,161.58972456410226,5.9618466238,0.4140017268,0.049933342625561726,1.1218643446478873
CHS,2022,4,0.8336271801,257502800000.0,28400000.0,7.7380882733,0.461656595,-33.0721307383,314.62995503521125,10876.5647482394,2.6915188603,0.11947479215295355,0.031970244510962025,0.1090644551,0.1195076079,0.0659907784,0.029570856192191807,38172831664.0,8264876144,0.0937465534,2.1653034829,0.4015005345,1.6936235668,1.7345866241277317,1.1061088997,33.2138911631,73.83452382557898,67.8489761264,97.6173413566,239.30084130857898,5.3795948125,0.7286294495,0.053042597029032065,1.077573792415493
CHS,2022,3,0.8858157518,272498000000.0,28400000.0,12.8541733615,0.6062111063,4.4127940019,202.76048985915492,10831.8236391549,4.6706841706,0.2041746026046813,0.04952342097760761,0.0695764621,0.0778506743,0.0472030374,0.059550210392588405,25207890766.0,6924275432,0.0885878061,2.5599774838,0.9335759729,2.0235391496,1.5388760279347693,1.0008988951,26.6091436335,41.35437449870411,75.7957530839,67.8804463836,185.03057396620412,4.8155732366,0.5388760279,0.05347424756616781,1.083182363915493
CHS,2022,2,0.8697738791,261848000000.0,28400000.0,13.0319748319,0.6083357505,2.8258610934,267.46982492957744,10600.4563048592,3.8022472231,0.2558027463509597,0.07365856675914845,0.0656952985,0.0693036808,0.043926214,0.10179259811468644,22129024362.0,10497504479,0.0921908894,2.7957749212,1.2786577702,2.2475625986,1.4616466670245367,0.9410022593,25.0275075487,46.28795212087353,74.250930151,81.1982343921,201.73711666397355,4.9157633347,0.461646667,0.05556190137223468,1.0600456304859156
CHS,2022,1,0.9017362407,278320000000.0,28400000.0,10.9580195207,0.6523854282,2.773343624,257.442500915493,10867.9229670423,5.6509500126,0.429285919539356,0.1243184740745483,0.0826014807,0.0800646641,0.0551146003,0.12894804553741732,25374734685.0,7583639481,0.0867346939,3.5502201127,1.3509299871,2.9810267401,1.3235984391991833,0.9257516179,24.3578394955,47.840070341189474,71.9060439229,78.7141565297,198.46027079378948,5.0760684372,0.3235984392,0.05521084852014474,1.0867922967042254
