ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
GTS,2024,2,0.9219078223,284997640000.0,28499764.0,10.7124816479,0.2303881169,2.6882583604,313.8282563673159,10847.0714297845,2.2159311643,0.10536443682327745,0.02598470488287313,0.0837417756,0.0892379849,0.0271404024,0.029121348959504238,46629667593.0,10023675701,0.068,1.2071275962,0.2994184528,0.9772824583,2.974631502106957,1.261962062,7.5393869319,85.46320751001907,37.513773428,40.4691182576,163.44609919561907,9.7297596761,0.0,1.9746315021,0.5591383108831225,1.0879363545080585
GTS,2024,1,0.9526185768,307797451200.0,28499764.0,11.4138892613,0.2387769595,3.3146233643,32.40676049106933,11337.1713123309,2.0709236739,0.040557916830433166,0.028224483123483732,0.0848550435,0.0878085999,0.0278495552,-0.0035540823357255616,47178991549.0,-116299640,0.062962963,1.2158526571,0.3101374217,1.0326395101,3.107997617734653,1.3312496283,8.0894694859,93.54187385719746,32.0135288459,39.7902010007,165.34560370379745,11.4014297442,0.0,2.1079976177,0.5058308513740495,1.136946342762698
GTS,2023,4,0.9288119139,299247522000.0,28499764.0,11.0082270682,0.2322791612,3.8865719127,475.966962042212,11304.7645518398,4.0700074105,0.08656859699369895,0.018620519606480448,0.0856453616,0.0879189961,0.0251184025,0.021265786312444124,47132743029.0,15492008332,0.0742857143,1.1818004798,0.221611388,1.1319908972,3.478165677581591,1.1904170688,7.8892593385,167.82098977295897,18.4571503456,66.7119153347,252.99005545325895,19.7755337723,0.0,2.4777058985,0.5080954031926196,1.1334662796190171
GTS,2023,3,0.9386489556,293547569200.0,28499764.0,11.3387206524,0.222077317,3.1968123545,111.28853512611543,10973.21841037,4.1119309608,0.032677205791540806,0.024098897173303047,0.082918002,0.0855898186,0.0285868181,0.017245290746538012,45265998476.0,2269682148,0.0757281553,1.2408697674,0.1958114248,0.9450472342,2.7674561200341654,1.4595725011,8.3979184753,95.89019883589289,36.1039298175,39.5138723923,171.50800104569288,10.1097027898,0.0,1.76745612,0.4938636816597101,1.1005510525666107
GTS,2023,2,0.9206467096,284997640000.0,28499764.0,9.2582207553,0.1958259083,4.4134553264,326.55333570481497,10861.9298752439,3.0939708502,0.09012939287733295,0.023488144256702245,0.0984809549,0.1095559363,0.0347672858,0.02727452545950695,52379054217.0,10806968504,0.078,1.229080951,0.2202099045,1.0684693439,2.816768740396427,1.6437212517,9.3016407188,86.7278473857346,40.0098353078,36.6884227424,163.4261054359346,9.122756872,0.0,1.8167687404,0.49749174103322014,1.0894221990539992
GTS,2023,1,0.932500284,290697592800.0,28499764.0,10.7083721535,0.2234217532,8.6962437687,37.62936514140959,10938.3344699275,3.2096880491,0.03015577933355798,0.03401856594706435,0.0870884001,0.0937298303,0.0310968115,-0.020471393248448586,47533317964.0,-645356300,0.0764705882,1.2384699109,0.2645694032,0.9373585081,2.6883905550461353,1.4904378175,8.3285368687,86.96470547323284,55.8791509158,43.7825062285,186.62636261753283,6.5319532244,0.0,1.688390555,0.5045927401837123,1.0970626585223653
GTS,2022,4,0.9329555102,290697592800.0,28499764.0,10.756833535,0.2202794615,-119.0036678417,432.92048790298753,10932.9972200822,4.9626031338,0.060491767348356214,0.016182002959433818,0.0852401691,0.0938687792,0.027709265,0.01890503276940595,47380004720.0,14414333341,0.0764705882,1.1632902393,0.1900098742,1.0525166751,3.330269838707788,1.3531173041,8.1666026401,140.43854489315828,27.1713373481,66.8859579727,234.49584021395827,13.4332732807,0.0,2.3401047489,0.5205623074595677,1.0950847509298673
GTS,2022,3,0.787928328,248261444204.0,28499764.0,8.8682966566,0.191431555,-111.2691824008,283.01795593816144,11055.5740802275,3.9071647933,0.0986576217369304,0.030420539015279115,0.0882622322,0.0982589625,0.0336584346,0.03560005579682529,49317605348.0,9439283446,0.0895419584,1.2348627442,0.1192561841,0.6680852981,2.498248020614694,1.5592674007,8.3217202547,73.80591001575047,61.6928963963,45.8990312934,181.39783770545046,5.9164023951,0.0,1.4982480206,0.4797411354007323,1.105557408022747
GTS,2022,2,0.8818518688,270747758000.0,28499764.0,10.982205001,0.2229222076,8.7161984634,198.9579207743615,10772.7843367054,3.6359156902,0.1074113774982097,0.023432447156379724,0.0777933578,0.0859445335,0.0290997382,0.025197363077916507,44804118787.0,6097333432,0.0821052632,1.192431408,0.2107525785,0.7325638968,2.6865605531414287,1.4335910909,7.8108320266,81.80479403535979,59.8820167794,51.0097687256,192.69657954035978,6.0953190896,0.0,1.6865605531,0.49998418808591893,1.0772784336705385
GTS,2022,1,0.8885584102,287847616400.0,28499764.0,10.4352126905,0.2273025652,11.2889077286,51.188362436966145,11366.7260185032,4.1497121784,0.041430328283091546,0.028312410104260676,0.0868857069,0.0938177831,0.0320965249,0.0005978994724637159,48948724962.0,30808023,0.0772277228,1.230327019,0.1784340575,0.7905063246,2.484571372603555,1.4735164277,8.1457559008,82.28770676689285,53.1211768156,47.1091895042,182.51807308669285,6.8710827184,0.0,1.4845713726,0.4876661157520421,1.136672601850317
