ticker,yearReport,lengthReport,Outstanding Share,EPS (VND),Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
FTI,2017,2,3943710,-331.0743183449087,1,-1.1610570613624294,-1.3575887567222389,-1526669867,1.533243952137077,0.29828788879391793,0.8688311268323482
