ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
HDS,2014,4,0.1597934791512457,0.005255987419167264,-0.004219694720740112,-126942928,1.204780483459498,0.43152521991786397,1.210934372014773
HDS,2013,4,0.1384971818930394,0.004520940459251308,-0.020220538273417854,-602693331,1.2398993909255294,0.35291318172869846,1.0632548903295884
