ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BID,2021,4,2.2665518737,188430012146000,5058523816,17.8773760511,3.0151793484,2.7352245142,438.40932269320365,16434.6558450601,0.2043337622949468,0.1270082541,0.0,0.0064300863,0.0,20.400687672885752,19.4067608964,0.12436695902683263,1.5150884338511728
BID,2021,3,2.7421840401,227127719338400,5058523816,22.7320462563,3.6268963764,8.3391944441,404.8643585549939,16373.8098332203,0.1678060537691297,0.1201559249,0.0,0.0062400475,0.0155902004,19.6083773066604,18.6083773067,0.12070102385141719,1.508976585457263
BID,2021,2,1.972382213,160478519796000,4022018040,15.9650506811,2.6849812328,3.1807214747,909.6707084884184,20229.3448688758,0.28297482779831273,0.1225683915,0.0,0.0064998553,0.0175438596,19.42478801814485,18.4247880181,0.12007445193297907,1.4831937676906428
BID,2021,1,2.137525841,168924757680000,4022018040,20.1672449325,3.1692738303,4.7764133708,658.4100254309153,19648.8852645723,0.24451709402774813,0.10368546098470688,0.0,0.005593821872025728,0.0166666667,18.94997551398805,17.949975967407227,0.1244964977940222,1.4431053246296481
BID,2020,4,2.1580733779,164902739640000,4022018040,23.5689076814,3.2956065526,-2.4281536576,406.92408231963077,18998.4272173976,0.15490712042949242,0.0889591876,0.0,0.0046541089,0.0170731707,19.011144719843372,18.042689625,0.1305199447584254,1.399690451742471
BID,2020,3,2.0510062899,160478519796000,4022018040,18.703023457,3.3114628494,-3.6724090792,524.2042623956008,19453.8652541698,0.23056565688157932,0.1067635754,0.0,0.0058057982,0.0175438596,18.022997143014138,17.022997143,0.12486151124023025,1.4286753930519593
BID,2020,2,2.0321259369,155450997246000,4022018040,18.0409770099,3.2618702041,-3.5538848561,493.0465204974565,19019.4905242146,0.28578033022709326,0.1107414555,0.0,0.0056453689,0.0181112549,18.155812845272532,17.1558128453,0.12953595417088754,1.3971938882779122
BID,2020,1,1.9660873075,149619071088000,4022018040,17.2398629086,3.0660241956,2001.7004110599,350.40295343876676,18920.8281124468,0.15404752023003174,0.1157404818,0.0,0.0055029411,0.0188172043,18.242166294404097,17.2421662944,0.13116742091814138,1.3905834464343332
BID,2019,4,1.9213493601,143183842224000,4022018040,17.1098756992,2.9754811435,4.2431300077,743.468818454131,18528.6448889225,0.3115831388355936,0.1265992399,0.0,0.0059711067,0.0196629213,19.161321805252307,18.1873804948,0.13636620817232847,1.364216410187158
BID,2019,3,3.7675019106,211960350708000,4022018040,26.1016352326,4.6195671102,3.1356519702,450.98753460588654,13988.0486463457,0.20726065894739126,0.1263591344,0.0,0.0052616353,0.0,24.005903834818195,23.0059038348,0.17218082759317582,1.0416220977065982
BID,2019,2,2.517617242,137090484893400,3418715334,19.1746849077,3.0355950749,13.3221167961,501.0847153499795,15927.7587280977,0.18822443839199893,0.128477175,0.0,0.005371062,0.0,24.337720511451067,23.3377205115,0.18063642396222046,1.009194314420762
BID,2019,1,2.2852360293,122390008957200,3418715334,16.6538633368,2.7868149339,-319.6571442675,576.0526418839879,15665.7778632118,0.23046787778471098,0.1346810184,0.0,0.005661108,0.0,23.704925123784026,22.7049251238,0.18672213884618494,0.9938240337024051
BID,2018,4,2.3095570599,118971293623200,3418715334,16.1692593929,2.6745302206,6.1164737537,501.3842430672527,15067.824304555,0.18352259222221984,0.1423385483,0.0,0.0058504402,0.0,24.007370764425044,23.0697063994,0.19502845568872976,0.9594548023950239
BID,2018,3,2.1295951375,107689533021000,3418715334,12.9351512311,2.4383481305,11.5219124799,512.7774116100186,14791.5439162447,0.2150709920508974,0.1611028467,0.0,0.0067068393,0.0222222222,23.61158451292042,22.6115845129,0.18762335273420322,0.9423828097075875
BID,2018,2,2.0884177786,104612689220400,3418715334,12.9512743486,2.3678465975,2.25941544,559.4370437863429,14652.2407121248,0.23044789686454242,0.0,0.0,0.0,0.022875817,23.839645707591394,0.0,0.1914435625421688,0.9332601740158152
BID,2018,1,1.8798389586,89912213284200,3418715334,12.7411111843,2.1167975768,1.7925167981,578.6334358776419,13990.5601381899,0.21582595432506624,0.1451545166,0.0,0.0060655587,0.0266159696,24.150872426537468,23.1508724265,0.19993964558878777,0.8912168629069226
BID,2017,4,2.5066897727,115210706755800,3418715334,16.9759287799,2.9528547442,3.2031670598,784.3768018153453,13444.0250113837,0.33483672414139715,0.1459848802,0.0,0.0061454674,0.0207715134,24.5309021045928,23.6198058075,0.21066005318947836,0.8593312662282546
BID,2017,3,2.2811210778,99826487752800,3418715334,17.3328469548,2.7187433063,3.5443208101,440.2545555727747,12800.7234179459,0.1668635075233562,0.1247671251,0.0,0.0054104032,0.0239726027,24.194303365219255,23.1943033652,0.21302128287227126,0.816360482186985
BID,2017,2,1.5883926614,71793022014000,3418715334,11.5418280496,2.1178666648,6.6704160867,260.9193550363032,13220.9122532081,0.12410622161029258,0.1352072091,0.0,0.0060945843,0.0333333333,22.833740533314504,21.8337405333,0.20586853226888216,0.8444922080432481
BID,2017,1,1.5885030587,70083664347000,3418715334,11.0830968441,2.2100505481,3.9320186623,533.4398514737525,12905.2316816203,0.2679611487859032,0.1451298722,0.0,0.0064628734,0.0341463415,22.43125469102086,22.2238426287,0.20819987441140317,0.80258720214712
BID,2016,4,1.3139478637,55895995710900,3418715334,9.1072147759,1.8366265644,5.2462487952,450.04887792158013,12443.4160984391,0.21884171511913206,0.1470244317,0.0,0.0066099161,0.0428134557,22.76558723347938,22.6198556401,0.21986752094265868,0.7756846103646214
BID,2016,3,1.3055851633,58118160678000,3418715334,9.0220093235,1.9821368984,-4.1276108551,575.0610413355931,13020.9813025378,0.3021999601262127,0.1508284364,0.0,0.0071764238,0.0411764706,20.699514216588597,20.3181914207,0.18269440320829017,0.8054305811946767
BID,2016,2,1.3583897701,58460032211400,3418715334,8.9366432317,2.1413196262,-636.4338795024,291.1137379886921,12588.4340237399,0.2181441695502754,0.0,0.0,0.0,0.0409356725,20.94641056388301,0.0,0.18763111378543007,0.779253793556384
BID,2016,1,1.4206530934,60169389878400,3418715334,9.4472567278,2.3025306388,7.4324746533,485.3519049971886,12388.6683398293,0.2942183004463774,0.1543751385,0.0,0.0075845186,0.0397727273,19.627486098950346,19.2475817604,0.19331220936511057,0.7677174652555956
BID,2015,4,1.4609993628,59827518345000,3418715334,10.2756467288,2.4209744782,8.7023350295,531.5768709744232,11978.1024175953,0.32477406854262436,0.0,0.0,0.0,0.04,20.783555227046108,0.0,0.20851121442394474,0.7180803839930908
BID,2015,3,1.4122702783,56066931477600,3418715334,8.2069345023,2.2715580313,2.4738854812,587.8430356611844,11612.5080669923,0.3846466561219068,0.0,0.0,0.0,0.0548780488,19.802622170522067,0.0,0.18991840751877734,0.6964354953978169
BID,2015,2,2.0990914788,80339810349000,3418715334,12.475266207,3.410937621,6.945324736,180.31802585877423,11195.3196121232,0.1579369831293841,0.1621132118,0.0,0.0083363264,0.0382978723,20.563975015386198,19.5562014639,0.21722192365500972,0.6182729113750757
BID,2015,1,1.8040230013,76579223526400,3418715336,12.2721745525,3.2940778208,-2.9827633234,542.4988095586792,12416.6931262798,0.4039338625323889,0.0,0.0,0.0,0.0401785714,18.971200492525032,0.0,0.1890185711044341,0.6123363302795845
BID,2014,4,1.4448372062,48071565212400,2811202644,9.7155744381,2.1943849135,3.942663584,515.473567326013,11835.2433936992,0.3097438958085017,0.1515171429,0.0,0.0082552395,0.0526315789,19.491201735429836,18.5365400722,0.19995900365856864,0.5853419293484206
BID,2014,3,1.4210562169,45541482832800,2811202644,10.2326434458,2.1302238266,0.0,559.9041690322201,11399.9712376341,0.442223879594402,0.1362076642,9.7310860753,0.0077456922,0.0555555555,18.689135335395985,17.6789060261,0.16555340105450073,0.5621961170506452
BID,2014,2,1.1284539962,37388995165200,2811202644,9.3224939232,1.8013206103,-12.5946598214,140.59028337979893,11786.0365102872,0.09562828630151772,0.1232608009,7.989101531,0.0071742707,0.0676691729,17.464460334440016,16.4553762318,0.15424020514692072,0.5812351472981215
BID,2014,1,1.2522079278,41886919395600,2811202644,9.0829103679,2.0896395475,10.3020503096,546.5554846860055,11898.9823239591,0.439254305394856,0.1420279491,8.950196452,0.0081596703,0.0604026845,17.10777177634276,16.0988315068,0.15377512123237935,0.5868051348498279
BID,2013,4,1.4477174855,46384843626000,2811202644,10.6679497158,2.4147080252,13.121310627,336.11868259753953,11397.2513039512,0.22501101656425052,0.1377209641,0.0,0.0078026007,0.0,17.10375862902692,16.1077962494,0.1621814028183288,0.5625822476358869
BID,2013,3,0.0,52569489442800,2811202644,0.0,0.0,0.0,402.82027751038214,11185.7932042148,0.34720699600794547,0.1544384789,0.0,0.0086949677,0.0,17.038801574792753,16.0309181727,0.1253393782345734,0.5516338045468768
BID,2013,2,0.0,52569489442800,2811202644,0.0,0.0,0.0,294.426400806985,10003.4780701494,0.23754948831243375,0.1328531484,0.0,0.0074178657,0.0,18.516402610586432,17.5087590753,0.1414913139996282,0.49332725590335996
BID,2013,1,0.0,52569489442800,2811211227,0.0,0.0,0.0,406.0640170415768,9838.6229578603,0.365461021525279,0.1162183404,0.0,0.0065184285,0.0,17.568701886917168,16.5609895069,0.14901224287039405,0.48519881290757083
