ticker,yearReport,lengthReport,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DDM,2019,4,9795593600.0,12244492.0,-0.2354858684,0.0475380336,0.2956384848,-1010.5251914085125,0.0,12.8291702399,0.02229549870399077,-0.24122067330428681,0.0,0.0682420399,-0.0614480683,-0.08947116974767014,49315936700.0,-4589406288,1.1658740246,0.1914837068,1.08053527,0.5388807544211637,-0.9050616222452422,0.3043909707,0.5019784479,37.01933357057429,12.0305805236,33.6224836661,82.6723977602743,30.3393505644,-1.6598390815,-1.9050616222,-0.518886628514417,-0.6026388767270516
DDM,2019,3,11020042800.0,12244492.0,-0.2884557701,0.0503999745,0.2683807139,-593.1827201977836,0.0,13.1972752268,0.08043829548059639,-0.14148376044977945,0.0,0.059462502,-0.056264578,-0.011162977738487683,48033172437.0,-573063473,1.5045684777,0.3437333149,1.3695223232,0.06649256014895262,-0.9244592187402982,0.322020841,0.5232072768,31.95288953900721,10.23898344,28.9180925031,71.10996548210721,35.6480701565,-1.7255301809999999,-1.9244592187,-0.5474367975969718,-0.5924698837477577
DDM,2019,2,6122246000.0,12244492.0,-0.1224782675,0.0278688102,0.1597621687,-938.8244445747524,0.0,11.9883654524,0.07963817790850397,-0.2209085961857065,0.0,0.0879944407,-0.0729521072,-0.011043555047405057,53575125635.0,-574673863,1.2453970743,0.2636742439,1.1785125361,0.06666180136729984,-0.9431658876955187,0.3206110218,0.5087589402,27.962063713472265,10.0280988247,29.6698561469,67.66001868507226,36.397726666,-1.7593168726,-1.9431658877,-0.5725526802189498,-0.5865522397281391
DDM,2019,1,8571146500.0,12244495.0,-0.1513900208,0.0389319593,0.3276293138,-854.6997247334415,0.0,12.2696443243,0.06548774581037686,-0.2036455205725257,0.0,0.1762062295,-0.0817081577,-0.025387086696722468,52413477245.0,-1304645278,1.0020138838,0.2804572232,0.9266253473,0.14482250193814009,-0.9648369573356176,0.3177286712,0.4932079484,24.94922969388183,11.0782039556,32.201515864,68.22894951348184,32.9475789995,-1.7875559877,-1.9648369573,-0.6015978811751764,-0.5772024218320151
DDM,2018,4,12244495000.0,12244495.0,-0.1917947133,0.0550221365,0.4627869132,-733.3551131345147,0.0,13.5415563949,0.05710525153149322,-0.14055047493085748,0.0,0.4530614742,-0.0887433851,-0.040376410095273575,48672334313.0,-2579589425,0.8569117287,0.2198892458,0.7725735196,0.2815290670227032,-0.9852645272889122,0.3093393531,0.4722285037,30.67421118804703,11.1283217357,38.395572356,80.19810527974704,32.7991954824,-1.820676492,-1.9852645273,-0.6291613198534106,-0.568678843169114
DDM,2018,3,13468944500.0,12244495.0,-0.1689968702,0.0623941589,0.491244173,-1555.4768422054156,0.0,25.2798716096,0.04934393171448236,-0.3637150462414764,0.0,1.1127036247,-0.1105827305,-0.027827683272508487,26084448263.0,-1457203522,0.8712737744,0.3113688634,0.7457609317,0.1644564918171582,-1.0115301291003973,0.2995173857,0.4513353748,24.60296806151451,12.0133670157,39.7864863783,76.4028214555145,30.3828226942,-1.8840348608,-2.0115301291,-0.6584715074886323,-0.5614805343740187
DDM,2018,2,14693394000.0,12244495.0,-0.1838945241,0.0645497895,0.2358646576,-1480.2869598950385,0.0,827.6340865516,0.005695708315601143,-0.3451583503931627,0.0,0.0,0.0,-0.07895929691222069,0.0,-4146404617,0.0,0.0,0.0,0.4894729779816355,-1.059518732143562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7024080489959786,-0.5459249215643438
DDM,2018,1,13468944500.0,12244495.0,-0.1645705701,0.0568741062,0.1739674412,-1467.0511611952963,0.0,-29.4533375226,-0.09290570001124673,-0.334072608642362,0.0,-3.012482426,-0.1029617801,-0.17643789360577322,-22577075236.0,-9487179851,0.8765602066,0.2218683499,0.7448149495,1.0771751150775697,-1.1233026552846082,0.2979295849,0.4334700283,25.64921333930325,11.6510149376,44.4575143103,81.75774258720325,31.3277428579,-2.0166080745999997,-2.1233026553,-0.7482278591620558,-0.531038718508195
DDM,2017,4,13468944500.0,12244495.0,-0.152544055,0.0547203951,0.2715043188,-2006.1813187885657,0.0,19.5864809903,-0.08830016870007709,-0.42930536527365076,0.0,-1.0787581508,-0.107098071,-0.1845870270351617,36061732479.0,-10561994067,0.8027115077,0.1272810154,0.684509951,0.8741358456658962,-1.183028442252562,0.2985573111,0.4269359252,28.387802868763583,11.2015661811,46.2942413086,85.88361035846359,32.5847291439,-2.094325771,-2.1907941178,-0.796898703826324,-0.5169323226266171
DDM,2017,3,11020045500.0,12244495.0,-0.1010980216,0.0454834755,0.1882208072,-1571.960346670075,0.0,26.3830541319,-0.09128969412236902,-0.3001596241213331,0.0,-0.5615710245,-0.1255869105,-0.15447631498264305,26679001421.0,-9905857879,0.5190354862,0.145972182,0.4379527441,1.0055170637156023,-1.3816369966471842,0.2791472736,0.3921751846,26.838613901313042,11.9212498408,47.0758217412,85.83568548331304,30.6175950402,-2.2795077996,-2.3816369966,-0.9649141502992434,-0.4967047206495654
DDM,2017,2,11020045500.0,12244495.0,-0.0936459192,0.0459120641,0.5343535111,-1638.8698159458597,0.0,37.599327968,-0.09696329509413767,-0.3252125286038065,0.0,-0.405392342,-0.1324934345,-0.17083254797400768,19818077765.0,-10541166791,0.5790597608,0.0915952634,0.4568795212,1.0578163166683707,-1.4608139409872256,0.2702442094,0.376004397,26.91205793338214,13.2948031882,48.0451617115,88.25202283308214,27.4543364677,-2.4553236394000004,-2.460813941,-1.031985577609191,-0.48081932839369856
DDM,2017,1,11020045500.0,12244495.0,-0.0883527501,0.0453008417,1.974478579,-2001.6098226999154,0.0,-16.5852716474,-0.15825332021009914,-0.4209243185143056,0.0,-0.3666066688,-0.137460989,-0.2333353295712069,-45673535939.0,-13586161888,0.5183211146,0.0183862852,0.4104272763,1.4366593980959905,-1.5398150367182655,0.2680978094,0.3692883433,24.92926228308292,15.3595244739,45.8479014049,86.13668816188292,23.7637565291,-2.5553592779,-2.5398150367,-1.1049491194520473,-0.46426729152570195
DDM,2016,4,18856522300.0,12244495.0,-0.1610477402,0.0768882389,3.1562607356,-3689.8113753976786,0.0,52.2625121284,-0.27932514960672855,-0.7758760145923095,0.0,-0.3138519256,-0.1253160568,-0.37079005160994377,14654157523.0,-21591399381,0.4928200309,0.0704334651,0.3913371919,2.0460872388620768,-1.6480019992862163,0.262483158,0.3560152616,21.870152669122437,12.2148741267,48.6718209949,82.75684779072245,29.8816014159,-2.6819876688999997,-2.6480019993,-1.1928846221594087,-0.4440943881385063
DDM,2016,3,21648267160.0,12244495.0,-0.2029294857,0.0850922056,1.3989576687,-2280.3787095343664,0.0,-22.612654737,-0.1923172844968756,-0.45134866926950423,0.0,0.0,-0.1127066783,-0.26358209229109214,-33599040753.0,-16306155912,0.8516891003,0.1080233953,0.6420695884,1.6184637021959087,-1.8393394203403142,0.2687849972,0.3638689375,20.712698094245656,16.4695743687,45.535208585,82.71748104794565,22.1620784987,-2.9285841324,-2.8393394203,-1.3359188875883563,-0.40902524307209076
DDM,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.142549082363776,-0.41755170942566533,0.0,0.0,0.0,-0.22118510014123266,0.0,-14364471926,0.0,0.0,0.0,1.428859507241844,-1.971554269382514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4502260832965919,-0.3880585915809513
DDM,2016,1,13468944500.0,12244495.0,-0.104941416,0.0503817321,1.2203409131,-1377.551613276007,0.0,-29.5480204625,-0.1437885253309411,-0.2801517086807605,0.0,0.0,-0.1298189392,-0.22395136651938294,-25436024939.0,-13483703657,0.7903955933,0.157448217,0.6249748036,1.4017862416518414,-2.122079001205464,0.2704032342,0.3617226361,20.754337951765713,14.0386711145,54.1744840112,88.96749307746572,25.9996118595,-3.26935624,-3.1220790012,-1.5756369058611472,-0.3677468748168054
DDM,2015,4,17142293000.0,12244495.0,-0.1238345058,0.0582852451,0.4418810437,-2839.8153992467637,0.0,18.6232187334,-0.04532535016675067,-0.5159490649417151,0.0,0.0,0.0,-0.1427322557493004,0.0,-9619362426,0.0,0.0,0.0,0.8826968180269058,-2.2322563238567246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6734521107826428,-0.3558076776028738
DDM,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12534542343601263,-0.7669034279061105,0.0,0.0,0.0,-0.21086706589680967,0.0,-13212283872,0.0,0.0,0.0,1.2093661960533693,-2.4036612420074084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8076604186003242,-0.33804200990894273
DDM,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057487484777354866,-0.3717768447690192,0.0,0.0,0.0,-0.12494502295872822,0.0,-9630549383,0.0,0.0,0.0,1.0036303774228157,-2.802941629536012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.090636135449206,-0.3005987288695859
DDM,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038194869143537695,-0.30982983911126294,0.0,0.0,0.0,-0.09892331032806898,0.0,-8604414061,0.0,0.0,0.0,0.7533608833279664,-3.213526894675106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4385286334825325,-0.2702218873469261
DDM,2014,3,30917349875.0,12244495.0,-0.1751891006,0.1106296247,1.2173307306,-1129.598297765649,0.0,-133.6941832318,0.06366430928966088,-0.13772587451005056,0.0,0.0,-0.1467451191,0.0064450457762913116,-7672398726.0,647254942,0.1560946171,0.0359617883,0.1227816391,-0.0450539334490214,-3.786556978701779,0.2323803006,0.2485086558,16.23943006514927,15.9304148775,53.9258832264,86.09572816904927,22.9121465325,-7.2088683018,-5.0316690762,-3.506818449977673,-0.23411743484970185
DDM,2014,2,0.0,12244495.0,0.0,0.0,0.0,-3827.562449574278,0.0,-129.664498256,-0.10721720099469907,-0.44201162942460576,0.0,0.0,-0.1467451191,-0.15471436901241356,-7672398726.0,-16404391221,0.1560946171,0.0359617883,0.1227816391,0.9552499689395831,-4.031669076272777,0.2323803006,0.2485086558,16.23943006514927,15.9304148775,53.9258832264,86.09572816904927,22.9121465325,-7.2088683018,-5.0316690762,-3.7430074964076163,-0.22465753558803364
DDM,2014,1,0.0,12244495.0,0.0,0.0,0.0,-2908.130280832325,0.0,-130.7466662026,-0.10389262833340217,-0.40454916757001763,0.0,0.0,-0.1467451191,-0.15676971298156883,-7672398726.0,-13798935609,0.1330611041,0.0182253415,0.0973752846,0.8390255032568923,-4.902089549098269,0.2323803006,0.2485086558,16.23943006514927,15.9304148775,53.9258832264,86.09572816904927,22.9121465325,-8.5725099516,-5.902089549,-4.567200904931651,-0.18821945259808592
DDM,2013,3,0.0,12244495.0,0.0,0.0,0.0,-2262.1289436599877,-12744.0787218256,-602.4586540242,-0.12723904219347668,-0.3808482402049633,1.6801460244,0.0,-0.1257775835,-0.18994410883757495,-1681242037.0,-13814402638,0.1521020854,0.0276877232,0.1124146339,0.7874223674199541,-7.604948206374574,0.2139527946,0.2286370056,15.414078589499363,15.933835241,184.4683342877,215.81624811819938,22.907228202,-13.010986351900002,-8.6049482063,-7.050967586427913,-0.12744078721825605
DDM,2013,2,0.0,12244495.0,0.0,0.0,0.0,-6551.553672487105,-10467.4607361921,-54.1751309009,-0.6625277552079127,-1.3586607791038596,2.8654094749,0.0,-0.1226491789,-0.7405012633059709,-18900281935.0,-43721992617,0.1399928396,0.0186045705,0.1067996358,2.4497977191898634,-9.325403832005751,0.20988445,0.2245243536,16.535587561143135,17.0908548705,238.1765828892,271.8030253208431,21.3564507313,-15.9327830203,-10.325403832,-8.773028426635058,-0.10467460736192061
DDM,2013,1,0.0,12244495.0,0.0,0.0,0.0,-1208.4807807916945,-3920.4947678119,76.2843197369,0.1215691511105333,-0.2721666023024936,5.096984605,0.0,-0.0661317416,0.035349494649269675,13360273134.0,1921892111,0.1509986099,0.0155063184,0.0983517754,-0.11090585651761417,-25.90862830390903,0.2142831653,0.2306009905,16.247497599908872,24.1125074502,199.5769559427,239.93696099280888,15.1373722021,-42.1323922494,-26.9086283039,-24.292985391810376,-0.03920494767811984
