ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VIG,2024,3,0.8038097869,288853120000,45133300,8.5884983976,5.8857022606,-17.7741647156,33.66893008045058,7962.0827023727,10.9546752382,0.8479205298254898,0.27847167146256974,0.0961004103,0.0931038615,0.0925366675,0.29241538387346894,22425419482.0,1595679259.0,15.5109731554,6.4289845618,15.5109731554,-61.30767740623467,1.0402906153976474,0.1350307891,4.314609104,0.0,14.0862904928,0.0,0.0,0.0402906154,0.03007064638956011,0.7962082702372749
VIG,2024,2,0.8437682797,302393110000,45133300,8.8033830993,5.9343089219,-13.8263110631,267.9036506083092,7940.5687099547,11.5290613048,0.9353673192114949,0.6888527936712296,0.1005364033,0.0923420828,0.0969067892,0.7729422721086996,22172625379.0,13567391460.0,15.8790920265,6.8836341637,15.8790920265,0.0,1.039180035355703,0.1437585406,5.0876192331,0.0,9.9311317153,0.0,0.0,0.0391800354,0.031201945023901514,0.7940568709954734
VIG,2024,1,0.9644627965,333986420000,45133300,9.4536576062,6.9156048749,-21.1261266531,227.7553174042226,7672.6650593464,14.2900767695,0.9081673946015696,0.7804990520115747,0.1060803306,0.0892414356,0.1022893624,0.7341480466799734,19885608577.0,9668895842.0,15.570374622,11.1143632754,15.570374622,0.0,1.0390115509685107,0.1398299392,5.6217754784,0.0,16.8784504433,0.0,0.0,0.039011551,0.03339418325288535,0.7672665059346425
VIG,2023,4,1.0745597028,361066400000,45133300,11.6236439053,8.7237117521,-6.470562525,215.85475243334744,7444.9097419422,12.457244765,0.8984395577977758,0.7553848617988425,0.0969262508,0.0702998301,0.0934163111,0.6687868154827393,24771805875.0,8625377854.0,16.8014130761,12.136554883,16.8014130761,0.0,1.035379738120384,0.1244697173,6.0488733758,0.0,12.11155618,0.0,0.0,0.0350876984,0.03556848839928249,0.7441518872539787
VIG,2023,3,1.0518064324,343013080000,45133300,15.1196707427,7.4683786137,-6.7893766962,49.55732740570709,7225.6641201064,18.1465576811,0.45339377134647824,0.3048685413480364,0.068092161,0.0464720346,0.0656155385,0.1679624537891813,16010481666.0,1232266278.0,27.1187949244,11.8012549731,27.1187949244,0.0,1.0360424212758261,0.1398413653,10.6315744935,0.0,12.4098122319,0.0,0.0,0.0360424213,0.01646904476885182,0.722566412010644
VIG,2023,2,1.1566144736,374606390000,45133300,17.035183237,8.744480114,-4.7983445637,289.5984176650057,7176.1163200342,21.0164376461,0.9234266998522969,0.8777605758417941,0.0689809163,0.0440006619,0.0658402703,0.7640381221477859,15199969983.0,11377117179.0,26.1263696961,11.7792636951,26.1263696961,-1068.892566458183,1.0377454258678929,0.1440265115,12.373301993,0.0,20.4652446174,0.0,0.0,0.0377454259,0.016924296866299846,0.7176116320034209
VIG,2023,1,1.2052535284,374606390000,45133300,33.988323006,5.1074994003,-6.3128381457,129.8604903474818,6886.5179023692,40.346641684,0.8262633172978152,0.9355649359683263,0.0362845783,0.0225033011,0.0339204208,0.3662115536242818,7862559760.0,2294205056.0,25.9732664373,11.7163838427,25.9732664373,0.0,1.0384292932381167,0.2723042132,27.7300473652,0.0,17.7929586968,0.0,0.0,0.0384292932,0.01508616371480841,0.6886517902369204
VIG,2022,4,0.8584126213,261773140000,45133300,75.9234432865,3.6350903517,65.5719554599,8.46719710280436,6756.6574120217,51.9286563571,0.6877310803286538,0.021916572535419055,0.0106506068,0.0142541234,0.0099449091,0.014439753050778664,5107189418.0,251781541.0,25.0668270578,11.8322992855,25.0668270578,0.0,1.0388648780614222,0.2704514921,47.7245621587,0.0,24.3271716054,0.0,0.0,0.040311656,0.00569844494653057,0.676094700529321
VIG,2022,3,0.7085461928,216639840000,45133300,20.5713716448,3.6420194257,233.3825428324,5.977502797269422,6774.4348195457,24.2381408226,0.6321428497998939,0.06352322437514589,0.0421456886,0.046598122,0.0374723127,0.07720949242372786,9079746910.0,327910286.0,11.2861577805,0.1337699201,11.2861577805,0.0,1.0926682516802784,0.2724651028,30.5561706609,0.0,50.7482774591,0.0,0.0299507514,0.0926682517,0.009908639565974528,0.4337209976691268
VIG,2022,2,0.8905121933,174079830000,34133300,26.9042901554,3.0348809825,6.4917373267,76.8575427515066,5727.0411772082,21.408100425,0.9254221428388515,0.05778930456550906,0.0336976268,0.0360519065,0.0297716782,0.09076538832883502,7177517814.0,4120382889.0,7.5709516959,1.2139860984,7.5709516959,-2.884402179306642,1.144537755345868,0.2638454528,31.5530374377,0.0,51.4227138823,0.0,0.0709931517,0.1445377553,0.011317276423344265,0.43312324738939983
VIG,2022,1,1.1681036276,225279780000,34133300,91.5164778243,15.1929892371,35.397136811,16.323864349476903,5650.1836344567,128.9363604769,0.5361736495026639,0.11687314166912002,0.01292857,0.010796425,0.0114920615,0.09877123759120454,1774120397.0,470887359.0,7.7228939293,1.40231314,7.7228939293,0.0,1.141640431778759,0.0692022844,8.9420427767,0.0,56.8123912986,0.0,0.0564034752,0.1416404318,0.012215036330061048,0.42731068423979635
VIG,2021,4,1.4907266119,286719720000,34133300,196.6857236445,24.1839133874,45.0875627963,138.58680069023504,5634.8360142442,367.1187538862,0.48860232225062283,0.9324720342970575,0.0075792314,0.006123675,0.0067658769,0.8822649939787676,794011464.0,4475724840.0,8.9872445146,1.6801704252,8.9872445146,0.0,1.1202142100896149,0.0550263046,9.2695416313,0.0,81.8946442522,0.0,0.0304828592,0.1202142101,0.006649870169443488,0.42614997823115086
VIG,2021,3,2.3470551459,440319570000,34133300,-88.1615378676,54.5381917432,-4228.142740664,-42.14904966704069,5496.2492135539,-101.782503648,0.06472362352286014,-0.677580193569649,-0.0263781786,-0.0257646925,-0.0236539412,-0.7154719922148334,-4373014352.0,-1519140702.0,8.9714667777,1.413980318,8.9714667777,0.0,1.120570075749583,0.0382250761,4.8927006427,0.0,56.0932281871,0.0,0.0312514782,0.1205700757,0.007592556914698388,0.41566897009746684
VIG,2021,2,1.552795518,293546380000,34133300,-62.8355767273,40.3022598023,182.225850055,-96.38235283432894,5538.398263221,-75.0219854585,0.20031058493456463,-1.1827118256806957,-0.0245232645,-0.023505532,-0.0221446562,-0.4916478582008629,-3962471658.0,-1367574562.0,9.1849652616,1.4898546224,9.1849652616,0.740500235807633,1.1251781162358288,0.0345152936,4.0396349022,0.0,54.3648309008,0.0,0.0310136441,0.117289349,0.00840912391304327,0.41463952266951454
