ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
AUM,2017,2,0.9819146832,10600000000.0,1000000.0,18.327545241,0.6310214618,8.5718847343,0.0,10795.235249,-3.7232383944,0.055276792832454576,0.0,0.0538286457,-0.2574175755,0.0410632565,-0.033799461614866855,-2550231075.0,-112552917,2.134186654,0.5937458068,1.702695271,1.2801471968181655,1.1926514987,4.2288227488,0.28888132756112284,31.2157854041,9.0977181647,40.60238489636112,11.6928020639,0.0503370225,0.2801471968,0.4160379100044196,1.0795235249
AUM,2017,1,1.0004413754,10800000000.0,1000000.0,23.9346078324,0.6242494503,21.1705515926,0.0,10795.235249,-3.4906755749,0.06012758439383307,0.0,0.0422402357,-0.2748228498,0.0321673238,-0.025368828437995605,-2777433206.0,-104997758,2.0928476031,0.6196322896,1.6770436445,1.2768825995966029,1.23334074,4.6124362129,0.28048886123768546,31.2322543287,12.5673055869,44.080048776837685,11.6866363906,0.0503370225,0.2768825996,0.3696689570863839,1.0795235249
AUM,2016,4,0.9819146832,10600000000.0,1000000.0,43.9958839941,0.5376391907,5.5334584664,408.263273,10795.235249,-3.136359272,-0.014134003630821389,0.07980252070091451,0.0222266382,-0.3104523304,0.0165989719,-0.3815714888157305,-3027433221.0,-1952089026,1.8268095206,0.9275507211,1.5187602638,1.3426122354621788,1.3583207036,5.3292598872,0.4887444567933666,44.136447471,5.1552427624,49.78043469019337,8.2698092147,0.0503370225,0.3426122355,0.36361420186406906,1.0795235249
AUM,2016,3,0.0,0.0,1000000.0,121.7139323188,0.0,0.0,170.101143,10592.482407,0.0,0.06866849721849666,0.04037174577764093,0.0,0.0,0.0,-0.17779689789164288,0.0,-749124294,0.0,0.0,0.0,1.344474410888677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3287252530812724,1.0592482407
AUM,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06955086071430286,-0.03317167409551049,0.0,0.0,0.0,-0.08085947842770562,0.0,-309904974,0.0,0.0,0.0,1.2886195867538304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3418653850289287,1.0546870461
AUM,2016,1,0.0,0.0,1000000.0,0.0,0.0,0.0,-210.297824,10674.005424,0.0,-0.03499838329489774,-0.03208744333131035,0.0042427353,0.0,0.0032110231,-0.07766179137265374,-4031155413.0,-508987443,2.1035274841,1.4240566199,1.678676648,1.2853409691128521,1.4469483595,6.0702833644,0.27672067330586014,43.6185654901,18.9931159568,62.88840212020587,8.3679964231,0.0509087244,0.2853409691,0.3142775293571933,1.0674005424
AUM,2015,4,0.0,0.0,1000000.0,42.1769070062,0.0,0.0,256.064296,10884.303248,0.0,0.0020063620080420963,0.05379273986444178,0.0,0.0,0.0,-0.519930671409465,0.0,-2474974907,0.0,0.0,0.0,1.335491091785869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3191554403483118,1.0884303248
AUM,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054316643830131205,0.0,0.0,0.0,0.0,-0.27579694230800683,0.0,-1234980595,0.0,0.0,0.0,1.4531953752921987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3123824829006928,1.0628238953
AUM,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036499508361660285,0.0,0.0,0.0,0.0,-0.06054358418709185,0.0,-292503318,0.0,0.0,0.0,1.2143525025017075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31393262211887285,1.096153378
AUM,2015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040298611828505804,0.0,0.0,0.0,0.0,-0.011039166534021197,0.0,-50651587,0.0,0.0,0.0,1.2094049757260676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32052861674584654,1.096653378
AUM,2014,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1225621169,0.05006839494560817,-0.0032645673627278407,0.0277862464,0.0,0.0215391375,-0.0845639975117153,655337848.0,-400449268,1.8300496085,0.9053367935,1.5100983394,1.27934223025776,1.5781992971,6.3195489835,0.4269121669324966,28.9115226286,0.0,29.338434795532496,12.6247242211,0.0511259887,0.2793422302,0.32886847627431237,1.0628645301
AUM,2014,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02008531003029834,0.008724095864157667,0.0,0.0,0.0,-0.11762008184354615,0.0,-618080833,0.0,0.0,0.0,1.2253330613396312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33909218650904727,1.0654104523
AUM,2013,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03229776843438784,0.0,0.0,0.0,0.0,-0.029571614254630202,0.0,-140027993,0.0,0.0,0.0,1.2680465648145895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2721638539050772,1.0323318588
AUM,2013,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03725976516283826,0.0,0.0,0.0,0.0,-0.017379699291054495,0.0,-74648808,0.0,0.0,0.0,1.2450748559018687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825990257879533,1.058961859
AUM,2013,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02624941306604138,0.0,0.0,0.0,0.0,-0.017615104166740184,0.0,-107448432,0.0,0.0,0.0,1.2436265324956937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2808531196695505,1.0621073647
