ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Dividend yield (%),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
DNE,2015,4,0.5102336686,31177440000.0,5773600.0,8.6220155675,0.1684402543,0.683349626,572.570566024664,10583.3862640294,-0.8316802727,0.12115371870823907,0.0655980812976807,0.07183429534136608,3620065346,0.1481481481,2.4917490134433296,1.070720940860872,1.0583386264029375
DNE,2015,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05348897142432923,0.006058165874585156,0.007650045596130121,350633972,0.0,2.3979984129172998,1.1681927771390692,1.0027486657198281
