ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
EVS,2024,3,0.5058983641,988803708000.0,164800618.0,115.1429469575,3.6847216938,22.2489112848,-169.66485516456012,11860.0897447909,58.9556297902,-0.46746640272981366,-0.7744772410472235,0.0043699658,0.0063893811,0.0035243087,-0.8831744420128504,19797147123.0,-31885156964,0.0,4.4895311354,2.0924268931,4.4895311354,3.80696549993381,1.278134520655047,0.1101302421,11.0567266041,0.0,49.2080473264,0.0,0.1343144624,0.2781345207,0.012149900036001327,1.1860089744790885
EVS,2024,2,0.5237014561,1038243893400.0,164800618.0,10.983214304,2.8138802275,-44.0130711257,103.45039973697186,12029.7545999554,9.3895084227,0.6064158236875618,0.2828541050461953,0.0481191319,0.0557817327,0.0395849256,0.3720096899591319,131831764984.0,22422435089,0.0,5.0218446369,2.5297433579,5.0218446369,-3.5816552681932836,1.2431631333113444,0.1545089649,14.6837505197,0.0,26.4792798436,0.0,0.1411911338,0.2431631333,0.011645544935587122,1.2029754599955444
EVS,2024,1,0.6283295568,1236004635000.0,164800618.0,14.0266327568,3.3193170776,37.679309381,91.48659605754634,11936.4112645803,10.8428147817,0.6974304643969216,0.2942539620655793,0.0453664435,0.0550095174,0.0376572304,0.4364786126425302,131425144797.0,22364384695,0.0,5.0999757519,3.8403876658,5.0999757519,-2.624694946940658,1.2318087711092884,0.1591303662,14.0480763147,0.0,6.6628653171,0.0,0.1609093984,0.2318087711,0.012410315075064625,1.193641126458033
EVS,2023,4,0.7007220588,1367845129400.0,164800618.0,41.0603895508,3.5714767788,167.9621674702,26.836999864891283,11844.9246685228,22.0099311564,0.14510841703669494,0.03663117403769655,0.0171956502,0.0289487503,0.0138473661,0.010469585466993137,69186891101.0,1264070943,0.0,5.599372546,4.3055016356,5.599372546,-0.15882137905121857,1.206730383705005,0.1591997599,13.3010372878,0.0,36.1443007494,0.0,0.1182354286,0.2071902197,0.013205085395632877,1.187127165709415
EVS,2023,3,0.7007510481,1367845129400.0,164800618.0,12.0554331333,3.1825045944,5.3739335218,351.82857874355784,11844.4346572293,8.7485125713,0.6949516562155627,0.42408098448865156,0.0592833179,0.0780500891,0.048559574,0.5862299500768178,174063727708.0,80151038345,0.0,6.5312620593,4.9674652348,6.5312620593,-9.953557978808185,1.1801298016836281,0.1839452796,14.610175577,0.0,23.6102054986,0.0,0.1021100884,0.1801298017,0.013923010834923694,1.184443465722926
EVS,2023,2,0.7831121974,1483205562000.0,164800618.0,-16.3374033746,3.8967475316,-40.8826804166,64.54493546862791,11492.6060784857,-18.112132625,0.5494431172058344,0.1670688585027197,-0.0481241324,-0.04636872,-0.0381196993,0.34307937564356594,-90748487502.0,21843393659,0.0,5.8378960344,4.3460920311,5.8378960344,-2.7427782256304116,1.1998542215606216,0.1598196698,12.4381577299,0.0,12.8798585244,0.0,0.1017315225,0.1998542216,0.015101570304664646,1.14926060784857
EVS,2023,1,0.7804928286,1472905720000.0,103000400.0,138.6989220461,2.230973614,6.7379176784,-343.55553529889204,18321.7570705356,42.9753764384,-0.37173557747465963,-0.5720159870879671,0.0055595132,0.0152568871,0.0042588303,-0.5775006294492153,37289458678.0,-35725651424,0.0,5.2592407613,4.3899791434,5.2592407613,4.181963939027289,1.2268458963687898,0.2647701294,22.5187734671,0.0,14.0891239765,0.0,0.1070289582,0.2268458964,0.01597035841577397,1.1451099697745066
EVS,2022,4,0.5143230227,988803840000.0,103000400.0,13.0216519046,1.0919363176,1.5197388975,778.9358610646173,18665.3126058345,9.5386669928,0.6606599475127591,0.47885367491241665,0.0400688808,0.0582932444,0.0268053705,0.606629893617624,128981315474.0,101639283040,0.0,4.5869296915,3.8716843318,4.5869296915,-10.915008468921274,1.276939826402698,0.3196616852,40.1742929259,0.0,28.7522155877,0.0,0.1108714039,0.2769398264,0.016516672260278285,1.166582193597114
EVS,2022,3,0.614993196,1133004400000.0,103000400.0,5.3005979355,0.9538112192,3.3629772805,-1420.0651081646286,17886.3767447699,4.3764339767,-1.958124152320727,-1.6707104296891364,0.112142274,0.1442077749,0.0721639366,-2.107566179189264,314070858585.0,-184513099744,0.0,3.7928795641,1.6984083329,3.7928795641,15.132167874622583,1.3481429702061376,0.4036479451,57.5116799989,0.0,13.8920278945,0.0,0.1712256837,0.3481429702,0.017321557224348208,1.11789869578159
EVS,2022,2,0.8080204586,1606806240000.0,103000400.0,3.7125063542,1.1594469506,3.312288883,1087.7857999774758,19306.4418529248,2.6956732155,0.48685262439534027,0.3264165441187051,0.228840478,0.2472056764,0.1325513521,0.43837785358762066,550582649442.0,150473055541,0.0,3.8761249073,2.0165922048,3.8761249073,-9.370027391517317,1.3678962404036448,0.4761483249,86.2919068302,0.0,15.8756997596,0.0,0.1156403639,0.3678962404,0.011801692499364882,1.2066527768894653
