ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
STB,2024,2,1.3021899667,63908812772400,1885215716,7.8111154116,2.3967822281,1.7636291308,1154.6896100668832,26033.0680375041,0.3558923422063949,0.1755456297,0.0,0.0119593677,0.0,14.615785411081461,13.6157854111,0.14820101793577398,2.6033068037504097
STB,2024,1,1.170660392,56085167551000,1885215716,7.0724725554,2.1367857105,1.8433400333,1119.9805847576542,25413.0063702482,0.3548078926672537,0.1770638701,0.0,0.0120089263,0.0,14.476081059426852,13.4760810594,0.15395959326973205,2.541300637024819
STB,2023,4,1.1995438946,54859777335600,1885215716,7.1074629014,2.0960437962,2.0507289788,1198.2405943405577,24259.2206355233,0.40101308554029336,0.1829904532,0.0,0.0121908428,0.0,14.745958487128926,13.7459584871,0.15895092529247037,2.425922063552328
STB,2023,3,1.2895897203,56367949908400,1885215716,7.8171582993,2.0649680039,1.7788009836,867.0583350897548,23185.6686898106,0.336952300381686,0.1751386184,0.0,0.0117146166,0.0,14.900217174624188,13.9002171746,0.1652164755848589,2.318566868981056
STB,2023,2,1.4254252308,59572816625600,1885215716,8.7764374357,2.0958184796,2.6432322154,1021.1701417833926,22168.8232520548,0.33472092882542726,0.1719325424,0.0,0.0114318235,0.0,14.88712113464705,13.8871211346,0.17049114954953956,2.2168823252054835
STB,2023,1,1.3851697585,56179428336800,1885215716,9.914175308,2.0196520956,3.2185115373,1007.8194149745779,21513.6085784678,0.3255189317528974,0.1491958415,0.0,0.0098365112,0.0,14.712190922223012,13.7121909222,0.18064486398458615,2.1513608578467847
STB,2022,4,1.2543052507,48450043901200,1885215716,9.6117784333,1.85339147,3.1176647104,928.8714204629514,20489.4302928673,0.289758013620814,0.1383128098,0.0,0.0090576507,0.0,15.325918717572549,14.3236791958,0.19539901575571655,2.0489430292867343
STB,2022,3,1.2911650624,47695957614800,1885215716,11.5000985452,2.0806975829,5.8266132914,642.688786072055,19594.7061582845,0.21027622805918383,0.116435026,0.0,0.007577479,0.0,15.273120283328904,14.2731202833,0.21565997607812487,1.959470615828454
STB,2022,2,0.9294916253,33274057387400,1885215716,9.2813665876,1.6581219625,17.4575113329,426.41751454611784,18988.8746927887,0.3089149248414575,0.1029503245,0.0,0.0067480825,0.0,15.40365924192957,14.4036592419,0.21921779422804966,1.8988874692788738
STB,2022,1,1.2247148715,43454222253800,1885215716,11.0346240351,2.3257153933,9.9988587115,675.8250470685127,18820.7072001727,0.4650830693213514,0.1163816477,0.0,0.0074970132,0.0,15.572773110456321,14.5727731105,0.22818716435821185,1.8820707200172737
STB,2021,4,1.5241809407,52220475333200,1885215716,14.9337694147,2.9495899409,-4.2886482087,455.04978168768884,18173.6953014028,0.34385017992806083,0.1079287156,0.0,0.0067312242,0.0,15.212375716686129,14.2100642835,0.2391989547868491,1.8173695831846122
