ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VNR,2020,1,0.8658117268,2451120021900.0,131075937.0,10.4616842505,1.7717291451,32.6171740444,166.9538569997024,21598.2290623641,-31.1087282415,0.06243729834084022,0.0783923611,-0.0280643572,0.032864797,-0.0866945692038365,-78562334700.0,-30385558103,0.064171123,1.416395984,0.0100757095,1.4066600359,2.452690485349197,0.1940596454,0.0,277.47463028245625,0.0,0.0,277.47463028245625,0.0,1.4526904853,0.0016299646177776325,1.7282382423521168
VNR,2019,4,0.7934814247,2438012428200.0,131075937.0,8.4628214334,1.9716439078,23.2952243087,650.6051301391803,23441.0024249989,-36.2530661498,0.4814246429644298,0.0945508212,-0.0212610484,0.0421537266,-0.05139447643250527,-64194919548.0,-9103923162,0.0,1.505062672,0.0266041584,1.4946357733,2.2532135843267915,0.1809350357,0.0,266.6969182320591,0.0,0.0,266.6969182320591,0.0,1.2509213869,0.0015075357542697484,1.8740363738258088
VNR,2019,3,0.8592928085,2569088365200.0,131075937.0,9.0901584347,2.0746398187,17.1472186017,536.7693804698874,22809.4542462206,-33.0705039707,0.24495051148833405,0.0939852939,-0.0252650345,0.0400756066,-0.08264355780025186,-74336290854.0,-23737848814,0.0612244898,1.3684618829,0.0348530722,1.3588089006,2.3881684977210327,0.175593667,0.0,320.2834374411254,0.0,0.0,320.2834374411254,0.0,1.3881684977,0.001578271174442015,1.8244352764141756
VNR,2019,2,0.8120872021,2372474459700.0,131075937.0,8.1506211427,0.0,19.3588926702,433.1467226513132,22288.2468207952,-34.2386286817,0.1659293093739826,0.0977917416,-0.0235567174,0.0417564988,-0.05025057760255196,-68773060587.0,-17193961747,0.0662983425,1.3307117747,0.0124195976,1.321295534,2.4558572441079662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4558572441,0.0016599823957441759,1.7833169248160992
VNR,2019,1,0.9338275133,2857455426600.0,131075937.0,9.3456984954,0.0,57.6154933629,577.4005990283327,23344.7822949532,-36.7822167477,0.40710773993029303,0.1038585536,-0.0251851922,0.0447157149,-0.08622477365381226,-75626864267.0,-16029608106,0.0550458716,1.3972974625,0.0190427603,1.3871131042,2.3035749401591366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3035749402,0.00166140255720889,1.8454422694609478
VNR,2018,4,0.9699836944,2896778207700.0,131075937.0,9.7634173785,0.0,26.8521627522,608.8613381722383,22783.8881490201,-37.26359108,0.4518348089013184,0.1040076643,-0.0265563983,0.0451401225,-0.11021994430883252,-76084727117.0,-19468023893,0.0,1.4446469596,0.0173624116,1.4336364391,2.2347582494380145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2347584759,0.0017819879913161896,1.8011026927401157
VNR,2018,3,0.9708363727,2818132645500.0,131075937.0,10.6401270598,0.0,554.4510403686,601.2809886073902,22145.8534159859,-46.5058689894,0.38902470059933214,0.0943245068,-0.0221799052,0.0399694909,-0.08373432410487956,-59273047820.0,-16963942252,0.0558139535,1.3450868406,0.0154658518,1.345069607,2.3766616014571684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3766616015,0.0017551988381268484,1.7506650295891486
VNR,2018,2,1.0202204357,2883670614000.0,131075937.0,10.7085726941,0.0,-359.4978594928,545.0810092168176,21563.9671887831,-46.3703274969,0.4459538315112446,0.0,0.0,0.0,-0.1535692398620974,0.0,-24603582979,0.0545454545,0.0,0.0,0.0,2.3806578463135635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00176714864628527,1.7046659953668708
VNR,2018,1,1.0547711911,2936100988800.0,131075937.0,11.0913889767,0.0,69.3218812057,508.3283635119084,21236.833341836,-44.7128464257,0.46506477327345613,0.0960380189,-0.0264931446,0.0403255708,-0.1275427842197785,-64092168196.0,-18272996139,0.0535714286,1.4270924143,0.0193710321,1.4270762045,2.30976471912428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3097647191,0.0020201597398998737,1.6788055430696576
VNR,2017,4,1.1329262621,3080284519500.0,131075937.0,11.9032577602,0.0,475.3988665808,365.96220033887687,20742.7445067969,-52.9201634692,0.293198394623166,0.094543731,-0.0241909488,0.0404370166,-0.027768352519626175,-55880758007.0,-4543052202,0.0510638298,1.4053532744,0.0456529135,1.4053374312,2.371806644140188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3718066441,0.0027971778044120557,1.6397470327126278
VNR,2017,3,0.9916025089,2778809864400.0,131075937.0,10.0272015747,0.0,21.4092025819,635.0572129650311,21379.5344497595,-34.470326564,0.6462542339860515,0.1013765526,-0.0311014567,0.0419165312,-0.16594901714962967,-77044358384.0,-21375048422,0.0566037736,1.3972250885,0.0316046863,1.3972127246,2.3955884160157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.395588416,0.0034454339679710166,1.6900862932233103
VNR,2017,2,1.1691705351,3145822488000.0,131075937.0,12.2760035175,0.0,35.835212344,510.2369701465495,20527.3732787354,-37.5073273551,0.5016203536250409,0.0947142069,-0.0332603471,0.039025559,-0.22168136539656005,-80159606048.0,-29556222800,0.05,1.3070356973,0.035430423,1.3070286824,2.450338028816588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4503380288,0.004319172252656647,1.6408691788349115
VNR,2017,1,1.2287707567,3263790831300.0,131075937.0,13.0539121273,0.0,20.5279853841,462.99305930576713,20264.1541264664,-44.9371872424,0.42206698532684983,0.093194817,-0.0305797072,0.0383740066,-0.07161926118084991,-70678469230.0,-10297834450,0.0481927711,1.2948287947,0.026278858,1.2948100956,2.528210445627283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5282104456,0.005216520619954712,1.6019136999164534
VNR,2016,4,1.1400410084,3106499706900.0,131075937.0,12.9558003694,0.0,30.0106018279,505.96166761714625,20788.7258665944,-38.6395591704,0.5179139787588566,0.0886653245,0.0,0.0374193448,-0.2024804953326881,-78127197779.0,-25927828647,0.0506329114,1.385799598,0.0262370971,1.385784583,2.3047384190327262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.304738419,0.005819003359482769,1.6617424539147574
VNR,2016,3,1.2522222707,3368651580900.0,131075937.0,15.0870716569,0.0,91.9643706486,475.84195585037094,20523.5129592169,-44.9717695643,0.44907815401400986,0.0836439988,0.0,0.0343867744,-0.17791867437650252,-70296232702.0,-24710714796,0.046692607,1.3533546237,0.0618918199,1.3533437405,2.4286051706367924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4286051706,0.006821451453742546,1.6224164292573617
VNR,2016,2,1.0034043028,2608411146300.0,131075937.0,10.6136451504,0.0,77.6123810732,462.6774718917325,19832.4842189837,-33.8044188306,0.4258857265356818,0.0,0.0,0.0,-0.14247035634519278,0.0,-20287697018,0.0603015075,0.0,0.0,0.0,2.4577318044319765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00784530527587248,1.5859128200391415
VNR,2016,1,0.9811170126,2621518740000.0,131075937.0,10.9433490879,0.0,-41.115513815,384.8153846117461,20384.9283454445,7.7034412296,0.3152394250098656,0.0902158575,0.0,0.0363598147,-0.11178450972381222,-68874205962.0,-17886134701,0.06,1.3503179037,0.0961525672,1.3502574266,2.4096852102137327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4096852102,0.008491904497807066,1.6297185939625325
VNR,2015,4,0.9044893039,2372474459700.0,131075937.0,9.7798806239,0.0,15.080411697,380.11040117149804,20011.2924730342,7.1507909106,0.42229754092178257,0.0,0.0,0.0,-0.15383997656780127,0.0,-18150282005,0.0662983425,0.0,0.0,0.0,2.43446213283784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00951335680761354,1.6016280490971215
VNR,2015,3,0.9220203074,2464227615600.0,131075937.0,9.4861221659,0.0,-80.9683189213,647.3416569205987,20390.0064331335,7.1788983976,0.49784824616669465,0.0,0.0,0.0,-0.1417771880151053,0.0,-24163837302,0.079787234,0.0,0.0,0.0,2.513058345013802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01033997959727071,1.6118625254612013
VNR,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36899967271408646,0.0,0.0,0.0,-0.13218056493232702,0.0,-19500887582,0.0,0.0,0.0,0.0,2.570821643414134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011582332252117411,1.562503994276193
VNR,2015,1,1.1643603334,3145822488000.0,131075937.0,12.4779822032,2.9227675262,-87.5493977672,427.1112389988103,20612.1758975105,7.5532077703,0.370961542254738,0.0,0.0,0.0,-0.026812504152875897,0.0,-4046433979,0.0625,0.0,0.0,0.0,2.3610818237547315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01191198171977153,1.6294253759245103
VNR,2014,4,0.9785305397,2621518740000.0,131075937.0,7.8298958038,0.0,-25.6846636801,492.06296032047436,20438.8102242367,5.8672071081,0.5294814904643714,0.0,0.0,0.0,-0.26800304246113316,0.0,-32646196296,0.075,0.0,0.0,0.0,2.279981224873566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018081189498252645,1.596240803122396
VNR,2014,3,1.2289275276,3172037675400.0,131075937.0,9.9217777668,3.1336741329,-576.9958755102,525.3499556673015,19691.9667400127,6.8204525858,0.4207273239802033,0.1279919983,9.5042327352,0.0539116219,-0.06735422695747427,405665513427.0,-11023913805,0.061983471,4.7082600753,1.6875526233,4.7081877516,2.5298747865788047,0.1706939232,18.4414912824,530.3351050208158,0.0281830884,478.3579593882,1008.7212474974159,12951.029170233,1.5176546064,0.020295636464550126,1.5566813745225976
VNR,2014,2,1.0714993927,2700164302200.0,131075937.0,8.5956024851,3.1431149322,0.0,478.8637461351888,19225.3958695027,5.0910843215,0.5150034879797243,0.1269894663,8.0903799316,0.0571723889,-0.07154968110575792,395855860981.0,-8720320796,0.0728155339,4.0495163694,1.6379541445,4.0494538067,2.5076295122644865,0.1563516253,15.5728887641,656.7415176769786,0.0421955912,603.9603201841,1260.7440334522785,8650.192814791,1.4951193588,0.021133352491112502,1.5197982031458215
VNR,2014,1,1.0767260115,2647734291000.0,131075955.0,7.4781712195,3.2321823216,0.0,1053.7564444066038,18760.5758419765,5.1084568225,1.0581198285733315,0.1445576112,7.9332862651,0.0696517565,-0.177205229540496,443377737884.0,-23131561753,0.0742574257,3.4995795496,1.2783072396,3.4995421021,2.5632666588186064,0.1611504888,14.3535300079,707.7291315624132,0.0532040174,725.3983587603,1433.1806943401132,6860.3841876972,1.5503008556,0.019737284848677813,1.483053642359343
VNR,2013,4,1.1612590709,2823174424000.0,100827658.0,9.3938088632,3.6509576646,-21.1822250974,495.4412792668456,24111.7599852513,5.4966569079,0.41867130995194735,0.1265190841,0.0,0.0684562393,-0.25702682981233854,372914025379.0,-30667411904,0.0714285714,2.4260375258,1.3839713462,2.4259986899,1.879009699047559,0.1761359312,12.3423374802,607.1130232049469,0.0357903797,649.6600722761,1256.8088858607468,10198.2712409389,0.8658699798,0.020379387012676112,1.4662524177055563
VNR,2013,3,0.9739720342,2419863792000.0,100827658.0,6.9161798473,2.9958978009,-51.6927139598,630.5393161765197,24641.3645926299,4.167790871,0.631430536671557,0.1453493006,8.9624584888,0.0776613342,-0.17607902279743393,425578536337.0,-17728577464,0.0833333333,2.3815755721,1.3203242917,2.3814795925,1.926840036235576,0.1792850725,15.0559030305,635.7343952945361,0.0606142069,636.1117982855,1271.906807786936,6021.6905959153,0.913349954,0.0206238655416207,1.4984149548149863
VNR,2013,2,0.9573626855,2319036134000.0,100827658.0,6.3658079665,2.7856127487,-57.3565547707,1018.5303452848225,24024.3330412971,3.8374380046,0.8024740596026387,0.15340424,8.5890227185,0.0824602584,-0.10977615848200996,418427505599.0,-14048523382,0.0869565217,2.513657216,1.4250086245,2.5135715598,1.9297560492958132,0.188441904,15.5868301633,593.3890124344141,0.0566762731,617.9923884476,1211.4380771551141,6440.0847118101,0.9158012546,0.021926817286832136,1.4608939278996833
VNR,2013,1,1.0325205104,2480360386800.0,100827658.0,7.3649209265,3.0206058261,61.8500849505,836.8688107582544,23825.1925760489,5.4753553306,0.5546633185854892,0.1430197385,9.1865199511,0.0769143549,-0.13218838689886633,388654942347.0,-20109483643,0.081300813,2.9101713254,1.8288125822,2.9100890358,1.809592268778684,0.1875346122,15.8984502556,588.1516257811074,0.0528497084,587.33505638,1175.5395318695073,6906.3767904943,0.795482413,0.013285359820218194,1.4487844097715408
