ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TSJ,2024,3,2.813615775,2387757400200.0,74797400.0,28.8118554406,16.7618050471,321.4071556627,163.85721935521823,11345.8988550538,117.7146232074,0.20446595414565408,0.3105531822771015,0.097674992,0.0200411614,0.091765914,0.10371007501387057,20001926380.0,4092955727,15.1259678495,0.9051582234,15.1117759045,1.0498380334863997,0.157736368,27.1561309041,24.759349279222103,1.6621882498,3.2703124157,29.691849944722104,219.5900494741,0.0498380335,0.004533804555694729,1.1345504478890374
TSJ,2024,2,2.1552414832,1802617340000.0,74797400.0,21.5247501621,12.801811831,363.2202980783,647.3660683927516,11182.0416356986,85.8680147451,0.19260222088646925,1.027891528806504,0.099024707,0.0203595121,0.0929540898,0.09883946775316371,19940965486.0,4656070474,6.0516302338,0.9031711369,6.0455301932,1.1260390364265394,0.1562914364,26.2926408848,29.899491855634185,1.6614337618,3.734637012,35.29556262943419,219.689769401,0.1260390364,0.007633030568273799,1.118165295510695
TSJ,2024,1,1.5745711407,1353832940000.0,74797400.0,24.6459201444,9.9244842286,346.2549026959,144.1174530799199,11495.1935368074,68.6721640418,0.3174680688249179,0.4910417982499411,0.0651821788,0.0192448063,0.0617976922,0.15182880395602927,19376150348.0,3333026676,17.7460872732,0.7370510681,17.7303721255,1.0432721201364925,0.1534650014,28.2151385663,32.826138634264076,1.6838588991,4.2820363737,38.79203390706408,216.7640056991,0.0432721201,0.007645839269394841,1.1494793971256685
TSJ,2023,4,2.2905317353,1944732400000.0,74797400.0,25.7774676257,13.8265288294,241.6874041266,152.6406616807536,11351.0760837275,88.9107199776,0.28588817818323736,0.33652043886592536,0.0913692339,0.0221739136,0.0878307616,0.14518687236651054,21599010606.0,4925753163,19.530836161,1.5630443696,19.5182447841,1.0396021348981985,0.1637471445,31.1251892291,30.087229027108926,1.2709570764,2.97725712,34.335443223508925,287.1851510705,0.0396021349,0.004919697975609413,1.1350681527606952
TSJ,2023,3,3.9291203049,3291085600000.0,74797400.0,47.5376634697,22.990112935,348.8269399015,175.51715151863567,11198.4354220468,168.2033877419,0.21029029917931222,0.3470998024244279,0.0839646305,0.0198793141,0.0795090067,0.10876013196788348,19421349520.0,4113593976,14.97762599,0.6670778137,14.9641348444,1.0533407104311847,0.1644042555,31.4636171016,32.846726682478014,1.5605123359,4.9680935975,39.375332615878015,233.8975422334,0.0533407104,0.005117839225541004,1.1198046171617646
TSJ,2023,2,1.7508974961,1443589820000.0,74797400.0,21.9480386229,9.8006740641,57.691567237,262.1262043867835,11022.9182705281,73.4202411052,0.19535908618616524,0.459044001359604,0.0807614041,0.0200087205,0.0764325875,0.09773797589550472,19271657633.0,4174514414,9.1608160102,0.4709657856,9.151470364,1.0838205326531138,0.171166327,31.1988619162,28.90597816289141,1.5211131769,5.0927763979,35.51986773769141,239.9558465083,0.0838205327,0.00521697200520099,1.1022535120962567
TSJ,2023,1,2.1084847511,1757738900000.0,74797400.0,32.0480791878,12.5702954102,95.8147434984,418.3488076991981,11145.4446077939,94.3628493353,0.3549384316222965,1.1947227033744303,0.0681191618,0.0187677152,0.0644053664,0.21428744650141193,18426720541.0,5612477984,17.6833861242,0.6253663692,17.6689206775,1.0457373924942315,0.1642020505,28.4318566431,31.28584746840491,3.0898120304,6.5472955305,40.92295502930491,118.1301633916,0.0457373925,0.005697980584265005,1.1145057199291444
TSJ,2022,4,4.4653278849,3582795460000.0,74797400.0,117.4949889961,27.7333865822,971.8430547938,69.5897179714803,10727.0958000947,228.0434867984,0.20846648073050186,0.1428922733954268,0.0380523087,0.0159486918,0.0367181917,0.07551009192168832,15583838359.0,2750602487,19.8498752286,0.9140439172,19.8347020992,1.0410125085918405,0.1555599248,25.3700914086,22.29313056569496,1.3436940434,3.1380245471,26.774849156194957,271.6392186166,0.0410125086,0.0060582176480428775,1.0726722933128343
TSJ,2022,3,4.1566947894,3313524820000.0,74797400.0,98.1787384348,30.1185301667,171.1040281239,129.28491624040407,10657.5060821232,209.4245015492,0.17967174834538333,0.23043230236947054,0.0422897853,0.0161710191,0.0401407077,0.0943470322698393,15683562204.0,3959307612,13.8536515113,0.7963768315,13.8393478933,1.055641449621793,0.1308484851,21.3713029675,30.44770871846528,4.167154144,6.5245166113,41.13937947376528,87.5897524756,0.0556414496,0.006237630958299684,1.0657135634050803
TSJ,2022,2,2.251092528,1772698380000.0,74797400.0,58.3061528835,21.2634643105,68.3557987425,116.04983360384185,10528.2211658828,116.5528191157,0.1990325568609158,0.24625400141419426,0.0381594075,0.0153400378,0.036316007,0.09428113751559515,14872801482.0,3323322910,8.3542318775,0.6300959174,8.3168134293,1.089298431714471,0.0995814524,15.8349090439,33.72731617150933,5.9291917836,7.1917194945,46.84822744960933,61.5598235515,0.0892984317,0.006462797556626213,1.0527855211671122
