ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VNF,2024,2,0.5827500872,326513914000,31700380,13.3183016983,0.221125438,3.7012994325,389.6109729284002,17674.815028905,2.9143475321,0.09283939192005823,0.025482839922471388,0.0439111982,0.1075587861,0.0280492275,0.05492283980241854,69516693127.0,26619555938,0.067961165,1.516484974,0.51965627,1.516484974,-56.8726906805361,1.6804798437057755,1.689394389,233.2278312308,30.656371141558196,25.7933195006,56.449690642158195,0.1121052355,0.6804798437,0.010427553158136031,1.8033622375321132
VNF,2024,1,0.6768794839,370894446000,31700380,24.769362438,0.298224583,27.8905043038,193.47559988239888,17285.2040559766,5.8715499887,0.09277358682195709,0.020189522084996536,0.0265514378,0.0776608937,0.0179918192,0.05619320656018464,48379871193.0,17070586652,0.0598290598,1.6407413223,0.5139147818,1.6407413223,-42.938087322604446,1.520872121974578,1.4943298277,188.8073874701,31.33672949108512,22.4281746913,53.76490418238512,0.083489324,0.520872122,0.011042296868427233,1.7720716078349394
VNF,2023,4,0.5036232633,285303420000,31700380,51.5968583289,0.2540655989,-31.0591246268,272.56363229715225,17870.5009413136,6.2200586964,0.08890726712472805,0.021361949883068446,0.009570985,0.0513898321,0.0065528735,0.045615292962564405,32632487979.0,18450237163,0.0777777778,1.7008559777,0.547940763,1.7008559777,-43.39676024980491,1.4863613907150155,1.3307889244,182.7771149227,36.82079126933427,24.3267003619,61.147491631234274,0.0617591662,0.4860213953,0.011124015161757796,1.8254917125049028
VNF,2023,3,0.4600164371,256773078000,31700380,-33.3048345631,0.2799722843,-13.7201184966,-82.27832682131886,17608.0664672789,13.0494726194,0.06415289320811736,-0.009194680649739351,-0.0133010416,0.0208725055,-0.0094341954,0.022119544446476833,13368022887.0,6274649167,0.0864197531,1.7352124316,0.5302497213,1.7352124316,-29.64222034883413,1.4368659074090546,1.122484766,139.0217008229,33.236847215096525,16.0401317141,49.276978929196524,0.0571675045,0.4368659074,0.011769356668923873,1.7986655429709029
VNF,2023,2,0.5003466165,291643496000,31700380,-74.3604512603,0.3236449598,-11.9560058418,88.59683211999351,18387.2533484457,11.5188514024,0.05323338740017548,0.011156278774309226,-0.0066620392,0.0296668493,-0.0046763823,0.021832449267956786,18674688961.0,5496240949,0.0760869565,2.0320620512,0.5532245107,2.0320620512,-28.91333940500871,1.3316649399552676,1.0749499371,140.611720442,35.4526205470603,15.9786060826,51.4312266296603,0.0270334133,0.33166494,0.011718527008708415,1.880054984689058
VNF,2023,1,0.5260690762,310663724000,31700380,-670.7808132455,0.32492156,-25.2880693397,-94.32375460483439,18628.7323156063,9.0038989121,0.05907382037281549,-0.016334811535282573,-0.0007828389,0.0388950788,-0.0005169709,0.007416064418997849,24041092366.0,1357515864,0.0714285714,1.8847204778,0.5129216921,1.8847204778,-24.298666155747313,1.3781968172929138,1.0680691054,181.9315883831,40.419149156491166,22.0604652085,62.479614364991164,0.0075855231,0.3781968173,0.011333205224277422,1.9028598394841953
VNF,2022,4,0.4736508559,278963344000,31700380,13.5734362287,0.1327344076,0.9570373164,-170.2411694118493,18579.0860306091,1.0781360581,0.04597659653782828,-0.027234336923405277,0.0340002515,0.0893889503,0.0186786876,-0.0027792689063890056,54979917638.0,-550735187,0.0,2.0961782107,0.7625145697,2.0961782107,3.4172437186129048,1.366225241038623,1.9120913067,493.1787778394,51.648373609958504,30.139362911,81.7877365209585,0.0076905999,0.3753496712,0.00970937838438123,1.898796958252459
VNF,2022,3,0.5226537653,310663724000,31700380,4.7959337268,0.0813382005,7.0026073187,37.21965881797001,18750.4628330954,0.8350887197,0.09133594487578736,0.0044082165957311775,0.1056476334,0.1693053781,0.0550584447,0.04429154179008701,108941971712.0,11854813584,0.0,2.12536805,0.9377984247,2.12536805,-39.212199747208814,1.4736666965460687,3.2496792908,1128.9103251159,28.161352892067846,21.7152615791,49.87661447116785,0.0441179073,0.4736666965,0.009709233600323917,1.9354546171318594
VNF,2022,2,0.6718950618,398966148000,31663980,5.0489528226,0.0860394163,4.0526588985,197.8886324460791,18752.9284197375,0.8507088826,0.08886350485181935,0.02042727628326441,0.1325367148,0.1782313429,0.061607089,0.035795269047728034,121610338065.0,10979979214,0.0,1.795613729,0.9464384193,1.795613729,38.15668651099606,1.6669082141656342,3.6152184557,2068.3747682592,28.995526387850713,25.7412714876,54.73679787545071,0.1082078768,0.6669082142,0.0038746018461811027,1.9324014421797535
VNF,2022,1,0.8014994526,485515298400,26386701,5.6919128431,0.0895579991,-2.8867765241,700.4087881997829,22956.9713882004,1.5678848759,0.03578437459097651,0.013905159189203183,0.1491856984,0.1772618986,0.064052199,0.024015556253852394,135718744937.0,31919300674,0.0,1.3951675963,0.550049096,1.3951675963,-12.454994979713481,2.252739665145427,4.0423586887,2672.5298147967,28.099127581841184,26.5256650199,54.624792601741184,0.2137889159,1.2527396651,0.00401620816806263,1.980478943008991
VNF,2021,4,1.1452018974,672860875500,26386701,7.3832832599,0.1374341663,-3.4430623041,1469.8275015887739,22266.8160584379,3.2800220915,0.046859794376383865,0.02024317445527605,0.1608781721,0.1426976903,0.0675873355,0.028059124758108112,120298433664.0,53758478326,0.0,1.3939707541,0.3712280956,1.3939707541,-43.818282244589966,2.2849342558531482,4.2801432759,2155.2738571895,27.73215767791791,21.5496250439,49.28178272181791,0.3843582698,1.2621241549,0.004495359410058977,1.8767429934688868
VNF,2021,3,0.9807093853,527734020000,26386701,11.4010759147,0.1369625898,3.0802448963,586.9724105715223,20393.4012450818,3.4926536969,0.03427105622787536,0.014271443604551988,0.0703024732,0.1062012346,0.0266674938,0.022479646201525944,71422673456.0,24396321648,0.0,1.3289187041,0.5215709943,1.3289187041,-19.698099891317998,2.4314049580933017,3.2356385595,2382.890850828,30.51619906928776,35.2800759191,65.79627498838776,0.2146243038,1.4314049581,0.002541642570166905,1.7297518743954132
VNF,2021,2,0.9522995501,497578950000,25130250,10.816450728,0.1432504598,3.2042304983,523.1648063588702,20791.7771224719,5.3828980508,0.038530853355203,0.012051021076070208,0.0564479549,0.0737011818,0.0214946219,0.022982035384069913,50664148057.0,25072634692,0.0,1.3288869688,0.5289365515,1.3288869688,-31.22353952894809,2.3633395944388256,3.2460003072,1950.4555096289,29.755166582878427,31.7542984311,61.50946501397843,0.2755578886,1.3633395944,0.002863545148368338,1.6749847681666092
VNF,2021,1,0.5615525745,288997875000,25130250,7.5480612188,0.0969864447,0.4347434784,-31.835275415087395,20478.9373627401,-0.9127541653,0.03253035443785474,-0.0009953718232935456,0.05466337874531746,0.060871776193380356,0.020501073449850082,0.020491048415987704,29663885312.0,16469645724,0.0,1.0595076084136963,0.5051313638687134,1.0595076084136963,-15.162068985649961,3.489009431433902,3.0552420616149902,1519.128662109375,33.254336124466874,33.428504943847656,66.68284106831453,0.3364400267601013,2.489009380340576,0.004741883564691851,1.1203961478981508
VNF,2020,4,1.1555909754,402084000000,25130250,19.4241507019,0.1628693525,3.2044536683,156.03498373474199,13845.7294494086,26.2650731331,0.019632926698063147,0.004490876607824989,0.0194310518,0.0296440912,0.0084646659,0.005530122864516134,14956204867.0,4828613529,0.0,1.093029679,0.3539047274,1.093029679,-4.390901366928615,2.513444950977362,3.0229494474,1095.3541804709,26.654366643417863,27.7321519284,54.38651857181786,0.3470747793,1.5819050011,0.005024300251481779,1.1718899767025226
VNF,2020,3,0.7456793102,397057950000,25130250,6.4486683398,0.2044434872,9.4132520618,267.9079946677809,21188.7332571701,37.8111788022,0.01764394852665481,0.009541297305276551,0.0609756681,0.019826534,0.0283317908,0.005060299923881804,10256219904.0,3570683135,0.0,1.1446628042,0.2519582486,1.1446628042,-3.770103928404553,2.2894821049230734,2.4874984398,828.6428583272,38.49747219355713,30.3282303185,68.82570251205713,0.2801025298,1.2894821049,0.005515634681561142,1.1717719735066472
VNF,2020,2,0.7247172603,259679250000,8376750,13.0682269409,0.1620665163,9.6440512122,1210.6033009221953,42775.3024473692,22.1565907754,0.017240480868607952,0.016979265182101043,0.0554789689,0.0210744421,0.0265423693,0.006762250535187603,10722730328.0,4038776065,0.0,1.1138810752,0.2554032556,1.1138810752,-3.2535742591584507,2.4045555256323823,2.140242868,628.4088113693,40.16532201922386,33.6877281112,73.85305013042387,0.2799072905,1.4045555256,0.006156523061201401,1.1491318820351193
VNF,2020,1,0.7586931464,267218325000,8376750,16.6167904293,0.1846637303,6.6453352451,307.3908269913749,42045.9841407467,21.8680581198,0.0286379831862344,0.008796527244790726,0.0454048445,0.0251662676,0.0224155481,0.005241436226177648,12033348540.0,1534283136,0.0,1.1965122265,0.2930030377,1.1965122265,-1.319203465392566,1.8909109889282065,2.017041816,523.7014691276,35.772914889224644,29.1028723921,64.87578728132465,0.2261751909,0.8909109889,0.006802176464644923,1.13154628211798
VNF,2019,4,0.6228620891,217795500000,8376750,11.6053840827,0.1441541854,11.8570414054,318.96489294774227,41742.7877805832,14.0436372989,0.021889644234578808,0.007710224148208468,0.0539835162,0.0298758201,0.0257340949,0.0008322986800374946,14377043638.0,288423499,0.0,1.1495180631,0.3918638429,1.1495180631,-0.24086385792651427,2.013983813292612,2.0679417486,480.4310081974,36.2359522417835,36.3254592138,72.56141145558351,0.2520400486,1.0101278664,0.007414029188384983,1.122838347603787
VNF,2019,3,0.7102209399,246276450000,8376750,10.2631864176,0.1552296184,5.4953251774,535.2067014056764,41395.5691094995,11.3586939271,0.03327237976956401,0.012256571808970149,0.069322116,0.0413993392,0.0326441086,0.010850977404390588,20282872112.0,3969144793,0.0,1.126908559,0.3613123388,1.126908559,-3.1724755627123518,2.045185924722578,2.154313665,488.848014096,36.47802820677966,31.9447313261,68.42275953287967,0.3082776384,1.0451859247,0.008135873087845632,1.1137469955618446
VNF,2019,2,0.7268657998,248789475000,8376750,8.0925973821,0.149812976,121.7468376371,758.1825580326499,40860.3624080938,9.8303506036,0.03344524112464195,0.014368807633316551,0.086113532,0.0491174556,0.038853852,0.011951305294123875,23691928261.0,5282554101,0.0,1.1476674132,0.317455746,1.1476674132,-3.1799301657285697,2.156315888438335,2.2896080583,472.8556923561,36.64929818481114,31.4050559515,68.05435413631113,0.3178060366,1.1563158884,0.008888149911846863,1.0987056099373562
VNF,2019,1,0.6011718538,203555025000,8376750,5.9586694133,0.1219218238,9.4836080619,599.5913085623899,40421.0540573611,9.6774371657,0.034252225078169087,0.01408788792125668,0.0927244881,0.0459392272,0.0401456427,0.010077559199326742,22360242688.0,3592860485,0.0,1.1546688728,0.2946642399,1.1546688728,-2.926491237015997,2.098536448065537,2.3570582707,440.1887094779,37.31884876598526,33.9946031267,71.31345189268526,0.336531811,1.0985364481,0.009732583517595567,1.088973695949789
VNF,2018,4,0.5348124398,178424775000,8376750,5.505218975,0.1070031339,9.1841041681,976.931684006327,39827.0466691736,8.3321341675,0.037378093378566006,0.019382297160530193,0.1081431007,0.0492783693,0.0438497109,0.014891143057906408,21240623817.0,6287276173,0.0,1.1481528427,0.2434728306,1.1481528427,-4.63130799330518,2.196859895535132,2.2518630583,419.0877797466,42.235305410145244,45.5183071183,87.75361252844525,0.1982899751,1.1895106596,0.010729999050924234,1.0723401323847863
VNF,2018,3,0.6109520285,164184300000,8376750,4.0886166791,0.094583485,1.9222346665,1029.4801013519564,32081.0785248456,7.4415493458,0.04288402897640934,0.019602703307328714,0.1165712526,0.0598644042,0.0456184086,0.01680392009785623,21869001317.0,7392445850,0.0765306122,1.0668293789,0.2001918677,1.0668293789,-6.747520597750457,2.464402489513849,2.535395319,420.996981022,37.41978440457981,36.1468722662,73.5666566707798,0.2610639033,1.4644024895,0.014323899665180835,0.8672928596841708
VNF,2018,2,0.6255080701,197691300000,8376750,4.2038443122,0.1110377184,6.3072479085,788.6306065001343,37729.3293718924,7.0389274878,0.031508704647060695,0.014651282972529283,0.0,0.0,0.0,0.008723440489197628,0.0,3933338550,0.063559322,0.0,0.0,0.0,-3.6719778828053546,2.568051764977889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015858186147740008,0.8391331490754789
VNF,2018,1,1.1752708544,308264400000,5584500,7.9398865143,0.1683508104,6.6487522628,1608.204912883875,46967.8966266071,8.6370099116,0.03023324303275553,0.025343533914962697,0.1489016826,0.0930951921,0.0606011837,0.008642991610555447,33694001712.0,3062827926,0.027173913,1.0952526648,0.2677380173,1.0952526648,-4.246271135052405,2.3707845830755074,2.8581182337,411.058829957,39.43044470142884,35.064769581,74.49521428242883,0.2976791456,1.3707845831,0.014939140700068859,0.8492967850080149
