ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Days Sales Outstanding,Cash Cycle,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BLI,2021,1,1.0265982664,767153274564.0,59999474.0,11.2620205312,0.7693238104,42.9428537416,683.3773033576928,12454.7258829969,-2.1241907271,0.17929047025157377,0.09557276219129562,-0.3384906053543091,0.03174920752644539,-0.2017498298461628,-251681030144.0,-46138552420,1.2679095268249512,0.7718864679336548,1.26748788356781,2.9277220906821255,0.46477210521698,89.43930520007454,89.43930520007454,1.9277220964431763,0.13042108444529213,1.2454616696566667
BLI,2020,4,1.1674957977,824572771182.0,59999474.0,12.3829365314,0.8794105064,17.3107899491,-755.7374940486978,11771.3485796392,-3.0378761865,-0.21260141977335256,0.0964039485,-0.3440070457,0.0311323131,-0.3189047084054131,-241618541604.0,-68016328185,1.2213305519,0.3131841962,1.2210011476,3.292781966874889,0.4383687421,100.18752413453639,100.18752413453639,2.2305787716,0.14041604516402967,1.1503468767616667
BLI,2020,3,1.0435370352,757553358724.0,59999474.0,30.1564241527,0.8269089318,-113.9466928725,640.2877480892582,12099.2351726117,-2.3554402727,0.2082142826288885,0.0361758914,-0.3920972169,0.0123779768,-0.27455594677916684,-283169057201.0,-50657408954,1.3507182231,0.8452165058,1.3503491544,2.824714253765133,0.4514106736,87.26488168595998,87.26488168595998,1.8247142538,0.1290570419423548,1.209912910265
BLI,2020,2,0.5855686174,402596470540.0,59999474.0,19.9850327253,0.4432001147,4.4890063771,567.392695709299,11458.9474245224,-0.5868021216,0.17196388215638064,0.0289026533,-0.4076029357,0.0100495904,-0.4451940519734716,-277685594911.0,-88133962424,1.2503276617,0.2167701724,1.2500124667,3.0121815925060225,0.4531618725,85.59073044587149,85.59073044587149,2.0121815925,0.13650689989161627,1.145884696775
BLI,2020,1,0.6879402926,473995844600.0,59999474.0,83.3120292178,0.5448660635,23.5227254388,230.04955720111812,11483.5547288131,-1.6692909585,0.08239570628488309,0.0081182159,-0.3463554628,0.0028972418,-0.2021260031881767,-236143951162.0,-33859960904,1.2695430515,0.1150389622,1.2690716494,2.890977191118323,0.4429989541,86.02449381328002,86.02449381328002,1.8909771911,0.1368351618926878,1.1483454056316666
BLI,2019,4,0.5687116949,383996633600.0,59999474.0,9.2427122352,0.433585009,111.6581048787,-1019.0464085401816,11253.505171612,-1.0785713077,-0.31241695407859715,0.0619288041,-0.3339522563,0.0217643393,-0.5722362614403179,-223056363349.0,-111990758624,1.3282308446,0.3073489353,1.3277924639,2.9689040964112476,0.4639453796,84.09922735082766,84.09922735082766,1.9564315761,0.14037190234983313,1.125237561655
BLI,2019,3,0.6236390912,459175974522.0,59999474.0,6.4042420527,0.5325465611,40.096794045,557.3554196991794,12271.5206717812,-1.5108703918,0.18790442891157927,0.1016277417,-0.2863201457,0.0378159647,-0.25990526145386317,-208993131478.0,-46254897870,1.3036481442,0.1690714644,1.3031673397,2.6496429035670266,0.4547632243,83.85016295081032,83.85016295081032,1.6496429036,0.11803859565224509,1.227141309145
BLI,2019,2,0.5719571012,401996475800.0,59999474.0,4.7632968159,0.0,-4.2767093677,326.4656733990701,11714.1652519487,-0.4340923765,0.13066127493477778,0.1205109163,-0.3021299105,0.0456604644,-0.3104196167522906,-210258757931.0,-46535805277,1.3563431676,0.3068539009,1.3559782223,2.7142533196551835,0.0,0.0,0.0,1.7142533197,0.11789888042450755,1.1714062557766667
BLI,2019,1,0.4943991729,354056896074.0,59999474.0,5.1663875412,0.0,-17.3388318515,826.63791749241,11935.6995786663,-0.598701728,0.25170951738328967,0.0990422052,-0.3059071789,0.0381395233,-0.1908210013965817,-218587595743.0,-37600125890,1.2402789085,0.2481405409,1.2398894556,2.648626897209498,0.0,0.0,0.0,1.6486268972,0.11486222838799069,1.1935594942366667
BLI,2018,4,0.5446004518,362996817700.0,59999474.0,9.4334870658,0.0,1.4961424913,-515.4698242021256,11109.0616610406,-1.0503416977,-0.17950512263040339,0.0586398664,-0.3272336067,0.0220916748,-0.46676991005624363,-217548289857.0,-80422338029,1.296243149,0.4397203956,1.2958719431,2.7425579549800836,0.0,0.0,0.0,1.732975912,0.12423019309561453,1.1112492874316666
BLI,2018,3,0.5534563293,395996528400.0,59999474.0,7.9855023433,0.0,-10.4927805221,768.9550433225464,11925.0601188937,-1.2533413025,0.25669877608280195,0.0733369462,-0.2924663264,0.0289791778,-0.26590668614558827,-208642091562.0,-47791851125,1.3220476001,0.1840572579,1.3216058095,2.460050076478765,0.0,0.0,0.0,1.4600500765,0.03622622279261089,1.1924955575866667
BLI,2018,2,0.6184954295,413996370600.0,59999474.0,12.6163560548,0.0,28.6407937506,62.06760167597469,11156.1050755045,-0.4971409667,0.01940221024320305,0.0,0.0,0.0,-0.2774682798325392,0.0,-53256735630,0.0,0.0,0.0,2.542499313258922,0.0,0.0,0.0,0.0,0.042762082687663794,1.115600727365
BLI,2018,1,0.6309750966,419996318000.0,59999474.0,9.2493261152,0.0,-8.3886682027,329.3137398171191,11093.9402161667,-1.6861516526,0.10200867970991978,0.0678661094,-0.3084901019,0.0271197079,-0.18953774802049306,-205342244853.0,-36712662661,1.2743786389,0.7898023177,1.2739086686,2.5656308279832176,0.0,0.0,0.0,1.565630828,0.04286623504217157,1.1093940216166667
BLI,2017,4,0.6042010162,390236578896.0,59999474.0,17.7378512741,0.0,-16.7545012939,-333.83859966839043,10764.6293632667,-1.5052801717,-0.0959677636274304,0.0369590474,-0.3277386996,0.0142320631,-0.3425571309435662,-211679137744.0,-71497627557,1.3185880398,0.1664586678,1.3181070503,2.5602591476251026,0.0,0.0,0.0,1.5732853274,0.04218661838770234,1.090417817855
BLI,2017,3,0.6228858669,419996318000.0,59999474.0,36.2579435279,0.0,6.5402279317,489.36636331178505,11238.0138515667,-1.6363807847,0.14776667799711227,0.0174459574,-0.3157534904,0.0071414299,-0.2393661282705983,-212906525898.0,-47562836103,1.155695394,0.1786628639,1.155277095,2.390623402551216,0.0,0.0,0.0,1.3906234026,0.0465164223994193,1.1238013851566666
BLI,2017,2,0.6698514519,431996212800.0,59999474.0,529.5111007872,0.0,6.4771516193,261.4340799554343,10748.6517783667,-1.7664007081,0.08573060171011884,0.0012209673,-0.3179462542,0.0005135505,-0.27091772769778927,-204770275605.0,-49569118532,1.2470391982,0.1561433852,1.2466318886,2.495571563928994,0.0,0.0,0.0,1.4955715639,0.046391602495698264,1.0748651778366667
BLI,2017,1,0.6874721136,455996002400.0,59999474.0,-191.9867946693,0.0,3.6373841776,89.26490908903635,11054.9938675879,-1.6588302146,0.032210337125207114,-0.0036132709,-0.3472148963,-0.0015577062,-0.25863424946120417,-189945964554.0,-43005002301,1.1730390901,0.2729731109,1.1726024863,2.535889748034324,0.0,0.0,0.0,1.535889748,0.05577997944495396,0.9211721135066666
BLI,2016,4,0.6187445109,404396454760.0,59999474.0,28.0752216438,0.0,17.7709825918,-664.0065704242674,10893.02592798,-1.48517279,-0.2316246564108651,0.024467701,-0.3293870794,0.0089260467,-0.4230724745857854,-177412728862.0,-72769568962,1.3030410485,0.1654119288,1.302554104,2.35189091811555,0.0,0.0,0.0,1.6248732823,0.05760268939245738,0.916792484205
BLI,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13245653219671416,0.0,0.0,0.0,-0.2695455881465979,0.0,-39705924460,0.0,0.0,0.0,2.1238142611342496,0.0,0.0,0.0,0.0,0.05643707045637923,0.9828290611966667
BLI,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09970194442012295,0.0,0.0,0.0,-0.28086034431681967,0.0,-36426312176,0.0,0.0,0.0,2.2811395261655,0.0,0.0,0.0,0.0,0.05988948730860543,0.9459627500466666
BLI,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1811358688485781,0.0,0.0,0.0,-0.24936904665706058,0.0,-30278626425,0.0,0.0,0.0,2.8086094414414715,0.0,0.0,0.0,0.0,0.07578688537753885,0.76376793377
BLI,2015,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008361957005849156,0.0,0.0,0.0,-0.2624139757123008,0.0,-28917813441,0.0,0.0,0.0,2.6783569450996034,0.0,0.0,0.0,0.0,0.08785646191286463,0.709521147215
