ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BAB,2024,2,0.9595107439,10751203704000.0,895933642.0,12.1075925547,3.225807563,3.4890044326,181.72551221153944,12506.3737700342,0.17662750747727526,0.0813710296,0.005908941,13.787069224563831,12.7870692246,0.09306096155773542,1.2506373770034187
BAB,2024,1,0.9812606057,10930390432400.0,895933642.0,13.0711873312,3.41032353,-12.2074190506,302.3348910030102,12432.986638535,0.3332931387917521,0.0780927311,0.0057493994,13.407918983985375,12.407918984,0.09409728640411896,1.2432986638535
BAB,2023,4,1.0386910994,11288763889200.0,895933642.0,13.1407688369,3.7057137232,8.2806999582,435.79901646331973,12130.651747532,0.5248733680338976,0.0826725835,0.0060801118,14.035916463496864,13.0080459069,0.09706309981334711,1.2108574219607215
BAB,2023,3,1.070867877,11199170525000.0,895933642.0,15.1548243921,3.8415472583,10.9192685249,71.25416103082331,11672.7752031439,0.14977278006001327,0.0717280164,0.0053833691,13.864999361256496,12.8649993613,0.09930549074625131,1.1672775203143895
BAB,2023,2,1.0824239131,11251259694000.0,833426644.0,12.3424752473,3.5469469231,-4.8971976019,133.44665760409742,12472.0082743119,0.17354113289039655,0.089879732,0.006857951,13.013227182364835,12.0132271824,0.10038689676775342,1.160186816603545
BAB,2023,1,1.1251532901,11667973016000.0,833426644.0,12.3026888866,3.8872265321,2.8429750926,322.8634480757013,12442.7490225522,0.4653241565358742,0.0961991579,0.0072955973,13.292758816363929,12.2927588164,0.07683161272728753,1.1239129247922581
BAB,2022,4,1.1303737082,11417945022800.0,833426644.0,13.4401155435,3.9816021834,8.1482612099,343.85629744757716,12119.8855744765,0.33806094980146606,0.0883235532,0.0066980538,13.109006538159752,12.141619792,0.0774657912487994,1.096887374165597
BAB,2022,3,1.1253452605,10736699688000.0,813386340.0,14.5560460568,4.1377786201,-3.4049122832,280.49032640503896,11729.7334990897,0.3583087416546653,0.0794147021,0.0060815095,13.006519575654256,12.0065195757,0.07999419336209052,1.0649008534495907
BAB,2022,2,1.2664592569,11794101930000.0,813386340.0,16.3187086968,4.7894188342,3.8028512206,182.11395091783814,11449.2431726847,0.294765895039311,0.0792082105,0.0061195849,13.335355706179696,12.3353557062,0.08119013927065721,1.0394361327041228
BAB,2022,1,1.4600524564,13502213244000.0,813386340.0,18.2674391544,5.3858372683,-5.4666203135,241.7252298581754,11369.4545202222,0.3703474880202526,0.0824509037,0.0064342627,12.660133984892989,11.6601339849,0.08283769073134367,1.0321924042673687
BAB,2021,4,1.8056327637,16343040350000.0,753135500.0,22.5005683985,6.6324905401,-3.4057394894,218.7109756478084,12017.9476335932,0.2970923657692398,0.0834166488,0.0061299293,13.23499208884447,12.2349920888,0.08388531702570604,1.0102470289869971
BAB,2021,3,1.8645273959,16568981000000.0,753135500.0,22.4634603991,6.8325525793,95.0252403019,283.17746275404625,11799.2366579453,0.3994803988229366,0.0855756474,0.0065763676,12.530414596467601,11.5304145965,0.08055658834194722,0.9918618504114616
BAB,2021,2,1.9364263089,16794921650000.0,753135500.0,25.4528671171,7.2732901842,-5.9567169168,218.46666370128617,11516.0591951913,0.285780535972029,0.0781237786,0.0058740759,12.830732030208623,11.8307320302,0.08355127598925097,0.9680575204921259
BAB,2021,1,1.9064870751,16295500000000.0,708500000.0,25.6552151933,7.1785236792,11.2604628568,259.4410726887791,12064.0733944954,0.40560835516052085,0.0765059574,0.0056589211,12.730096043286165,11.7300960433,0.08479237419209312,0.9540211014868889
BAB,2020,4,2.2448814396,18775250000000.0,708500000.0,31.9418878042,8.4211770384,7.0148907989,248.37967537050105,11804.6323218066,0.2992877381434252,0.0726632958,0.0052229979,14.001488413659045,13.0118663271,0.08674017934321268,0.9342193001387484
BAB,2020,3,1.8330714143,15020200000000.0,708500000.0,23.0215452432,6.9433876439,2.5769913083,191.27452364149613,11565.2886379675,0.28338773794611954,0.0813827842,0.0059219794,13.673632936852506,12.6736329369,0.08765906594905276,0.914577443671883
BAB,2020,2,1.5398967063,12469600000000.0,708500000.0,18.1909689956,5.7114040749,4.43733057,197.40860973888496,11429.3380381087,0.27365183466313964,0.0871622716,0.00639401,13.698706889844827,12.6987068898,0.08948136541723153,0.9038265358496271
BAB,2020,1,1.4947557259,11895000000000.0,650000000.0,17.0012849227,5.397250329,10.3513632993,219.74923076923076,12242.8030769231,0.3240418513695616,0.0909361667,0.0066646678,13.801354315288782,12.8013543153,0.0849396983244913,0.8882155582678745
BAB,2019,4,1.4888064404,11635000000000.0,650000000.0,15.5245938387,5.30700342,25.3277808859,360.34153846153845,12023.0538461538,0.43624883590985286,0.100615401,0.0073146621,13.800118185015828,12.8054991788,0.08582739104019442,0.8726371723855861
BAB,2019,3,1.5684279605,11895000000000.0,650000000.0,16.3623008187,5.6400389184,-12.2202668425,259.32307692307694,11667.7338461538,0.34590743241302035,0.0990338061,0.0073354011,13.209197567466466,12.2091975675,0.08528938517755805,0.8464942764142793
BAB,2019,2,1.3424643384,9955000000000.0,550000000.0,14.6260092827,5.1236442673,8.0612958301,280.0618181818182,13482.6672727273,0.28468457812219883,0.094939809,0.0070494689,13.757366191502166,12.7573661915,0.08730738064103043,0.8276803830522975
BAB,2019,1,1.564225792,11385000000000.0,550000000.0,16.081119934,5.825502037,35.1766217562,356.1909090909091,13233.3836363636,0.4876351914771808,0.101044326,0.0075596632,13.353804379859696,12.3538043799,0.08910975973849057,0.8123772407689095
BAB,2018,4,1.5997275521,11330000000000.0,550000000.0,16.659860173,5.6742632347,-4.3261686627,379.0490909090909,12877.1927272727,0.4349223833455375,0.1006474813,0.0071734068,13.695431090916635,12.6999172321,0.09241588361478223,0.7907824494885973
BAB,2018,3,1.6316653603,11220000000000.0,550000000.0,16.245040554,5.6707937443,-3.0811123462,221.29454545454544,12502.5636363636,0.3714933659718767,0.1035848266,0.0076626374,13.041053253078278,12.0410532531,0.09492104164818561,0.7675133154560123
BAB,2018,2,1.6868284603,11330000000000.0,550000000.0,15.7620585339,5.6092968774,-5.5224392851,327.4818181818182,12212.2672727273,0.39821492529393815,0.0,0.0,13.365427490420586,0.0,0.09750196039838928,0.7496924643890088
BAB,2018,1,1.7090737615,11184091532400.0,546204900.0,17.0176345505,5.7122077688,7.0213372653,310.0246812139547,11980.7585028988,0.3853384912959381,0.1046448048,0.0075320692,13.318259815288902,12.3182598153,0.09935300534891088,0.7304055449231585
BAB,2017,4,1.780500523,11350000000000.0,500000000.0,18.8390497816,6.3479066729,1.5027306668,430.756,12749.224,0.4803898826783245,0.0989141025,0.0071842445,14.399059017694798,13.3980843069,0.1028524408591523,0.7114578246856367
BAB,2017,3,1.9888036039,12250000000000.0,500000000.0,21.2965329244,7.1775016669,1.6012909424,300.006,12318.964,0.35535040402532886,0.0961422611,0.0070677952,13.938838850409823,12.9388388504,0.10587692276720673,0.6874931034233894
BAB,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558939722186823,0.0,0.0,13.935837991428873,0.0,0.10865470097434073,0.6745788657414876
BAB,2017,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36669781841421545,0.0,0.0,13.429477456858647,0.0,0.11145441087087259,0.6609073175086777
BAB,2016,4,2.1312670384,12376500000000.0,500000000.0,24.7190854148,8.8682414277,4.4108920683,377.076,11614.218,0.5056820772505022,0.0925587146,0.0071835323,13.076756093264308,12.0767560933,0.11340909908872039,0.6481628468640538
BAB,2016,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3517017713700784,0.0,0.0,12.204915561763174,0.0,0.04518600458992108,0.6261212534672295
BAB,2016,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2850881755862595,0.0,0.0,12.126365540777416,0.0,0.04066593361266074,0.6157907944676778
BAB,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45154471371864596,0.0,0.0,12.391807951642862,0.0,0.04120277678377875,0.5826645476818695
