ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VXP,2019,1,0.13619992474752998,0.04701323877873618,0.05284240013696508,18539186808,3.2000077935365794,0.7140595610650604,9.316221252055556
