ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Payable Outstanding,Cash Cycle,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
BHA,2024,2,1.6485329727,1386000000000.0,66000000.0,9.8606565037,4.1297695408,18.4781196126,295.3147936818182,12738.5987105909,8.4601502038,0.5674748909340309,0.2864080491009759,0.1621597048,0.1436311858,0.0879710963,0.5122727116148502,233429013249.0,34861425510,0.0476190476,0.6470479713,0.128278862,0.6470479713,-2.663010116811068,1.8232632794521546,0.2100487095,0.2279514367,78.98591309505089,8.4081538681,87.39406696315089,1.3608399886,0.8232632795,1.7060559503280979,1.273859871059091
BHA,2024,1,1.6275090978,1436886000000.0,66000000.0,11.6539610205,4.5020973067,23.8273262227,-22.579127606060606,13376.8837483182,9.1866608366,0.34423243431567047,-0.033925267630323594,0.1454691952,0.1302016302,0.0761410144,0.2953235009354058,219990760657.0,12972563920,0.0459326627,0.657810475,0.2634224818,0.657810475,-0.8684739460291623,1.7336723038063848,0.1970957875,0.2131159733,79.12684803273174,8.8093801192,87.93622815193174,1.30525286,0.7336723038,1.6532945513703543,1.3376883748318182
BHA,2023,4,1.2836335426,1135200000000.0,66000000.0,10.541198145,3.6883866413,7.1845230151,444.43757325757576,13399.4628759242,6.3281259375,0.6354216296318185,0.36978374753454324,0.1258539549,0.1167974014,0.0664735632,0.5903985393879643,284709652559.0,46833019369,0.0,0.6860619107,0.3622136019,0.6860619107,-2.693239238766706,1.8248548858184164,0.1899776431,0.2004384007,38.491189592555905,8.8491356529,47.3403252454559,1.3828382094,0.8291328909,1.675177196787535,1.343087522019697
BHA,2023,3,1.0626470765,910800000000.0,66000000.0,10.8063811713,3.2763490893,11.8029379066,1412.5024056969696,12986.4376469394,8.7910308783,0.8031581550224548,0.6460132330361381,0.1034157888,0.0980209442,0.0513476831,0.7863226414664842,179419064596.0,113472989950,0.0,1.2032438466,0.2927707164,1.2032438466,-6.067858646679167,1.9950731999625835,0.1693600469,0.179562733,70.65109139241348,8.8062644122,79.45735580461347,1.6356799946,0.9950732,1.7620122939202798,1.2986437646939395
BHA,2023,2,1.5033780333,1148400000000.0,66000000.0,11.6795592362,3.7718021587,278.8372086992,33.759349303030305,11573.9352412424,9.1135233601,0.4399587968555344,0.043180750207052164,0.1219148532,0.1201466398,0.0593900302,0.41517956909433634,206162096576.0,21423172917,0.0,0.3790788943,0.0469309274,0.3790788943,-1.1027213581674997,2.119468987052706,0.1839039659,0.1935560355,66.27297139737814,8.6773665561,74.95033795347814,1.7824100452,1.1194689871,2.010157236027746,1.1573935241242423
BHA,2023,1,1.2192258899,990000000000.0,66000000.0,7.1733451897,2.8743306899,22.6323199408,-227.59391043939394,12302.8883527121,7.0143503601,0.1155410741571303,-0.461562751864126,0.1737048334,0.1408247523,0.0821541022,0.056059494545601996,246601966756.0,1824412323,0.0,0.4628517933,0.1703276042,0.4628517933,-0.10215659243161283,1.9879406210887236,0.2050285084,0.2155525561,61.491628971621836,8.5681354071,70.05976437872184,1.7811326841000001,0.9879406211,1.9221987457644774,1.230288835271212
BHA,2022,4,1.2389786501,1024650000000.0,66000000.0,6.6447614593,2.778994288,4.6257421531,58.35540506060606,12530.4822631515,5.3543856006,0.40440588225703233,0.0777444971314253,0.2011770671,0.1554126308,0.0925438597,0.3509649752639657,345767224606.0,17386779351,0.0,0.3349411513,0.0706006038,0.3349411513,-0.8477329846167686,1.9619032098973928,0.2212785665,0.2254112535,12.631047646505708,10.231990726,22.863038372505706,1.7185814916000002,0.9619032882,1.9178641319309468,1.2530482763151516
BHA,2022,3,1.2026817534,990000000000.0,66000000.0,6.3461534019,2.5827538549,-19.9923192995,1625.2614028333332,12472.1273580909,6.3333449579,0.8334965471997574,0.6280801871109299,0.211358795,0.1576055429,0.0906726555,0.8206059098213859,286850165382.0,140147935263,0.0,1.3686868461,0.0885626291,1.3686868461,-7.10625258150629,2.1461675660776343,0.2227942009,0.2326574236,57.60062941463297,9.7674675032,67.36809691783297,2.0235926532999997,1.1461675661,1.9555191429126149,1.247212735809091
BHA,2022,2,1.3736686764,983400000000.0,66000000.0,10.1608223157,3.0332678222,32.6705604235,635.0517132424243,10846.8659552576,8.0195875989,0.6919304261538437,0.45778017860488834,0.1368152879,0.1293518594,0.0560900176,0.6764145786688748,229548797259.0,61931129765,0.0,0.3391598246,0.0261602384,0.3391598246,-3.6148767596804934,2.3973766404123205,0.1878900038,0.1938144911,40.457242723268976,10.5484188799,51.005661603168974,2.235669307,1.3973766404,2.2837582001998324,1.0846865955257576
BHA,2022,1,1.2412685918,877800000000.0,66000000.0,20.3201161433,3.1056225815,31.6792049143,17.7589665,10714.8445450455,9.5572904563,0.485391796341621,0.020634619352076444,0.0624682842,0.0999751454,0.0247662735,0.44661021479433277,187853770694.0,25368443038,0.0,0.1873879851,0.0111143213,0.1873879851,-1.0756733473073867,2.3882840592484786,0.1620459472,0.1664617365,30.51028846722562,14.3986901308,44.90897859802562,2.4719918615000003,1.3882840592,2.3475612955687675,1.0714844545045454
