ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SGB,2024,2,1.0386389843,4370170119759.0,338799141.0,17.3256505578,3.8862054147,2.2654825029,205.16876103885988,12419.1371547781,0.3083621683967705,0.0612508121,0.008042108,7.703375540362388,6.7033755404,0.25946853699965755,1.2419137154778088
SGB,2024,1,1.0814717929,4472148661200.0,338799141.0,19.3898330813,3.9649379401,3.6663056732,187.19350885249145,12205.588797523,0.34488740490187014,0.0567158516,0.0076949237,7.7053404116759285,6.7053404117,0.26348778052462696,1.2205588797522955
SGB,2023,4,1.1140376574,4533144000000.0,308000000.0,16.9914951516,3.8692337829,1.8300449685,217.2207792207792,13211.4025974026,0.30192561972282267,0.0669640515,0.0090133441,7.741400335011669,6.741400335,0.2699817552330828,1.2010396449027596
SGB,2023,3,0.992999305,4032028000000.0,308000000.0,20.0875236022,3.9859898176,2.5589389616,170.13311688311688,13183.2922077922,0.253886964315996,0.0504528707,0.0072651359,7.309872738368665,6.3098727384,0.27307168114698505,1.1984841484589241
SGB,2023,2,1.1544732716,4620000000000.0,308000000.0,23.5250985304,4.5326379364,56.5899069084,155.57792207792207,12992.9383116883,0.19918195648740097,0.049816084,0.0074010637,6.709094975417465,5.7090949754,0.2798090871040088,1.1811792049378307
SGB,2023,1,1.0379894798,4102560000000.0,308000000.0,21.3353857995,3.9492425074,13.6009839642,323.26623376623377,12832.5,0.4457167926082441,0.049221895,0.007389031,6.650355605820247,5.6503556058,0.2863756543476006,1.166593866895312
SGB,2022,4,1.1052886704,4309536000000.0,308000000.0,22.6830816521,4.0831072855,-9.5693251234,2.720779220779221,12659.1363636364,0.003958151288288501,0.049944276,0.0072643814,7.103859334693335,6.1038593347,0.2940176670306903,1.1508334963576545
SGB,2022,3,1.0151735326,3975048000000.0,308000000.0,26.3886082252,3.6391107677,-2.8296406079,156.05194805194805,12713.0974025974,0.22433815018109854,0.039398767,0.0061387159,6.463253460359165,5.4632534604,0.28986238243921675,1.155739057791767
SGB,2022,2,0.9896249002,3819200000000.0,308000000.0,24.6948065384,3.6897132048,-3.6458959805,142.27597402597402,12530.0,0.18475841133316467,0.0408120128,0.0064760621,6.427064655217089,5.4270646552,0.2949430457810346,1.139093797171109
SGB,2022,1,1.0658597659,4060364000000.0,308000000.0,24.4050392489,4.0895016996,-4.0169806094,315.7987012987013,12368.4188311688,0.45842347119123367,0.0442784689,0.0071106596,6.1514558575425,5.1514558575,0.3014419579821146,1.1244045627612733
