ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
ANT,2024,2,1.7241416096,352503809034,18399823,21.0425180039,0.4660286042,-2.5284393979,1167.5015193896159,11111.6162926676,14.7362948121,0.25753577949747225,0.05307754015151476,0.09016193144298267,36490811266,-3.6441459850510673,3.885801797098481,1.443325214563774,1.4402120157025424
ANT,2024,1,1.3139402599,268637415800,18399823,16.0361604999,0.3551528146,-1.9268825143,719.7291852209665,11111.6162926676,12.1295916161,0.2924981624579639,0.045170441877990124,0.08407654851544884,24649226463,-2.6986611550552904,3.7218786374703674,1.588613606524728,1.3142797133374597
