ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,(ST+LT borrowings)/Equity,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SGO,2018,4,0.0699070929,14000000000.0,20000000.0,-46.2865557621,1.2315306388,-32.899628565,-1.5168975,11443.7601001,-49.7522692676,0.030435570632752092,-1.037475078739215,-0.001509111,-0.0014436512,-0.0012581931,-1.048985914144333,-331137781.0,-30674551,1.9795238962,0.0008009433,1.1220303682,1.1636315905541952,0.0472886515,0.0,1136.4989947384604,908.6576478165,891.9611466799,2937.1177892348605,0.4016914411,0.0021845967,0.1636315906,0.0,1.14437601001
SGO,2018,3,0.0699100485,16000000000.0,20000000.0,-44.7653552142,0.3695970906,-31.7817637181,-2.13590085,11443.27628505,0.0,0.03658950531650484,-0.11279769447920357,-0.0015603588,-0.001484291,-0.001281051,-0.11283687448586638,0.0,-42732855,1.9790510624,0.0006712319,1.1209884485,1.1636743541311618,0.155160049,0.0,381.99604581994595,273.6334963606,357.9761468195,1013.6056890000459,1.3339010204,0.002184689,0.1636743541,0.0,1.144327628505
SGO,2018,2,0.0785217102,18000000000.0,20000000.0,63.4534819844,0.2180471718,0.2422430356,-16.06993835,11461.798236,0.0,0.0005989653749402461,-0.04763249609835155,-0.0012673503,-0.0011615113,-0.0010533237,-0.04542840474171906,0.0,-306526730,1.770502776,0.0005314262,1.0883458704,1.208178694738082,0.2228474545,0.0,253.47877913734962,193.8344466182,271.5871765446,718.9004023001496,1.8830502337,0.0021842813,0.2081786947,0.0,1.14454121859
SGO,2018,1,0.0697970758,16000000000.0,20000000.0,56.4030950973,0.1938197083,0.2153271428,0.24255955,11461.798236,0.0,0.0009994767710142726,0.0007805300573492434,0.0012398956,0.001370599,0.0010730989,0.0009755839344888993,0.0,6063500,1.609766894,0.0002482544,1.0744910172,1.2649994844927577,0.3122804061,0.0,214.96634602261759,145.0278045847,154.844181182,514.8383317893176,2.5167587763,0.0,0.2649994845,0.0,1.1461798236
SGO,2017,4,0.0697960945,16000000000.0,20000000.0,-160.7323528559,0.1914169305,0.2148569478,0.0923168,11461.9593809,105.8590915059,0.0006728115676843428,6.164944013062227e-05,-0.0004348357,0.0006587087,-0.0003852127,9.185290302331133e-05,151001855.0,2750898,1.6871729463,0.0003025015,1.0839996613,1.23516598080444,0.3234621842,0.0,213.23998309261654,143.0119509923,125.3668382108,481.61877229571655,2.5522342536,0.0,0.2351659808,0.0,1.14619593809
SGO,2017,3,0.0963436227,22000000000.0,20000000.0,419.7724180939,0.1598390982,0.3488766648,1.22813555,11417.46562445,0.0,0.00687268751180856,0.001329743224390516,0.0002292146,0.0039814233,0.0002202459,0.0016918830734683249,0.0,31252075,2.5682126424,0.001202261,1.1995964402,1.104045684123286,0.57841386,0.0,122.49781006545328,87.114423772,22.3345212695,231.94675510695328,4.1898916872,0.0,0.1040456841,0.0,1.141746562445
SGO,2017,2,0.140151254,32000000000.0,20000000.0,103.8771544097,0.1455369415,-1.0883899836,12.6206069,11416.2374889,0.0,0.019255326082605575,0.009042177530204705,0.001345547,0.0053820664,0.0013143811,0.009819967188504423,0.0,274124115,34.875673642,0.0202090157,26.3769499831,1.0167764419657719,0.9381409438,0.0,84.46849957670722,53.7520801637,7.0854814179,145.30606115830724,6.7904348797,0.0,0.016776442,0.0,1.14162374889
SGO,2017,1,0.1400778778,32000000000.0,20000000.0,15.0333743542,0.1251262933,-2.8098663532,-8.1902546,11422.21758845,0.0,0.06022769423182536,-0.022589194593822366,0.0092879468,0.0152191082,0.0087123258,-0.022599901511635757,0.0,-163882733,30.1909025985,0.0540302395,22.9638817278,1.0194757291854557,1.0467476688,0.0,73.61278020168722,46.6398985725,19.2971035202,139.54978229438723,7.8259175335,0.0,0.0194757292,0.0,1.142221758845
SGO,2016,4,0.113731309,26000000000.0,20000000.0,15.4735877266,0.0845777217,-2.1844894987,-3.0380203,11430.44963695,6.5377378222,0.012948193679455931,-0.000723336516736072,0.0073763194,0.0,0.0069313033,0.009138810190088243,3964956347.0,767661807,26.6452886775,0.0154131717,20.3121717315,1.022682305429708,1.2680896052,0.0,59.64001696378094,36.2945650097,14.3542910949,110.28887306838094,10.0566021359,0.0,0.0221804848,0.0,1.147358625015
SGO,2016,3,0.0958442889,22000000000.0,20000000.0,2.7275371449,0.0662479996,2.4332365355,14.0104773,11476.9488367,0.0,0.006496171875241693,0.0027823739257245407,0.0353279246,0.0,0.0318019164,0.0034848569787044328,0.0,350955773,14.3487252443,1.1541788263,10.5666198883,1.0358542624790787,1.3093362633,0.0,59.862763270995195,34.0741957994,25.2285375785,119.1654966488952,10.7119182548,0.0,0.0358542625,0.0,1.14769488367
SGO,2016,2,0.157032247,36000000000.0,20000000.0,3.6693589842,0.111172946,3.9906402592,103.6476624,11462.6137931,0.0,0.04489366248125794,0.032501038708333874,0.0433403278,0.0,0.0388117244,0.039541226689676016,0.0,2521984452,3.5667745758,0.2220321433,2.7991012572,1.1861783050590973,1.2810144437,70.8630813686,54.10145526541809,46.1360844508,26.4221174203,126.65965713651809,7.9113779235,0.0,0.1862118919,0.0,1.14629383594
SGO,2016,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007376184647885207,0.004297529825927563,0.0,0.0,0.0,0.006539584953783556,0.0,385238148,0.0,0.0,0.0,1.1162383026744946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136162576245
