ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Current Ratio,Cash Ratio,Quick Ratio,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
QHW,2016,4,1.6856065304,189909720000,7979400,5.7002593033,0.5056493203,-9.4175911661,148.56778266536332,14119.546626875,2.8575733511,0.28961265491152194,0.014534530580991864,0.3458375834,0.3516850485,0.1808847191,0.014384252355560727,49122975192,1173224603,2.5986272864,2.1024707818,2.2859296739,1.3934573170129865,2.0338893085,7.5330111311,0.853023517118593,27.6880911685,17.4109444051,45.95205909071859,13.1825627769,0.393457317,0.392518419470783,1.4119546626875
