ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Dividend yield (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VIB,2024,2,1.479837028,56752384875750.0,2979127815.0,7.334694021,2.5535738599,6.6321512456,564.9176888370598,12873.0391515612,0.426542112543764,0.2051947574,0.0188707952,0.0,11.237477421699767,10.2374774217,0.02061471072461797,1.5117595042588674
VIB,2024,1,1.4065594356,54034000474200.0,2536807534.0,6.4216107143,2.3962497133,2.3895698614,788.8430530023804,15143.3344804943,0.4958429967491278,0.22988943,0.0211953246,0.0,10.77391654068744,9.7739165407,0.020648783798821967,1.5143334480494333
VIB,2023,4,1.5779997237,59868657802400.0,2536807534.0,6.9812717748,2.7015941298,2.0048473774,749.7636200255782,14955.642669579,0.43892895211927935,0.2426116078,0.0227534931,0.0529661017,10.803686711982447,9.8035275397,0.01993112356415721,1.4955393537553252
VIB,2023,3,1.4816914574,53399798590700.0,2536807534.0,6.0018846541,2.5422906692,1.4827465183,846.301097432802,14206.7364263828,0.49681924126465765,0.262699214,0.0242649813,0.0,10.666528957632233,9.6665289576,0.02021917129516637,1.4206736426382751
VIB,2023,2,1.4700234275,49848268043100.0,2536807534.0,5.5443837974,2.5424201367,2.9273408456,929.6724203121986,13367.1339057132,0.5357732704932594,0.2766423221,0.0252522096,0.0,11.166751833670963,10.1667518337,0.020546834686303205,1.3367133905713164
VIB,2023,1,1.5655259495,50989831433400.0,2536807534.0,5.772929156,2.7048415781,9.7188931056,849.5366601982033,12839.1356314854,0.5007104843607476,0.2840120954,0.0253395663,0.0,10.968455699184192,9.9684556992,0.020752513569369208,1.2839135631485397
VIB,2022,4,1.342670695,43839597256000.0,2107672945.0,5.1658114065,2.4277323374,22.8123795999,1051.8325460594647,15491.5126075218,0.5668360418620004,0.2974535289,0.0259652264,0.0721153846,10.507142604471005,9.4988663149,0.021429176309670946,1.2870919280390312
VIB,2022,3,1.5248567286,46474188437250.0,2107672945.0,5.5206208614,2.60018065,481.9065056436,1059.6553916480623,14460.3749231122,0.5822186386543581,0.3077899212,0.0251881758,0.0,11.185551547275107,10.1855515473,0.021839381074863783,1.2014211007936875
VIB,2022,2,1.4697924308,41521157016500.0,2107672945.0,5.6887744772,2.5430747009,2.3573163344,1041.5790577033763,13403.2531313818,0.5933914387926246,0.2885182505,0.0227641999,0.0,12.31953388205471,11.3195338821,0.021872393996475854,1.1135915366608966
VIB,2022,1,1.9689948548,51216452563500.0,2107672945.0,7.5122704978,3.2988771037,5.134681976,864.9994793191217,12341.322244377,0.518541672651399,0.2903107633,0.022517116,0.0,12.834731376783727,11.8347313768,0.02291750435798114,1.0253624152158483
VIB,2021,4,2.6471042014,64300119910200.0,1553142993.0,10.0316192382,4.3180806369,6.6740068172,1376.3729480380175,15639.7318917048,0.6287867735301177,0.3033156342,0.0231318412,0.0,12.742186075846186,11.7421860758,0.024871947087655624,0.9575318456145834
VIB,2021,3,3.04200176,67406405896200.0,1553142993.0,11.8410566023,4.8993202437,11.3003187792,713.4262620981995,14266.9213973655,0.4136951175483838,0.2828457128,0.0213846275,0.0,12.863432426525376,11.8634324265,0.02263300486597307,0.8734824657770036
VIB,2021,2,2.6711738953,56223776346600.0,1553142993.0,9.4981717553,4.1011290292,5.2022570657,1106.0044102455672,13552.0941052206,0.5804095478957496,0.3161329032,0.0238481558,0.0,13.169705211907447,12.1697052119,0.024254881857666687,0.82971765567139
VIB,2021,1,3.9540347287,76414635255600.0,1553142993.0,14.6204119762,6.1343948451,2.8552649815,931.1518685131138,12442.9863104047,0.520522533774117,0.302703320980072,0.02277316339313984,0.0,13.343141428448499,12.343141555786133,0.022236875105979142,0.7618132925333704
VIB,2020,4,3.382390309,60794454289600.0,1109387852.0,13.0956663006,5.4205678215,10.2976629491,1280.487250188494,16201.5601375091,0.554631445501692,0.2956575037,0.0216321367,0.0,13.615636844057999,12.6128969066,0.022639211951507927,0.7084531151506742
VIB,2020,3,2.2855458137,37830125753200.0,1109387852.0,9.1080981078,3.7490517897,1.9992325849,1203.261778640785,14919.8496902236,0.5976868627757378,0.2793015218,0.0209416473,0.0,12.873829953056749,11.8738299531,0.02086400956989832,0.6524696800273694
