ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
ODE,2021,3,49.5085883804,504000000000,10000000,9.9334891605,10.182279781,13.1954117963,582.6866246,1018.0051916,155.551443951,0.23040699800230954,0.11618896252499905,0.14728818036609914,7386489284,1.1705685152353662,0.02811564645001277,1.14520034662
