ticker,yearReport,lengthReport,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
TRT,2017,1,0.14219669760573578,0.01990351197795551,0.079495353951624,4899205055,-5.669842514326565,2.5152394732442036,1.3164787789831887,0.6187623789272727
