ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),Biên EBIT (%),EBIT (Bn. VND),Interest Coverage,Financial Leverage,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SBB,2024,1,0.7446065489,1314268432576,87524536,-8.6336229363,0.6505675875,6.8417444502,-192.37046867634922,20166.3549994712,14.8586848675,0.03555679601752064,-0.030756843990949953,-0.0025274544203969344,-1383597545,0.2420077787140221,1.4647568647919864,0.6794283609919292,2.000079968162299
