ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
SSB,2024,2,1.5053709232,49329000000000.0,2835000000.0,10.5304624287,4.3970002099,3.04456634,487.40246913580245,11558.6130511464,0.5040115612333927,0.1509864926,0.0174387236,8.564826345703157,7.5648263457,0.0372636446498222,1.1558613051146385
SSB,2024,1,1.6445259451,51910560000000.0,2495700000.0,12.7448416761,5.2614723896,8.3835868518,481.3607404736146,12648.0217974917,0.6001501709280873,0.1361730918,0.0156021236,8.604715034068025,7.6047150341,0.03918386900603529,1.113427442680776
SSB,2023,4,1.8616734241,56402820000000.0,2495700000.0,15.0907197368,5.9850248159,-18.0065887303,465.31594342268704,12139.6157390712,0.5242404242717535,0.130090791,0.0147803926,8.783373022501905,7.7838178432,0.04189561502764049,1.068665925925926
SSB,2023,3,2.0089480733,58524165000000.0,2495700000.0,17.1559632785,6.5389675513,-6.2944136899,363.90391473334137,11672.7755739873,0.5544464936652216,0.1222930746,0.0138178012,8.691221865668362,7.6912218657,0.041328891209248535,1.009797037037037
SSB,2023,2,2.1906583968,60729075000000.0,2453700000.0,17.675310214,6.8740210342,-9.8148589326,307.0892937196886,11297.9732648653,0.4998215645538318,0.1290726662,0.0143414338,8.845230061774044,7.8452300618,0.04236375100250391,0.9778425749559083
SSB,2023,1,2.5998645671,70421190000000.0,2453700000.0,18.0022454071,7.3440107174,16.730588417,347.9667441007458,11039.0365570363,0.47536848036265383,0.1520410752,0.0164961417,9.051344131634066,8.0513441316,0.03960259293897281,0.9554315343915344
SSB,2022,4,2.434461734,63861335788400.0,2040298268.0,15.3342573049,6.6196434888,7.9018678174,410.43606865425227,12857.0515455635,0.4340777793616442,0.1805494735,0.0182940683,8.822091915972038,7.822091916,0.041387728526217,0.9252987654320988
SSB,2022,3,2.699220341,68860066545000.0,2040298268.0,17.184097011,7.5098244948,3.7670750467,472.8485119706037,12503.6105750397,0.5406120853658195,0.1702766326,0.0168870871,9.307267173420737,8.3072671734,0.03849408379618356,0.8684336860670194
SSB,2022,2,2.4890727405,58634588732800.0,1980898268.0,15.0650574372,6.6134685309,4.7096539568,606.7474637218472,11891.9786949907,0.695697851096158,0.1790532156,0.0166341117,9.751885867350405,8.7518858674,0.039702166677986823,0.8309276895943563
SSB,2022,1,2.7752623277,62695485000000.0,1980900000.0,17.9239474445,7.917917112,5.0370352408,529.4860921803221,11404.3273259629,0.6703807814533304,0.1718343114,0.0149869113,10.235215329829375,9.2352153298,0.03976161657082838,0.7968547442680776
SSB,2021,4,3.3127940536,61827550000000.0,1659800000.0,20.1338636713,8.7875775144,6.1235994692,356.3598023858296,11244.2848535968,0.4422827865297589,0.1612263784,0.0133029457,11.341184210864723,10.3411842109,0.047285565911729055,0.6583161904761905
SSB,2021,3,3.0531250841,63487350000000.0,1659800000.0,20.8358933641,9.6954162239,-266.8282733156,467.92324376430895,12528.1470448247,0.5475819318740248,0.1692336876,0.0132861623,12.325216482614037,11.3252164826,0.05348184519622136,0.565592380952381
SSB,2021,2,3.1715494803,54777994071450.0,1478488369.0,22.8226049103,9.4778371869,7.7306028896,462.1091476438933,11681.9870633693,0.5156357192506327,0.1526739384,0.0115900584,12.563489511721814,11.5634895117,0.0582828410862909,0.5248388712522046
SSB,2021,1,3.228882896,45932279904000.0,1208744208.0,26.7956385355,9.093901885,3.9469789937,459.2783124219115,11768.776144572,0.5022204812595724,0.12576952576637268,0.009270240552723408,12.957131519306257,11.957131385803223,0.059979515572101814,0.501779188712522
SSB,2020,4,2.4315688798,33240465720000.0,1208744208.0,24.4331647635,7.2519056646,277.0177300532,391.4037369269446,11309.5706349809,0.4844211401493277,0.1106239089,0.0080594937,13.182319318456301,12.1823193185,0.06309167164214478,0.4822002821869489
SSB,2020,3,0.0,0.0,1208744208.0,0.0,0.0,0.0,307.3528688213578,9761.0262964751,0.49733335475217066,0.1276820773,0.0091328945,14.190367335605696,13.1903673356,0.0663878818000533,0.4161758024691358
SSB,2020,2,0.0,0.0,936900000.0,0.0,0.0,0.0,221.41850784502083,0.0,0.297036465350972,0.117625841,0.0083450792,14.143138634788896,13.1431386348,0.06937920610369964,0.40288514991181656
SSB,2020,1,0.0,0.0,936900000.0,0.0,0.0,0.0,329.1706692283061,0.0,0.4821183190891653,0.1221521108,0.0082735462,13.182865818279177,12.1828658183,0.06761515478846063,0.3973426455026455
SSB,2019,4,0.0,0.0,936900000.0,0.0,0.0,0.0,600.0437613405913,0.0,0.8796393075305428,0.1142593411,0.0073749953,14.406055661430946,13.4060556614,0.07052747056016369,0.38539125220458553
