ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),Net Profit Margin (%),ROE (%),ROA (%),Financial Leverage,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
VBB,2024,2,0.6990001431,5679548116880.0,571153270.0,7.3136465359,2.1539221632,1.0763770747,470.34835325375974,14226.0342832319,0.33129113530671817,0.0950936544,0.0049700469,17.735257861731203,16.7352578617,0.08971211456243909,1.422603428323189
VBB,2024,1,0.7463568221,5886876753890.0,571153270.0,9.4673907544,2.4886342468,0.62110464,100.57195330423303,13809.7484936049,0.1276505908967675,0.0811213576,0.0042240268,19.971546477040757,18.971546477,0.11256883400690113,1.217322453568374
VBB,2023,4,0.7350493227,5760849841980.0,571853270.0,7.4555106453,2.403522745,0.285869795,548.7928747876182,13705.2027524473,0.4335762591269869,0.0982895892,0.0051839541,20.049364671645385,19.0500159593,0.11728273232013942,1.207361204462683
VBB,2023,3,0.8105725023,6145253780328.0,577996029.0,11.9996719154,2.8897178634,0.4754481826,67.2495969691169,13116.6551665012,0.1114820487228465,0.0657788462,0.0036917574,19.014072606947664,18.0140726069,0.11966390407405263,1.151747060819594
VBB,2023,2,0.7611452587,4977931093649.0,477682669.0,9.9133938541,2.1956836856,7.1234200568,286.2946656329288,13691.2105555163,0.3052245584825145,0.0791964715,0.0045260982,17.69076616186961,16.6907661619,0.12328063346265948,1.1450611146811782
VBB,2023,1,0.788286043,5061525560724.0,477682669.0,8.6565610791,2.1363516712,2.1223042656,329.9931319048965,13441.8211434001,0.3288384512683578,0.0940986682,0.0053473116,16.653701141190716,15.6537011412,0.12913809147435923,1.12420349094736
VBB,2022,4,0.7921241848,4964078296248.0,477682669.0,9.4983202521,2.1354823887,1.091149698,190.43186178479505,13119.1550514469,0.19498131980957567,0.0870250244,0.0048688044,17.887310063714786,16.7613390134,0.1363352939522088,1.0956582634990428
VBB,2022,3,0.7982930537,4903890279954.0,477682669.0,7.9442506548,1.8106072353,2.7793641202,244.48448222851476,12859.9390320355,0.2898160142543043,0.10398521,0.0057797017,17.77759162099115,16.777591621,0.12634702757786542,1.0755379199702384
VBB,2022,2,0.6748991398,4071767070556.0,477682669.0,7.3445239131,1.590001734,-1.6502365804,459.13325777368743,12630.0353593109,0.38583874009542174,0.0957266117,0.0053783031,18.11748624143047,17.1174862414,0.13176816949158723,1.0563099813820553
VBB,2022,1,0.8418458074,4906756375968.0,477682669.0,9.8801244689,2.0174189882,1.1752135548,188.1102368400977,12201.7594069338,0.2466633725877735,0.087799053,0.0050005035,18.00071852971115,17.0007185297,0.13973996018576773,1.0204912247110132
VBB,2021,4,1.1471869752,6589632418855.0,477682669.0,13.0076932533,2.9187615163,265.7860026489,400.5274053599797,12025.0667917785,0.27379352683841995,0.0919250337,0.0051989818,18.07842613972391,16.9969173941,0.14165735423614698,1.0050778488933452
VBB,2021,3,1.4654575609,8153087794492.0,477682669.0,24.1685398132,4.5389114604,10.9840955648,112.82176117635116,11646.8742976313,0.1746551813538669,0.0620722125,0.0036009714,16.95258514858426,15.9525851486,0.14644927392958762,0.9740835415334311
VBB,2021,2,1.4628501659,8035577857918.0,477682669.0,23.0049350143,4.4873546994,0.5971057716,338.2036035307783,11499.4689078829,0.6595144493568311,0.0650518851,0.0038524258,17.15772541427905,16.1577254143,0.15216133995085104,0.9617553270770909
VBB,2021,1,1.3977517822,7530667276785.0,477682669.0,33.7761695643,4.8019619836,0.8006727196,206.2750156003671,11278.8266136572,0.4149376544951509,0.0420364917,0.002584688,17.539790448614436,16.5397904486,0.15546782486033,0.943301961660834
VBB,2020,4,1.0846762216,5724649928448.0,419019904.0,19.1111514924,3.4063273669,1.0471615292,55.75391473527711,12595.463722888,0.27258301635824794,0.0581859172,0.0037342016,17.312581429794815,16.3379013784,0.16042798121349236,0.9269732448524719
VBB,2020,3,1.0730561789,5690290296320.0,419019904.0,13.7651105918,3.1120092799,0.900687169,157.14766618819138,12655.4417806367,0.38965158113993564,0.0797915539,0.0055636278,15.514191905458201,14.5141919055,0.15807234632035938,0.9284516571182373
VBB,2020,2,0.9252554259,4839679891200.0,419019904.0,9.8600952357,2.5724191275,1.1878202682,84.03896727540656,12483.0394691704,-0.4670601498773128,0.0967813142,0.0071022173,14.647323789316875,13.6473237893,0.16025623623256954,0.9158035635513389
VBB,2020,1,1.1386267799,5908180646400.0,419019904.0,10.2542315462,3.059145985,2.9425877196,437.0747027807061,12383.3377614444,0.6654446095654734,0.1164800924,0.0089880478,13.366849397700653,12.3668493977,0.1518432258306971,0.9084890645903156
