ticker,yearReport,lengthReport,P/B,Market Capital,Outstanding Share,P/E,P/S,P/Cash Flow,EPS (VND),BVPS (VND),EV/EBITDA,Gross Profit Margin (%),Net Profit Margin (%),ROE (%),ROIC (%),ROA (%),Biên EBIT (%),EBITDA (Bn. VND),EBIT (Bn. VND),Dividend yield (%),Current Ratio,Cash Ratio,Quick Ratio,Interest Coverage,Financial Leverage,Asset Turnover,Fixed Asset Turnover,Days Sales Outstanding,Days Inventory Outstanding,Days Payable Outstanding,Cash Cycle,Inventory Turnover,Debt/Equity,Fixed Asset-To-Equity,Owners' Equity/Charter Capital
EIC,2024,3,2.0163567124,825235762500.0,36677145.0,13.1657742197,74.7625354664,-108.9728871222,803.6335144134038,11158.73985058,-121.5659998258,0.2843113523730034,52.51281826164662,0.0,0.0,0.0,-6.24910286185262,0.0,-3507566463,0.0444444444,0.0,0.0,0.0,0.0,1.0296400377515327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509940054978606,1.1962373364993377
EIC,2024,2,1.9854392428,812582147475.0,36677145.0,12.963899015,73.6161765893,-107.3019695196,575.1631212843857,11158.73985058,-119.6961466711,0.1650427510308633,5.565861300767622,0.1484085539,-0.0174780319,0.140922147,-0.5807469722770191,-6767170456.0,-2201106867,0.045136538,3.0256036594,0.0559430557,2.9133000345,0.0,1.1126994972751383,0.024816563,0.4902434567,115.12188694972826,167.2694121339,24.2065756652,306.59787474882825,2.1821084641,0.1126994973,0.05478218525248959,1.1158739850579973
EIC,2024,1,2.0022089258,854797541370.0,36677145.0,20.3312220087,107.1316832685,-88.1529766972,1.6290644487186776,11640.1438926612,-122.7089122359,0.4900008713058484,0.25109743121192035,0.0955001052,-0.0171553771,0.0926820448,-6.062877599750368,-6934059623.0,-1442681023,0.0429074058,13.5138714538,0.4438849146,13.0612118035,0.0,1.020777331452039,0.0175890005,0.3533677357,162.89267796548097,219.3511450988,33.9442627352,416.188085799481,1.6639986075,0.0207773315,0.05265992120603713,1.1640143892661219
EIC,2023,4,1.9268781568,822521653770.0,36677145.0,19.3040606391,102.8106707402,-67.654378882,22.836937198901385,11638.5148282125,-106.3134228902,0.15458766673572907,0.12357684352558886,0.0937523883,-0.0187631631,0.0914357743,-0.12735064053569042,-7619346177.0,-863172142,0.0891821992,11.7510720326,0.4545587274,11.561444169,0.0,1.0237442764240103,0.0171682737,0.3527885493,350.04385685576693,83.7724897698,34.6065865234,468.42293314896693,4.3570389397,0.0241095945,0.05280114041561261,1.164266504533
EIC,2023,3,2.142883814,913260910500.0,36677145.0,7.4173469769,78.3521246798,-95.7909932241,1109.3474723291577,11619.8553730668,-106.7509382136,0.4208534959068711,175.30931499479505,0.2630760138,-0.0207144896,0.2553403536,-11.40194018716149,-8438127515.0,-2646286651,0.0803212851,5.4498087544,0.5071425946,5.2204538556,0.0,1.057754857278419,0.0241722609,0.5132462834,143.9285678577628,133.5478922655,27.5592506306,305.03571075386276,2.7331019143,0.0577548573,0.05305771059383133,1.1619855373066796
EIC,2023,2,1.685670774,810564904500.0,36677145.0,7.8514095148,68.9052718803,-83.5998310817,12.502275763285283,13110.5079007376,-110.7026969848,0.19700492267744887,0.6273047701586814,0.2167090454,-0.0157418727,0.2107099813,-3.244897662238519,-7179535636.0,-2371958087,0.0904977376,17.5247909363,1.5897893763,17.1012494447,0.0,1.0206301853121553,0.0240093436,0.5165026142,166.9673344054389,140.8038011148,33.7772861008,341.54842162103887,2.5922595634,0.0206301853,0.047160633277030135,1.311050790073764
EIC,2023,1,1.8998103154,917368750740.0,36677145.0,8.8688124874,67.882611131,-96.1740675296,21.215286713292432,13165.5248934452,-139.9511562324,0.4235403085710146,3.000097322818598,0.213612307,-0.0142778624,0.2073135281,-7.498235352076247,-6504368344.0,-1944769577,0.0799616184,18.4114427272,0.7434617052,18.1336215827,0.0,1.01974062718796,0.0270853577,0.591672787,187.3341938571443,123.3029507007,42.4978537799,353.13499833774426,2.9601886891,0.0197406272,0.04709852374719631,1.3165524893445224
EIC,2022,4,1.5748259604,759216901500.0,36677145.0,7.3417013485,53.3797752806,-78.7618565269,2213.930408105647,13144.3096067319,-120.1783099228,0.19476201797869047,7.782746122593914,0.207499394,-0.0137643267,0.1957555302,-0.1787670549088686,-6243126654.0,-1865151480,0.0966183575,13.9415042558,0.6725471282,13.8565262462,0.0,1.0262337687312861,0.0269236547,0.6200207772,243.7640413342927,44.2408120504,47.8027133698,335.8075667544927,8.2503006406,0.0264218526,0.047302478465529825,1.3146324223736607
EIC,2022,3,1.7554117032,806897190000.0,36677145.0,8.17431348,80.4216095988,-88.8813314587,567.1332427046871,12532.6725116963,-163.8662912033,0.5164465645969313,61.232162716274466,0.1972447057,-0.0114641935,0.187687493,-4.085008123550705,-4869632995.0,-1387694772,0.0909090909,7.4321111854,0.4036587239,7.1414667545,0.0,1.0481901490996237,0.0190771661,0.408517037,302.1961668197789,195.4181203626,99.2667056746,596.8809928569789,1.8677899435,0.0481901491,0.04976038826260725,1.2532672511696317
EIC,2022,2,1.732836773,887586909000.0,36677145.0,5.2515567328,48.0394599801,-140.7201612698,17.940797136745513,13965.5392689916,-300.7122919131,0.2483486983940705,0.26516272833270277,0.335204681,-0.0065313588,0.3189941081,-0.6837597319710496,-2934775929.0,-1696790795,0.0826446281,14.4513555916,0.3495983137,14.1651954932,0.0,1.0283409188727053,0.0348716588,0.7047397504,195.0435698075743,80.2006440701,66.4544545714,341.69866844907426,4.5510856457,0.0283409189,0.044782200655486104,1.396553926899163
EIC,2022,1,2.0491558208,1056301776000.0,36677145.0,6.2366664542,54.9413997165,-230.4454031883,22.79881484777509,14054.5680846751,-727.3413776155,0.3849813224765788,0.8636160356121255,0.3519536462,-0.0035892956,0.334686871,-1.6391738286245345,-1441745137.0,-1587128563,0.0694444444,12.0321446517,0.4260316722,11.8460370031,0.0,1.0349297817279648,0.0379919404,0.6896863817,184.46373745654392,82.8921817701,70.5083491314,337.8642683580439,4.4033103268,0.0349297817,0.044624958211691185,1.4054568084675074
EIC,2021,4,1.7716938985,911793824700.0,36677145.0,5.3945390773,49.0625516799,-101.0982533761,2083.484658552349,14031.7692698273,-1188.6860406816,0.2602685646160272,12.238695615449906,0.3609478919,-0.0022483489,0.3378614368,-0.09578222531412059,-757373593.0,-598047416,0.0402252615,5.221812374,0.6827349368,5.1879468827,0.0,1.0918663695271846,0.0371486329,0.7099240487,222.0015903917802,48.5225777966,214.6174286704,485.1415968587802,7.5222714162,0.0914399248,0.05720171642585977,1.4026277226867032
EIC,2021,3,1.4721707004,698846320830.0,36677145.0,6.3619381404,43.1636072006,-27.5387676462,2483.933125710848,12942.7925683147,-797.2094489042,0.2619546328459331,10.37322358116811,0.2537044974,-0.0026943999,0.2441444465,0.061086849099697235,-862172312.0,536499606,0.0524824184,7.9975794552,0.5079132513,7.8725244011,0.0,1.0478386415102816,0.0359847558,0.5506991856,239.00640019909943,100.1081198751,199.938665738,539.0531858121994,3.6460578868,0.0478386415,0.06214321120573793,1.2942792568314683
EIC,2021,2,1.1344933643,476802885000.0,36677145.0,10.0961052093,31.0106281363,-29.1747384813,27.63497453250519,11458.8594426038,792.34181823,0.31919366562553164,0.3136705658187771,0.114190924,0.0005506826,0.1091467375,-0.062370319331542134,601182061.0,-201538857,0.0769230769,10.21399323,0.040822429,9.7848021997,0.0,1.0269646467847875,0.0355348153,0.5234984823,239.8611261698719,111.0629842323,402.045528393,752.9696387951719,3.2864234877,0.0269646468,0.07037125687442973,1.1458859442603835
EIC,2021,1,1.0424931864,440125740000.0,36677145.0,9.4287383355,30.0820686411,-27.7047994266,7.819257469467702,11510.8665994313,5432.6265500941,0.7504769988852414,0.8781262160664545,0.1157117832,-0.0006765458,0.1096712998,-3.5373192383094803,80389395.0,-1155256309,0.0833333333,11.9727812477,0.3514532335,11.6221504502,0.0,1.023081134330739,0.0343746968,0.4988980391,226.2502322174271,79.0597617254,578.0915249442,883.4015188870271,4.6167606888,0.0230811343,0.06923034709834086,1.1510866599431335
EIC,2020,4,1.0924957724,460921681215.0,36677145.0,8.5311620435,31.5950627907,-31.6186490703,475.6118987451177,11503.0193408729,945.1437449483,0.19326896253860523,4.530756187971432,0.1349109914,0.0002100192,0.1283595712,-0.11915089535272969,454904508.0,-458748705,0.0,7.2737855349,0.3782282789,7.1572378846,0.0,1.0579414204067004,0.0346590956,0.4962332155,235.21805890021457,47.742149481,671.8482397627,954.8084481439146,7.6452360015,0.0401422547,0.07064089318737521,1.130775990140454
EIC,2020,3,0.9328695967,370439164500.0,36677145.0,12.4139589606,25.1493742916,116.1000550187,776.5591198278928,10826.8079862541,-50437.9506614836,0.4277616630105045,3.574813551563448,0.077756177,-0.000867585,0.0729136216,0.25691990548719174,-6730401.0,2046983795,0.0693069307,3.5793333689,0.9880764673,3.5180863458,0.0,1.0789361899626573,0.0359908241,0.4415589381,149.09867467824895,51.8950582588,851.2670565086,1052.260789445649,7.0334249974,0.07893619,0.07399084542325889,1.082680798625411
EIC,2020,2,0.7052970507,267743158500.0,36677145.0,159.6238616639,33.4273189068,-147.5450466634,12.714466952103278,10350.2488664262,-83.5916117566,0.1832375938880792,0.18753031905621734,0.0044244767,-0.009049649,0.0041592725,-0.28898088218314977,-3065092270.0,-718606762,0.095890411,3.6683294599,0.4857007232,3.6171755712,0.0,1.0625780863372298,0.0198615732,0.2145336159,195.81479933896222,79.1771268131,1599.6379323905,1874.6298585425623,4.6099172159,0.0625780863,0.07744185894989496,1.0350248866426217
EIC,2020,1,0.7348515331,278746302000.0,36677145.0,161.3339789163,35.2056788576,-19.2647857768,7.585190886586183,10342.2251408064,-91.0278383601,0.6827330178114193,0.979017030720109,0.0045620069,-0.0090496265,0.0042826152,-3.635258446382715,-3060412635.0,-1033016081,0.0921052632,3.7492330627,0.0071442926,3.682114041,0.0,1.0603905644782468,0.0196255655,0.1915621187,174.2846382404887,73.9209473001,1817.8291553021,2066.0347408426887,4.937707285,0.0603905645,0.07765165526918044,1.0342225140806351
EIC,2019,4,0.9676195831,366771450000.0,36677145.0,213.185212823,46.3982302651,-38.5452317998,16.741463164594737,10334.6399499198,-121.1130518771,0.3860149855908959,0.15384193308746513,0.0045491923,-0.0087939793,0.0042676796,-0.160317711884954,-2959028489.0,-639875838,0.0,3.6176736503,0.0870385481,3.5958177424,0.0,1.0631689249408887,0.0196086399,0.210561517,200.0992005656694,26.6999371678,1812.4216275808,2039.2207653142696,13.6704441552,0.0631689249,0.11924028499199264,1.033463994994703
EIC,2019,3,0.7753516872,293417160000.0,36677145.0,185.7891764629,48.6027288822,217.8014304513,8.691389937793685,10317.8984867824,-87.9237764992,0.6098793809396997,0.25552040116006475,0.0041795297,-0.0095511433,0.0039110396,-0.8367634573245509,-3241701986.0,-1043907174,0.0375,3.3711663586,0.3218389691,3.3283763996,0.0,1.0689236631294499,0.0149503708,0.1328828676,122.37951532577088,72.7621554401,2684.352611555,2879.4942823208708,5.0163439743,0.0689236631,0.11968102192311468,1.0317898486782435
EIC,2019,2,1.1155077099,421787167500.0,36677145.0,270.1366031868,69.6900016629,-258.5911591736,14.089205525675458,10309.2070968446,-127.97345271,0.33504839019402183,0.21579575470141174,0.0041362693,-0.0096632581,0.0038728297,-0.2989747201108719,-3285835805.0,-715935006,0.0608695652,3.3749287019,0.0497576914,3.3530047492,0.0,1.068488592744222,0.0150120969,0.1329738313,93.948209929671,45.9308827072,2410.084094827,2549.9631874638712,7.946722956,0.0684885927,0.12002939173193837,1.0309207096844644
EIC,2019,1,1.1656010282,440125740000.0,36677145.0,298.2243156804,100.375752889,-191.6512997056,7.385510022658525,10295.117891319,-124.5999165506,0.581755062466051,1.471371113525258,0.0039134919,-0.0102685824,0.0036569948,-5.545189391634981,-3515179823.0,-1020869367,0.0583333333,2.9670484011,0.08263342,2.9354758215,0.0,1.0684131369040437,0.0108652212,0.0961886224,103.84617617395715,84.4999031212,3787.1337255578,3975.4798048529574,4.3195315795,0.0684131369,0.12044146480286205,1.0295117891318968
EIC,2018,4,0.7095829994,267743158500.0,36677145.0,175.8013801263,62.9807475052,-33.7331195336,12.893453484451966,10287.7323812963,-75.7834935533,0.47130648535141906,0.2139057450458961,0.0040441128,-0.0102368354,0.0037638976,-0.3771265541898833,-3506189153.0,-833737708,0.0,3.3299238527,0.0486979851,3.3240562508,0.0,1.06877155435217,0.0105063597,0.0930116748,178.5534296257346,26.0897761714,4026.795723245,4231.438929042134,13.9901545189,0.0687715544,0.12077591593297356,1.0287732381296308
EIC,2018,3,0.9244397559,348432877500.0,36677145.0,269.0995132857,58.1305427206,-200.3217045259,8.202885257290337,10276.4944274425,-91.1804377001,0.32579305605567205,0.2382402192515896,0.0034379194,-0.0110138609,0.0031986812,-0.8577948321242631,-3799071279.0,-1083254506,0.0,3.3964176807,0.0811713547,3.3835530962,0.0,1.0664137564638543,0.0148074236,0.1310990644,66.40945013146154,49.4673007943,2340.3799508761,2456.2567018018613,7.3786116109,0.0664137565,0.12105311181034507,1.0276494427442484
EIC,2018,2,0.8375297843,315423447000.0,36677145.0,241.8664366236,60.7630660222,39.6851045648,11.756318846518724,10268.2915421852,-81.4749805336,0.5273406643487298,0.5930398342502969,0.0,0.0,0.0,-1.2921651960978677,0.0,-939509232,0.0,0.0,0.0,0.0,0.0,1.0769667176538833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12125128653056187,1.0268291542185195
EIC,2018,1,0.8287399024,311755732500.0,36677145.0,250.1751872198,55.3415833464,32.3163561501,8.671476037734125,10256.5352233387,-82.1394158456,0.47442681160110367,6.29678692891147,0.0033100809,-0.0109394576,0.0030677131,-19.919362734126416,-3759248962.0,-1006108905,0.0,2.6921736735,0.1024113749,2.6635511556,0.0,1.0771760357951243,0.0138677942,0.1227722457,45.61942215659136,118.7345287262,2471.9396547525,2636.293605635291,3.0740847158,0.0771760358,0.12162367133398047,1.0256535223338676
